,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,56,42,41,90,128,27,46,7,5,9,18,21,80,57,26,30,37,206,245,281,271,Upgrade
1,Market Cap Growth,55.17%,55.17%,-10.30%,1100.00%,2468.75%,216.36%,160.53%,-65.09%,-93.80%,-84.87%,-31.60%,-29.29%,115.81%,-72.62%,-89.41%,-89.23%,-86.28%,-23.21%,-13.92%,0%,13.00%,Upgrade
2,Enterprise Value,62,39,39,86,124,33,52,8,6,9,18,-15,44,46,15,3,10,186,224,255,245,Upgrade
3,Last Close Price,0.50,0.38,0.37,0.80,1.37,0.29,0.49,0.28,0.18,0.32,0.66,0.95,3.85,2.71,3.09,3.60,5.32,29.49,34.98,40.13,38.75,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-2.46,-,-,-,-,-7.87,-,-,-,Upgrade
5,PS Ratio,1.95,1.78,2.35,4.63,5.70,-,1.45,0.25,0.18,0.33,0.68,0.78,3.07,2.42,1.46,2.39,3.48,12.42,8.78,6.53,4.52,Upgrade
6,PB Ratio,-22.02,-22.02,-21.72,11.56,16.49,3.76,-20.16,-3.26,0.51,0.88,0.90,1.09,-,1.69,0.99,1.15,-,7.98,8.88,10.19,-,Upgrade
7,P/TBV Ratio,-,-,-,11.36,16.22,2.04,12.84,2.08,0.35,0.61,0.78,0.94,-,1.54,1.06,1.24,-,7.98,8.88,10.19,-,Upgrade
8,EV/Sales Ratio,2.28,1.65,2.18,4.43,5.53,-,1.63,0.27,0.21,0.35,0.70,-,1.69,1.96,0.86,0.22,0.91,11.19,8.05,5.93,4.09,Upgrade
9,Debt / Equity Ratio,-5.62,-5.62,-5.62,0.65,0.65,1.68,-6.22,-6.22,1.21,1.21,0.48,0.48,-,0.50,0.18,0.18,-,0.25,0.49,0.49,-,Upgrade
10,Asset Turnover,1.52,1.32,1.13,0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Inventory Turnover,-,-,-,405.11,49.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Quick Ratio,0.30,0.30,0.30,0.87,0.87,0.62,-,0.30,-,0.62,-,0.76,-,0.93,-,2.38,-,4.06,-,2.69,-,Upgrade
13,Current Ratio,0.30,0.30,0.30,1.03,1.03,0.64,-,0.48,-,0.65,-,1.40,-,1.10,-,2.76,-,4.06,-,3.00,-,Upgrade
14,Return on Equity (ROE),-,-632.61%,-257.77%,-267.26%,-,-,-862.90%,-164.87%,-199.18%,-114.14%,-,-,-60.19%,-42.46%,-,-,10.03%,-34.60%,-,-,Upgrade,
15,Return on Assets (ROA),-71.80%,-62.29%,-51.39%,-42.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Return on Capital (ROIC),-128.58%,-105.03%,-82.93%,-65.95%,-,-75.91%,-83.83%,-42.71%,-70.49%,-47.86%,-,-,-25.35%,-21.67%,-,-,-21.30%,-14.04%,-,-,Upgrade,
17,Earnings Yield,-43.42%,-57.90%,-47.86%,-21.75%,-14.45%,-,-45.83%,-297.76%,-583.78%,-186.59%,-247.64%,-188.45%,-40.59%,-79.16%,-36.80%,-34.18%,-65.62%,-12.70%,-12.57%,-11.71%,-9.26%,Upgrade
18,FCF Yield,-27.19%,-36.25%,-30.61%,-11.32%,-3.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Buyback Yield / Dilution,-113.25%,-,-272.27%,-67.74%,-576.46%,-,-125.15%,-364.67%,-88.55%,-32.35%,-178.31%,-182.19%,-96.58%,-173.15%,-20.00%,-14.00%,-,-,-,-,-,Upgrade
20,Total Shareholder Return,-113.25%,-,-272.27%,-67.74%,-576.46%,-,-125.15%,-364.67%,-88.55%,-32.35%,-178.31%,-182.19%,-96.58%,-173.15%,-20.00%,-14.00%,-,-,-,-,-,Upgrade
