,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,45129,53175,28504,48398,23052,41714,18162,-,53335,46852,144355,154551,217765,66343,190618,120181,184277,159473,109195,102967,Upgrade
1,Short-Term Investments,-,-,7224,-,3140,3036,2693,-,2573,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,45129,53175,35728,48398,26191,44750,20855,55908,55908,46852,144355,154551,217765,66343,190618,120181,184277,159473,109195,102967,Upgrade
3,Cash Growth,72.31%,18.83%,71.32%,-13.43%,-53.15%,-4.49%,-85.55%,-63.83%,-74.33%,-29.38%,-24.27%,28.60%,18.17%,-58.40%,74.57%,16.72%,120.74%,-1.60%,-53.69%,-53.30%,Upgrade
4,Accounts Receivable,32718,25369,21100,31963,16328,39098,23191,-,16564,34080,21417,31148,23282,25668,25625,22968,23820,32875,54837,43432,Upgrade
5,Other Receivables,15414,17193,3077,17390,4841,24705,15621,-,14950,29794,22610,10550,17503,17603,18496,18968,13099,180938,11049,148872,Upgrade
6,Receivables,48131,43562,26216,49353,29728,64847,38812,-,31514,63874,44026,41697,40785,43271,44121,41936,42419,219313,71386,197804,Upgrade
7,Inventory,343066,326730,314340,176383,169370,181985,166306,-,148232,143698,132987,134700,116223,190569,223777,195133,198817,230484,424358,228825,Upgrade
8,Prepaid Expenses,1933,1920,1294,2181,1087,1557,990.44,-,831.12,2646,3249,1499,635.03,6608,6767,1396,426.97,5670,2299,1873,Upgrade
9,Other Current Assets,64508,82840,155349,161827,140458,275884,218612,-,168583,237143,181258,188550,109016,278882,290556,267155,240167,171246,261042,147735,Upgrade
10,Total Current Assets,502768,508226,532927,438141,366835,569023,445575,-,405068,494212,505875,520996,484425,585673,755838,625801,666106,786186,868280,679204,Upgrade
11,"Property, Plant & Equipment",1178775,1134424,1035982,1129306,1123302,956510,977447,-,947941,885101,832121,982085,955844,1623828,1534982,1596775,1525962,1503462,1215001,1404941,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,-,2400,2400,2400,2400,2400,-24895,-26369,-22537,2400,-20111,2400,-9751,Upgrade
13,Other Intangible Assets,2839276,2867735,2895611,2923620,2950050,2975474,3000297,-,3056396,3085927,3115531,3174977,3206263,2357070,2366250,2215640,2238875,2264718,2288259,2310685,Upgrade
14,Long-Term Deferred Tax Assets,109.86,109.86,435.77,357.97,440.57,-,432.13,-,461.84,-,1087,3150,478.37,925.83,925.83,925.83,925.83,4466,938.56,4466,Upgrade
15,Other Long-Term Assets,71048,73907,67445,77076,75087,70690,76781,-,84146,100081,105603,98570,105942,68346,70048,72883,96963,74629,66948,225658,Upgrade
16,Total Assets,4591976,4584401,4532400,4568502,4515715,4571697,4500532,-,4496413,4567721,4562616,4782179,4755352,4610947,4701675,4489488,4531232,4613349,4441827,4615203,Upgrade
17,Accounts Payable,182150,163063,131899,146094,129281,106403,120398,-,113609,115256,103311,157179,159679,148159,137300,145522,146709,131606,129310,145074,Upgrade
18,Accrued Expenses,54379,41674,42619,48288,51447,74553,92762,-,99865,73792,71391,78935,77084,68243,81110,44350,55330,90068,54738,43070,Upgrade
19,Short-Term Debt,446314,338502,139606,276641,107812,182026,131295,-,81912,298772,254767,218992,110456,186664,211015,276878,281783,213300,172581,279904,Upgrade
20,Current Portion of Long-Term Debt,43626,17925,169334,69897,255705,17104,79172,-,246362,11250,48000,51750,126002,36500,7500,11250,116404,2494,169822,7498,Upgrade
21,Current Portion of Leases,-,-,-,-,818,1432,2045,-,2454,-,-,-,2454,-,-,-,4450,-,6461,-,Upgrade
22,Current Income Taxes Payable,1327,4707,4151,3245,2424,1012,2602,-,968.97,8800,10316,-2556,1823,-2030,8014,1378,2355,12748,12089,9856,Upgrade
23,Current Unearned Revenue,190.78,199.96,3522,88.66,4182,5198,5198,-,5621,10302,9803,11860,5801,26415,26799,72202,14536,175436,140492,118136,Upgrade
24,Other Current Liabilities,96861,104344,101294,64667,73301,149777,77879,-,43743,52694,83755,63966,77205,25128,78141,24134,52368,148739,126249,135589,Upgrade
25,Total Current Liabilities,824848,670416,592425,608921,624971,537504,511351,-,594535,570868,581343,580126,560504,489080,549879,575715,673934,774391,811742,739126,Upgrade
26,Long-Term Debt,1753657,1928813,2024735,2094024,2093858,2339100,2350627,-,2347186,2416225,2450032,2705579,2744640,2640442,2683097,2455096,2357960,2410968,2218414,2262555,Upgrade
