,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,2511,2111,1905,2449,2871,2550,2348,2174,2080,2178,2357,2442,2876,2344,2506,1846,1860,1995,1847,1892,1916,Upgrade
1,Market Cap Growth,-17.21%,-17.21%,-18.87%,12.67%,38.08%,17.07%,-0.39%,-10.98%,-27.70%,-7.06%,-5.92%,32.30%,54.63%,17.49%,35.62%,-2.47%,-2.94%,7.65%,-6.77%,-9.69%,12.15%,Upgrade
2,Enterprise Value,2222,1775,1576,2126,2548,2289,2102,1899,1805,1934,2163,2142,2576,2247,2294,1667,1681,1825,1642,1715,1739,Upgrade
3,Last Close Price,10.68,8.98,8.30,10.25,12.01,10.67,9.82,8.99,8.60,9.01,9.75,9.96,11.73,10.54,11.27,8.00,8.06,8.65,7.81,8.00,8.10,Upgrade
4,PE Ratio,25.41,21.83,19.76,23.95,29.21,27.25,27.14,27.73,24.84,22.97,18.57,16.10,16.29,10.50,12.07,9.59,11.53,15.14,15.16,16.30,15.82,Upgrade
5,PS Ratio,1.05,0.90,0.83,1.08,1.31,1.19,1.12,1.04,0.99,1.01,1.15,1.24,1.53,1.35,1.44,1.12,1.23,1.39,1.34,1.40,1.31,Upgrade
6,PB Ratio,1.51,1.24,1.15,1.42,1.69,1.52,1.42,1.33,1.29,1.37,1.49,1.55,1.85,1.53,1.90,1.39,1.45,1.65,1.57,1.61,1.66,Upgrade
7,P/TBV Ratio,1.39,1.39,1.28,1.58,1.89,1.70,1.58,1.48,1.44,1.54,1.68,1.74,2.07,1.71,2.15,1.57,1.65,1.87,1.79,1.84,1.91,Upgrade
8,P/FCF Ratio,26.10,21.95,18.82,-,13.32,15.81,14.76,-,21.70,71.50,32.25,-,-,16.76,29.31,-,16.93,14.67,14.09,-,14.91,Upgrade
9,P/OCF Ratio,11.07,11.07,9.34,-,8.36,8.20,7.54,6.72,7.93,11.76,11.10,-,18.27,9.38,12.84,-,8.29,9.23,7.83,-,7.96,Upgrade
10,EV/Sales Ratio,0.95,0.76,0.68,0.94,1.16,1.07,1.00,0.91,0.86,0.89,1.05,1.09,1.37,1.30,1.32,1.01,1.11,1.27,1.19,1.26,1.19,Upgrade
11,EV/EBITDA Ratio,12.07,9.73,8.89,11.93,15.37,16.38,16.06,15.03,-,10.59,10.57,8.92,9.83,7.52,7.80,6.09,7.04,9.02,9.69,10.43,10.35,Upgrade
12,EV/EBIT Ratio,27.09,19.66,18.23,23.21,-,40.93,43.76,43.73,-,19.04,17.18,12.95,13.59,9.84,10.25,8.07,9.80,13.52,15.33,17.10,16.00,Upgrade
