,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1849,1748,1641,1407,1748,1444,1359,1556,1812,1998,1908,2350,2094,2067,1844,1630,1551,1716,1375,1417,1567,Upgrade
1,Market Cap Growth,21.03%,21.03%,20.78%,-9.59%,-3.53%,-27.73%,-28.77%,-33.79%,-13.49%,-3.35%,3.47%,44.12%,35.05%,20.50%,34.11%,15.04%,-1.02%,12.20%,-16.23%,-21.30%,14.84%,Upgrade
2,Enterprise Value,4374,4392,4027,3809,4150,3971,3688,4343,4599,4655,4588,5161,4905,4671,4559,4885,4805,5018,4566,4564,4713,Upgrade
3,PE Ratio,1.76,-,-,-,1.79,-,-,-,-,-,-,-,-,-,-,-2.15,-,-,-,-,-13.56,Upgrade
4,PS Ratio,0.88,0.83,0.79,0.68,0.89,0.76,0.71,0.81,0.91,0.94,0.90,1.11,1.05,1.07,0.95,0.85,0.82,0.93,0.74,0.75,0.85,Upgrade
5,PB Ratio,-6.46,-6.46,-16.25,32.37,8.38,-0.61,-0.60,-0.74,-0.99,-2.00,-2.59,-4.09,17.26,12.74,5.56,3.29,4.37,1.70,1.22,1.13,1.18,Upgrade
6,P/FCF Ratio,-,-,-,-,1.61,-11.71,-,-,-,-,-18.89,-,-4.53,-,-,-,5.11,-,-,-,-8.66,Upgrade
7,P/OCF Ratio,3.00,3.00,-,-,1.39,-120.14,-,-,-,-,58.36,-,-6.71,-,-,-,4.12,-,-,-,729.19,Upgrade
8,EV/Sales Ratio,2.09,2.10,1.93,1.84,2.11,2.09,1.94,2.26,2.30,2.19,2.16,2.45,2.47,2.42,2.36,2.55,2.54,2.73,-,2.41,2.55,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.39,209.24,-,-,83.47,59.88,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-69.11,-21.22,-,-,-,-27.05,Upgrade
11,EV/FCF Ratio,-70.42,-,-,-,3.83,-32.21,-,-,-,-,-45.44,-,-10.60,-,-,-,15.84,-,-,-,-26.06,Upgrade
12,Debt / Equity Ratio,-10.73,-10.73,-27.22,58.39,9.64,-1.14,-1.34,-1.39,-1.56,-3.01,-3.69,-4.79,22.17,18.57,8.16,5.52,6.30,3.32,3.08,2.68,2.15,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.36,4.47,-,-,639.26,4.69,Upgrade
14,Debt / FCF Ratio,-,-,-,-,1.85,-21.84,-,-,-,-,-26.93,-,-5.81,-,-,-,7.37,-,-,-,-15.75,Upgrade
15,Quick Ratio,0.20,0.20,0.19,0.20,0.24,0.14,0.20,0.21,0.24,0.18,0.19,0.18,0.21,0.32,0.36,0.33,0.31,0.35,0.44,0.44,0.32,Upgrade
16,Current Ratio,0.36,0.36,0.29,0.32,0.41,0.22,0.24,0.28,0.33,0.27,0.23,0.26,0.45,0.51,0.44,0.45,0.41,0.55,0.55,0.58,0.51,Upgrade
17,Asset Turnover,0.01,0.01,0.93,0.69,0.01,0.00,0.81,0.60,0.01,0.02,0.87,0.69,0.00,0.01,0.87,0.65,0.01,-,0.69,0.57,Upgrade,
18,Return on Equity (ROE),-,-,-531.54%,-,-,-,-,-,-,-,-,-116.61%,-269.52%,-158.61%,128.01%,-382.51%,-44.43%,-41.74%,-24.07%,63.04%,Upgrade,
19,Return on Assets (ROA),-5.91%,-6.14%,-6.27%,-9.85%,-2.79%,-5.13%,-9.94%,-31.65%,-11.15%,-5.72%,-31.00%,-11.38%,-7.75%,-6.52%,4.92%,2.88%,-5.24%,-4.52%,-2.58%,3.84%,Upgrade,
20,Return on Capital (ROIC),-11.52%,-11.31%,-13.46%,-39.22%,-24.05%,-31.46%,-57.64%,-111.12%,-26.92%,-13.06%,-66.39%,-20.66%,-12.03%,-9.57%,8.11%,4.52%,-6.85%,-5.72%,-3.49%,5.19%,Upgrade,
21,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.61%,-15.65%,-,-,-,-10.23%,Upgrade
22,Earnings Yield,56.72%,60.00%,67.27%,76.34%,55.90%,-94.05%,-110.71%,-96.38%,-107.01%,-56.94%,-54.96%,-44.77%,-10.55%,-40.88%,-43.36%,-46.58%,-62.72%,-7.77%,-9.64%,-9.84%,-7.37%,Upgrade
23,Earnings Yield,56.72%,60.00%,67.27%,76.34%,55.90%,-94.05%,-110.71%,-96.38%,-107.01%,-56.94%,-54.96%,-44.77%,-10.55%,-40.88%,-43.36%,-46.58%,-62.72%,-7.77%,-9.64%,-9.84%,-7.37%,Upgrade
24,FCF Yield,-3.36%,-3.55%,23.57%,40.72%,62.06%,-8.54%,-43.68%,-31.06%,-21.68%,-3.71%,-5.29%,-11.72%,-22.09%,2.35%,12.29%,17.66%,19.56%,2.61%,5.65%,-0.24%,-11.54%,Upgrade
25,Payout Ratio,12.14%,-,-,-,1.61%,-,-,-,-,-,-,-,-,-,-,21.46%,-,-,-,-,20.76%,Upgrade
26,Buyback Yield / Dilution,0.00%,0.01%,0.00%,-0.00%,0.00%,-0.00%,0.02%,-0.01%,0.01%,-0.12%,0.07%,0.01%,-0.03%,0.13%,-0.09%,0.01%,-0.08%,-0.03%,0.00%,-0.02%,0.80%,Upgrade
27,Total Shareholder Return,0.00%,0.01%,0.00%,-0.00%,0.00%,-0.00%,0.02%,-0.01%,0.01%,-0.12%,0.07%,0.01%,-0.03%,0.13%,-0.09%,0.01%,-0.08%,-0.03%,0.00%,-0.02%,0.80%,Upgrade
