,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,0.95,0.18,2.66,0.34,12.7,22.69,60.98,56.86,26.02,46.68
1,Short-Term Investments,-,-,-,-,-,-,22.01,21,23.3,22.54
2,Cash & Short-Term Investments,0.95,0.18,2.66,0.34,12.7,22.69,82.99,77.86,49.33,69.22
3,Cash Growth,-64.22%,-48.55%,-79.05%,-98.48%,-84.69%,-70.86%,68.25%,12.48%,-37.99%,-35.05%
4,Accounts Receivable,221.16,209.27,265.26,254.72,354.22,449.46,1652,1683,1390,1555
5,Other Receivables,-,-,-,-,-,-,16.59,11.85,13.41,0.73
6,Receivables,221.16,209.27,265.26,254.72,354.22,449.46,1670,1705,1403,1556
7,Restricted Cash,16.89,22.29,22.62,30.98,29.55,66.61,29.28,43.9,38.09,7.64
8,Other Current Assets,-,-,-,-,-,-,24.06,15.75,40.1,14.02
9,Total Current Assets,239,231.74,290.54,286.04,396.47,538.76,1806,1843,1531,1647
10,"Property, Plant & Equipment",7.52,7.62,7.68,7.8,21.35,15.68,22.2,25.66,52.31,40.11
11,Other Intangible Assets,-,-,-,-,-,-,0.29,0.6,0.83,0.93
12,Long-Term Accounts Receivable,0.41,0.4,1.53,5.08,0.26,11.23,32.27,36.87,60.84,73.7
13,Long-Term Deferred Tax Assets,-,-,-,-,-,-,41.59,41.59,50.1,44.57
14,Other Long-Term Assets,-,-,-,2.05,2.09,2.13,2.17,5.19,15.78,16.77
15,Total Assets,246.93,239.75,299.75,300.98,420.16,567.8,1905,1953,1711,1823
16,Accounts Payable,691.54,686.15,740,726.58,727.32,741.19,764.46,857.29,630.09,878.93
17,Accrued Expenses,17.51,16.23,64.11,14.79,15.96,24.33,190.71,149.3,129.23,123.84
18,Short-Term Debt,24.5,19.17,-,0.27,-,70.86,22.91,24.38,16.35,4.98
19,Current Portion of Long-Term Debt,111.15,100.61,133.89,124.29,132.88,102.26,150.97,155.31,186.57,169.98
20,Current Portion of Leases,2.04,1.92,1.81,1.68,6.02,6.4,6.82,6.71,15.67,6.49
21,Current Income Taxes Payable,38.75,38.77,38.77,38.77,38.81,39.08,49.79,49.9,47.85,48.17
22,Current Unearned Revenue,64.56,63.6,44,52.21,56.39,57.07,52.94,39.62,34.92,42.54
23,Other Current Liabilities,130.74,116.02,45.52,95.68,109.15,104.52,-,28.9,4.95,26.28
24,Total Current Liabilities,1081,1042,1068,1054,1087,1146,1239,1311,1066,1301
25,Long-Term Debt,18.4,26.82,0.98,10.3,0.87,0.87,7.5,6,21.3,13.2
26,Long-Term Leases,4.43,5.48,6.84,7.9,8.41,1.11,6.05,9.45,40.85,33.87
27,Other Long-Term Liabilities,-,-,-,-,-0,-,-,-,-,-
28,Total Liabilities,1104,1075,1076,1072,1096,1148,1252,1327,1128,1348
29,Common Stock,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-
30,Additional Paid-In Capital,130.43,130.43,-,130.43,-,130.43,130.43,130.43,130.43,-
31,Retained Earnings,-1131,-1110,-,-1046,-,-852.93,342.95,353.25,277.96,332.18
32,Comprehensive Income & Other,142.57,142.57,-777.99,142.56,-675.68,142.57,179.12,142.08,174.38,142.58
33,Total Common Equity,-858.4,-836.72,-777.94,-773.25,-675.63,-579.89,652.55,625.8,582.81,474.75
34,Minority Interest,1.71,1.72,1.77,1.77,-,-,-,-,-,-
35,Shareholders' Equity,-856.69,-835,-776.17,-771.48,-675.63,-579.89,652.55,625.8,582.81,474.75
36,Total Liabilities & Equity,246.93,239.75,299.75,300.98,420.16,567.8,1905,1953,1711,1823
37,Total Debt,160.51,153.98,143.52,144.44,148.17,181.5,194.25,201.86,280.74,228.52
38,Net Cash (Debt),-159.56,-153.81,-140.85,-144.1,-135.47,-158.81,-111.26,-124,-231.42,-159.3
39,Net Cash Per Share,-0.27,-0.26,-0.24,-0.24,-0.23,-0.27,-0.19,-0.21,-0.40,-0.36
40,Filing Date Shares Outstanding,594,594,594,594,594,594,594,594,594,594
41,Total Common Shares Outstanding,594,594,594,594,594,594,594,594,594,445.5
42,Working Capital,-841.79,-810.72,-777.55,-768.22,-690.06,-606.95,567.59,531.35,465.1,345.74
43,Book Value Per Share,-1.45,-1.41,-1.31,-1.30,-1.14,-0.98,1.10,1.05,0.98,1.07
44,Tangible Book Value,-858.4,-836.72,-777.94,-773.25,-675.63,-579.89,652.26,625.21,581.98,473.83
45,Tangible Book Value Per Share,-1.45,-1.41,-1.31,-1.30,-1.14,-0.98,1.10,1.05,0.98,1.06
46,Land,-,9.03,-,9.03,-,9.03,-,9.03,-,9.03
47,Machinery,-,2.85,-,4.16,-,4.14,-,7.8,-,8.55
48,Leasehold Improvements,-,3.78,-,1.56,-,4.16,-,3.38,-,28.87
