,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 4, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,455,510,800,580,830,430,320,650,405,440,405
1,Market Cap Growth,-12.07%,-12.07%,-3.61%,34.88%,159.38%,-33.85%,-20.99%,47.73%,0%,-16.98%,-
2,Enterprise Value,416,472,755,521,769,358,217,546,294,320,284
3,Last Close Price,0.46,0.51,0.80,0.58,0.83,0.43,0.32,0.65,0.41,0.44,0.41
4,PE Ratio,139.76,156.40,-15612.62,-,-,3410.27,-,-,-,82.32,19.67
5,PS Ratio,0.98,1.10,2.00,1.68,2.83,2.00,2.46,4.98,2.67,2.89,1.92
6,PB Ratio,2.20,2.47,3.84,2.74,3.94,1.93,1.50,2.94,1.83,1.94,1.89
7,P/TBV Ratio,2.47,2.47,3.84,2.74,3.94,1.93,1.50,2.94,1.83,1.94,1.89
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-12.66
9,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-13.28
10,EV/Sales Ratio,0.90,1.02,1.89,1.51,2.62,1.67,1.67,4.18,1.94,2.10,1.35
11,EV/EBITDA Ratio,76.29,86.52,166.01,-,-,-230.23,-,-,-,86.59,-
12,EV/EBIT Ratio,85.12,96.54,191.60,-,-,-127.21,-,-,-,285.66,-
13,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-8.88
14,Debt / Equity Ratio,0.02,0.02,0.02,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.01
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-0.05
16,Return on Capital Employed (ROCE),2.35%,2.35%,1.87%,-,-,-1.26%,-,-,-,0.49%,-
17,Earnings Yield,0.72%,0.64%,-0.01%,-2.52%,-1.08%,0.03%,-1.09%,-0.39%,-0.26%,1.21%,5.09%
18,FCF Yield,-,-2.23%,-3.94%,-2.52%,-9.40%,-8.86%,-1.30%,-4.23%,-1.56%,-7.90%,
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,19.65%,-33.33%,-65.94%,
20,Total Shareholder Return,-,-,-,-,-,-,-,19.65%,-33.33%,-65.94%,
