,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,7.27,7.07,7.66,10.18,10.58,12.94,17.51,17.75,18.59,15.75
1,Short-Term Investments,0.31,0.22,0.16,0.18,0.08,0.06,0.45,0.51,0.46,0.54
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,5.58
3,Cash & Short-Term Investments,7.58,7.28,7.82,10.36,10.66,12.99,17.96,18.26,19.05,21.87
4,Cash Growth,-3.02%,-29.69%,-26.64%,-20.24%,-40.67%,-28.84%,-5.70%,-16.52%,-9.39%,244.25%
5,Accounts Receivable,40.08,43.39,41.03,39.43,38.79,34.75,36.05,40.7,46.54,42.49
6,Other Receivables,-,-,-,-,-,0.02,0.02,0.05,0.02,0.24
7,Receivables,40.08,43.39,41.03,39.43,38.79,34.76,36.07,40.75,46.56,42.73
8,Prepaid Expenses,0.95,0.84,0.43,0.33,0.66,1.41,0.45,0.57,0.19,0.05
9,Total Current Assets,48.62,51.51,49.28,50.12,50.1,49.17,54.48,59.57,65.79,64.65
10,"Property, Plant & Equipment",0.86,0.82,0.35,0.32,0.45,0.58,0.64,0.87,0.77,0.99
11,Other Long-Term Assets,0.1,0.09,0.2,0.09,0.92,0.93,0.83,0.84,1.25,1.26
12,Total Assets,49.57,52.43,49.82,50.54,51.47,50.67,55.95,61.28,67.82,66.89
13,Accounts Payable,4.4,8.62,6.72,8.07,5.41,2.44,3.01,4.26,6.08,1.67
14,Accrued Expenses,3.84,3.06,3.41,2.75,4.07,7.13,10.97,14.97,18.86,22.33
15,Current Portion of Leases,0.45,0.38,0.15,0.11,0.13,0.13,0.08,0.11,0.16,0.18
16,Current Income Taxes Payable,0.48,0.37,0.2,0.08,0.43,0.25,0.4,0.37,1.17,1.32
17,Current Unearned Revenue,0.01,0.05,0.2,0.19,-,0.05,0.15,0.11,0.04,0.45
18,Other Current Liabilities,3.75,3.41,3.28,2.89,3.09,2.76,2.93,2.86,2.78,2.26
19,Total Current Liabilities,12.92,15.9,13.94,14.09,13.13,12.75,17.54,22.67,29.1,28.2
20,Long-Term Leases,0.36,0.36,0.09,0.04,0.07,0.14,0.15,0.19,0.01,0.09
21,Long-Term Deferred Tax Liabilities,-,-,-,-,0.03,0.04,0.04,0.06,0.05,0.06
22,Total Liabilities,13.28,16.25,14.03,14.13,13.23,12.93,17.73,22.92,29.16,28.35
23,Common Stock,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
24,Additional Paid-In Capital,31.67,31.67,31.67,31.67,31.67,31.67,31.67,31.67,31.67,31.67
25,Retained Earnings,14.35,14.19,13.78,14.2,16.24,15.75,16.22,16.37,16.66,16.55
26,Comprehensive Income & Other,-11.47,-11.43,-11.4,-11.21,-11.42,-11.42,-11.42,-11.42,-11.42,-11.42
27,Shareholders' Equity,36.29,36.17,35.79,36.41,38.24,37.74,38.22,38.36,38.66,38.55
28,Total Liabilities & Equity,49.57,52.43,49.82,50.54,51.47,50.67,55.95,61.28,67.82,66.89
29,Total Debt,0.81,0.74,0.24,0.15,0.2,0.27,0.23,0.3,0.17,0.26
30,Net Cash (Debt),6.78,6.55,7.58,10.21,10.45,12.72,17.73,17.96,18.87,21.61
31,Net Cash Growth,-10.57%,-35.89%,-27.52%,-19.72%,-41.03%,-29.15%,-6.08%,-16.89%,-9.52%,240.16%
32,Net Cash Per Share,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02
33,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
34,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
35,Working Capital,35.7,35.62,35.34,36.03,36.97,36.41,36.94,36.9,36.7,36.45
36,Book Value Per Share,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
37,Tangible Book Value,36.29,36.17,35.79,36.41,38.24,37.74,38.22,38.36,38.66,38.55
38,Tangible Book Value Per Share,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
39,Machinery,-,2.05,2.11,2.2,2.47,2.46,2.43,2.41,2.5,2.41
