,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,13132,13491,14689,12430,13808,14111,14758,16040,16274,16316,15847,19278,19347,16412,14042,14304,14882,19375,18121,13063,15323,Upgrade
1,Market Cap Growth,-4.39%,-4.39%,-0.47%,-22.51%,-15.16%,-13.51%,-6.87%,-16.80%,-15.88%,-0.59%,12.86%,34.78%,30.00%,-15.29%,-22.51%,9.49%,-2.88%,101.14%,98.94%,23.44%,46.12%,Upgrade
2,Enterprise Value,16356,16714,17829,15053,17317,17620,18833,19708,20418,20459,20537,22305,23257,20322,18247,18192,13040,17532,16228,10875,13799,Upgrade
3,Last Close Price,9.53,9.79,10.60,8.97,9.64,9.85,10.31,11.20,11.08,11.11,10.79,13.12,12.96,10.99,9.40,9.58,9.77,12.72,11.90,8.58,9.85,Upgrade
4,PE Ratio,17.98,18.52,19.80,14.98,16.71,17.29,19.60,21.11,20.15,19.75,19.68,25.19,25.22,22.00,20.30,21.22,21.69,28.93,24.93,19.18,27.04,Upgrade
5,Forward PE,13.14,15.23,15.23,15.23,15.23,15.48,16.67,17.60,15.44,15.88,15.93,19.94,20.35,18.38,18.38,18.38,13.11,13.11,13.11,13.11,13.11,Upgrade
6,PS Ratio,1.20,1.23,1.34,1.04,1.15,1.16,1.20,1.35,1.29,1.28,1.26,1.53,1.60,1.44,1.34,1.51,1.64,2.25,2.07,1.45,1.89,Upgrade
7,PB Ratio,1.99,1.91,2.08,1.78,1.91,1.99,2.17,2.44,2.38,2.43,2.45,3.11,3.04,2.56,2.34,2.48,2.55,2.90,2.78,2.07,2.41,Upgrade
8,P/TBV Ratio,2.17,2.17,2.36,2.03,2.17,2.26,2.46,2.79,2.71,2.78,2.79,3.56,3.44,2.90,2.66,2.83,2.90,3.23,3.09,2.31,2.69,Upgrade
9,P/FCF Ratio,-,-,14.43,-,-,7.98,8.67,9.61,-,21.19,28.59,-,-,18.97,25.04,154.30,-,38.46,-,-,23.91,Upgrade
10,P/OCF Ratio,-,-,8.84,5.69,-,6.11,6.61,7.43,-,14.73,20.19,-,-,14.93,15.37,35.94,-,25.17,-,14.08,18.47,Upgrade
11,EV/Sales Ratio,1.49,1.52,1.62,1.26,1.44,1.45,1.53,1.66,1.62,1.61,1.63,1.76,1.92,1.79,1.74,1.93,1.43,2.03,1.86,1.21,1.70,Upgrade
12,EV/EBITDA Ratio,15.20,15.49,15.50,12.34,14.29,14.52,16.41,17.11,16.64,16.27,16.27,18.35,19.01,16.86,16.45,17.80,13.62,20.45,18.29,12.91,19.34,Upgrade
13,EV/EBIT Ratio,19.61,20.04,19.69,15.40,17.80,18.04,20.62,21.52,20.58,20.03,20.04,22.67,23.35,20.67,20.43,22.54,17.56,27.21,24.03,17.05,26.91,Upgrade
14,EV/FCF Ratio,-,-,17.51,-,-,9.96,11.07,11.80,-,26.57,37.06,-,-,23.49,32.54,196.24,-,34.80,-,-,21.53,Upgrade
15,Debt / Equity Ratio,0.70,0.70,0.70,0.73,0.71,0.72,0.80,0.87,0.83,0.85,0.89,1.04,0.87,0.94,0.98,1.07,1.04,0.03,0.03,0.05,0.03,Upgrade
16,Debt / EBITDA Ratio,4.61,4.79,4.04,2.93,5.43,1.79,3.63,3.46,6.02,2.31,3.78,3.36,5.15,2.49,4.42,3.23,6.07,0.27,0.23,0.28,0.36,Upgrade
17,Debt / FCF Ratio,-,-,4.87,-,-,2.89,3.21,3.43,-,7.41,10.39,-,-,6.96,10.53,66.54,-,0.37,-,-,0.34,Upgrade
18,Asset Turnover,-,0.66,0.76,0.65,0.98,0.92,0.79,0.68,1.02,0.78,1.00,0.72,1.00,0.82,0.89,0.66,1.27,0.86,1.31,0.68,Upgrade,
19,Inventory Turnover,-,-,2.09,2.72,2.38,3.30,2.90,2.59,2.21,3.21,2.27,3.50,2.62,3.49,2.92,3.54,2.15,3.29,2.09,3.74,1.87,Upgrade
20,Quick Ratio,-,-,1.28,1.34,1.76,1.52,1.19,1.20,1.41,1.24,1.06,0.93,1.54,1.15,1.27,1.22,1.87,1.86,1.75,1.71,2.08,Upgrade
21,Current Ratio,-,-,3.15,3.11,3.55,3.16,2.82,2.91,3.25,2.81,2.85,2.51,3.34,2.50,3.09,2.97,4.08,3.90,4.00,3.60,4.18,Upgrade
22,Return on Equity (ROE),14.40%,9.56%,9.91%,7.27%,16.25%,14.97%,9.61%,7.28%,13.85%,16.68%,14.48%,9.33%,13.54%,15.37%,15.71%,8.15%,9.91%,13.11%,14.66%,6.70%,Upgrade,
23,Return on Assets (ROA),-,4.26%,3.73%,3.04%,4.64%,5.47%,3.66%,3.09%,3.55%,5.48%,4.99%,3.64%,3.63%,4.98%,5.40%,4.41%,3.48%,5.75%,7.09%,3.01%,Upgrade,
24,Return on Capital (ROIC),4.13%,5.11%,4.39%,3.56%,5.51%,6.48%,4.23%,3.58%,4.19%,6.45%,5.83%,4.28%,4.31%,5.87%,6.25%,5.22%,4.39%,7.26%,8.83%,3.73%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,7.59%,8.19%,8.03%,8.16%,7.74%,7.77%,8.33%,8.68%,8.78%,8.50%,8.59%,8.49%,7.62%,6.91%,6.22%,9.27%,9.87%,9.71%,7.76%,Upgrade
26,Earnings Yield,5.55%,5.40%,5.05%,6.68%,5.99%,5.78%,5.10%,4.74%,4.96%,5.06%,5.08%,3.97%,3.97%,4.55%,4.93%,4.71%,4.61%,3.46%,4.01%,5.21%,3.70%,Upgrade
27,FCF Yield,-,6.93%,13.19%,13.18%,12.54%,11.53%,10.41%,5.51%,4.72%,3.50%,1.88%,5.19%,5.27%,3.99%,0.65%,0.37%,2.60%,3.07%,5.37%,4.18%,Upgrade,
28,Dividend Yield,1.26%,-,-,4.01%,-,3.04%,-,-,-,2.70%,-,-,-,2.18%,-,-,-,1.65%,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,-,249.34%,0.42%,6.50%,-,254.61%,-,10.89%,-,155.74%,-,3.93%,5.83%,138.18%,-,8.95%,-,122.75%,-,Upgrade
30,Buyback Yield / Dilution,0.64%,6.97%,-5.53%,7.88%,-8.55%,-4.36%,4.92%,-5.94%,3.81%,3.51%,1.04%,-9.61%,5.32%,-7.40%,5.34%,-0.46%,-2.08%,0.87%,-2.68%,7.33%,-3.11%,Upgrade
31,Total Shareholder Return,1.90%,6.97%,-5.53%,11.89%,-8.55%,-1.31%,4.92%,-5.94%,3.81%,6.21%,1.04%,-9.61%,5.32%,-5.22%,5.34%,-0.46%,-2.08%,2.52%,-2.68%,7.33%,-3.11%,Upgrade
