,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,150.59,152.36,175.78,182.33,178.13,175.24,180.13,167.59,160.24,190.82
1,Cash & Short-Term Investments,150.59,152.36,175.78,182.33,178.13,175.24,180.13,167.59,160.24,190.82
2,Cash Growth,-14.33%,-16.44%,-1.32%,4.04%,-1.11%,4.57%,12.41%,-12.17%,-,-
3,Accounts Receivable,0.08,0.04,0.16,0.06,0.66,0.11,0.09,0.59,0.41,0.16
4,Other Receivables,0.47,0.04,0.07,0.07,0.04,0.04,0.31,2.6,1.7,1.83
5,Receivables,0.55,0.08,0.23,0.13,0.7,0.15,0.41,3.19,2.11,1.99
6,Other Current Assets,0.33,7.32,10.93,0.64,2.45,2.85,4.03,4.59,3.15,1.36
7,Total Current Assets,151.48,159.76,186.94,183.1,181.28,178.24,184.57,175.37,165.5,194.17
8,"Property, Plant & Equipment",122.21,128.23,113.94,119.67,125.84,128.76,132.68,136.92,139.41,118.9
9,Other Long-Term Assets,0.18,0.36,4.09,2.46,12.71,2.82,3.1,3.23,1.72,4.28
10,Total Assets,273.87,288.35,304.97,305.23,319.82,309.82,320.35,315.51,306.64,317.35
11,Accounts Payable,1.59,0.98,4.46,1.27,5.32,1.36,6.32,2.97,2.09,1.09
12,Accrued Expenses,7.78,7.36,7.25,7.04,6.34,8.95,6.16,9.1,6.5,6.13
13,Short-Term Debt,-,45.23,-,55.23,-,-,-,-,0.04,-
14,Current Portion of Long-Term Debt,36.23,-,54.23,-,46.25,32.75,36.8,36.8,29.8,0.05
15,Current Portion of Leases,1.61,1.16,1.08,1.13,1.45,0.96,1.15,1.21,1.2,0.7
16,Current Income Taxes Payable,0.16,3.03,3.9,1.43,1.88,3.07,8.51,6.17,2.57,11.53
17,Current Unearned Revenue,14.03,17.86,20.02,23.26,23.19,30.46,37.02,34.81,44.21,32.51
18,Other Current Liabilities,3.43,7.04,10.61,9.12,8.79,6.9,8.2,8.35,6.36,5.55
19,Total Current Liabilities,64.84,82.66,101.55,98.48,93.21,84.45,104.15,99.41,92.77,57.55
20,Long-Term Debt,9,9,-,-,9,9,-,-,9,50.1
21,Long-Term Leases,2.43,2.32,2.84,2.62,2.78,1.3,1.72,2.26,2.46,1.04
22,Long-Term Deferred Tax Liabilities,4.77,4.81,5.83,6.12,8.09,8.39,0.31,3.71,1.99,5.36
23,Total Liabilities,81.04,98.78,110.21,107.22,113.08,103.14,106.18,105.39,106.21,114.04
24,Common Stock,3.94,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61
25,Additional Paid-In Capital,110.91,105.64,105.64,105.64,105.64,105.64,105.64,105.64,105.64,105.64
26,Retained Earnings,55.98,58.33,63.52,66.77,75.49,75.44,82.93,78.89,69.18,72.06
27,Comprehensive Income & Other,22,22,22,22,22,22,22,22,22,22
28,Shareholders' Equity,192.83,189.57,194.76,198.01,206.74,206.68,214.17,210.13,200.42,203.3
29,Total Liabilities & Equity,273.87,288.35,304.97,305.23,319.82,309.82,320.35,315.51,306.64,317.35
30,Total Debt,49.27,57.71,58.15,58.98,59.48,44.01,39.67,40.27,42.49,51.88
31,Net Cash (Debt),101.32,94.65,117.63,123.35,118.65,131.23,140.46,127.32,117.75,138.94
32,Net Cash Growth,-13.86%,-23.26%,-0.86%,-6.01%,-15.53%,3.07%,19.29%,-8.36%,-,-
33,Net Cash Per Share,0.24,0.24,0.29,0.31,0.30,0.33,0.35,0.32,0.29,0.41
34,Filing Date Shares Outstanding,435.96,435.96,400,400,400,400,400,400,400,400
35,Total Common Shares Outstanding,435.96,400,400,400,400,400,400,400,400,400
36,Working Capital,86.64,77.1,85.39,84.62,88.06,93.79,80.42,75.96,72.74,136.62
37,Book Value Per Share,0.44,0.47,0.49,0.50,0.52,0.52,0.54,0.53,0.50,0.51
38,Tangible Book Value,192.83,189.57,194.76,198.01,206.74,206.68,214.17,210.13,200.42,203.3
39,Tangible Book Value Per Share,0.44,0.47,0.49,0.50,0.52,0.52,0.54,0.53,0.50,0.51
40,Buildings,42.58,42.58,32.85,32.84,32.84,32.79,32.74,32.74,31.89,31.89
41,Machinery,35.21,37.07,36.6,39.57,40.96,41.49,39.46,37.6,35.33,25.39
42,Construction In Progress,-,-,-,-,-,-,-,-,3.56,2.7
43,Leasehold Improvements,59.94,59.94,49.6,49.6,49.6,49.56,49.59,49.56,46.27,36.34
