,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,11335,8991,12456,9074,11894,8566,11219,7848,9401,7621,Upgrade
1,Revenue Growth (YoY),-9.00%,-0.92%,4.73%,5.94%,6.02%,9.14%,19.33%,2.98%,-1.57%,9.65%,Upgrade
2,Cost of Revenue,7417,5865,8038,5887,7583,5866,6857,4657,5766,4741,Upgrade
3,Gross Profit,3918,3125,4418,3187,4311,2699,4362,3191,3635,2880,Upgrade
4,"Selling, General & Admin",2773,2723,3278,2761,3285,2313,3540,2688,3052,2722,Upgrade
5,Other Operating Expenses,-113.89,-86.18,-118.17,-31.43,-90.93,-71.97,-76.36,-122.17,-61.05,-12.23,Upgrade
6,Operating Expenses,2660,2611,3185,2728,3194,2242,3464,2567,2994,2710,Upgrade
7,Operating Income,1257,514.44,1233,458.75,1117,457.14,897.73,623.77,641.46,170.17,Upgrade
8,Interest Expense,-2.57,-3.23,-1.74,-1.76,-1.75,-2.22,-2.27,-10.01,-15.05,-24.59,Upgrade
9,Interest & Investment Income,17.28,15.04,9.05,7.48,11.35,15.42,15.47,7.66,3.52,2.3,Upgrade
10,Earnings From Equity Investments,2.92,-,-,0.3,29.6,-12.82,42.27,22.3,13.3,18.26,Upgrade
11,Currency Exchange Gain (Loss),-1.92,-6.54,-1.1,-0.64,0.15,-1.74,3.71,-4.11,1.14,-1.41,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,68.19,Upgrade
13,EBT Excluding Unusual Items,1273,519.71,1240,464.13,1156,455.78,956.91,639.62,644.37,232.92,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,91.61,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-3.76,-3.33,-3.6,-3.39,-1.9,-1.07,17.27,-7.73,2.83,72.43,Upgrade
16,Asset Writedown,-,-,-,-0.58,-,-6.03,-,-25.88,-,8.84,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,-,-89.64,89.64,-,Upgrade
18,Pretax Income,1269,516.38,1328,460.16,1154,448.67,974.18,516.38,736.84,314.2,Upgrade
19,Income Tax Expense,303.76,147.69,310.74,129.5,274.52,119.92,228.25,123.29,176.66,74.01,Upgrade
20,Earnings From Continuing Operations,965.54,368.69,1017,330.66,879.77,328.75,745.94,393.09,560.17,240.18,Upgrade
21,Net Income to Company,965.54,368.69,1017,330.66,879.77,328.75,745.94,393.09,560.17,240.18,Upgrade
22,Minority Interest in Earnings,-400.31,-136.72,-416.27,-152.32,-398.27,-160.88,-341.39,-224.71,-229.82,-112.69,Upgrade
23,Net Income,565.23,231.97,600.61,178.34,481.5,167.87,404.55,168.38,330.35,127.49,Upgrade
24,Net Income to Common,565.23,231.97,600.61,178.34,481.5,167.87,404.55,168.38,330.35,127.49,Upgrade
25,Net Income Growth,-5.89%,30.07%,24.74%,6.24%,19.02%,-0.31%,22.46%,32.08%,13.80%,86.12%,Upgrade
26,Shares Outstanding (Basic),2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,Upgrade
27,Shares Outstanding (Diluted),2797,2797,2797,2797,2797,2797,2797,2797,2797,2797,Upgrade
28,EPS (Basic),0.20,0.08,0.21,0.06,0.17,0.06,0.14,0.06,0.12,0.05,Upgrade
29,EPS (Diluted),0.20,0.08,0.21,0.06,0.17,0.06,0.14,0.06,0.12,0.05,Upgrade
30,EPS Growth,-5.89%,30.03%,24.76%,6.26%,19.02%,-0.33%,22.44%,32.08%,13.80%,86.12%,Upgrade
31,Free Cash Flow,1331,593.25,1209,-570.15,829.33,-61.23,421.64,1241,408.8,845.16,Upgrade
32,Free Cash Flow Per Share,0.48,0.21,0.43,-0.20,0.30,-0.02,0.15,0.44,0.15,0.30,Upgrade
33,Operating Margin,11.09%,5.72%,9.90%,5.06%,9.39%,5.34%,8.00%,7.95%,6.82%,2.23%,Upgrade
34,Profit Margin,4.99%,2.58%,4.82%,1.97%,4.05%,1.96%,3.61%,2.15%,3.51%,1.67%,Upgrade
35,Free Cash Flow Margin,11.74%,6.60%,9.71%,-6.28%,6.97%,-0.71%,3.76%,15.81%,4.35%,11.09%,Upgrade
36,EBITDA,1634,895.08,1624,773.57,1415,762.46,1130,954.46,857.33,344.63,Upgrade
37,D&A For EBITDA,376.68,380.64,390.25,314.82,298.61,305.32,231.82,330.69,215.87,174.46,Upgrade
38,EBIT,1257,514.44,1233,458.75,1117,457.14,897.73,623.77,641.46,170.17,Upgrade
39,Advertising Expenses,-,-,-,-,-,-,1391,-,-,-,Upgrade
