,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3662,2293,2276,1037,1992,1592,1929,1860,1204,834.79,Upgrade
1,Short-Term Investments,9.29,255.37,10.95,68.63,12.85,90.5,52.38,43.17,46.46,19.44,Upgrade
2,Cash & Short-Term Investments,3671,2548,2287,1106,2005,1682,1981,1904,1250,854.23,Upgrade
3,Cash Growth,60.50%,130.41%,14.09%,-34.25%,1.19%,-11.63%,58.51%,122.84%,214.24%,251.19%,Upgrade
4,Accounts Receivable,1042,797.04,1364,708.01,933.84,711.71,831.98,474.15,848.25,395.56,Upgrade
5,Other Receivables,-,195.91,-,161.05,-,89.41,43.38,92.45,324.43,668.81,Upgrade
6,Receivables,1042,992.95,1364,869.06,933.84,801.12,875.36,566.6,1173,1064,Upgrade
7,Inventory,1041,1737,1210,1888,1045,1933,1226,1834,1197,1890,Upgrade
8,Prepaid Expenses,905.46,74.57,879.25,86.7,566.73,84.45,698.14,170.95,607.78,75.8,Upgrade
9,Other Current Assets,13.62,622.55,33.76,616.8,13.95,348.27,24.71,335.82,10.81,226.25,Upgrade
10,Total Current Assets,6673,5975,5774,4566,4565,4849,4806,4811,4238,4110,Upgrade
11,"Property, Plant & Equipment",6189,6161,6255,5799,5704,5663,5610,5583,5678,5685,Upgrade
12,Long-Term Investments,255.3,252.37,252.37,839.79,837.23,812.36,833.46,792.16,783.11,769.81,Upgrade
13,Goodwill,-,1847,1847,1847,1847,1847,1847,1847,-,1847,Upgrade
14,Other Intangible Assets,3546,1697,1690,1685,1681,1683,1676,1662,3508,1662,Upgrade
15,Long-Term Deferred Tax Assets,338.5,277.94,249.96,315.19,273.96,262.03,455.93,412.07,390.78,373.33,Upgrade
16,Other Long-Term Assets,9.7,14.99,21.61,10.5,74.56,51.35,31.57,2.89,2.6,1.85,Upgrade
17,Total Assets,17012,16226,16089,15063,14982,15168,15260,15110,14601,14448,Upgrade
18,Accounts Payable,1746,996.61,1656,1129,1478,688.93,1293,930.96,1685,1338,Upgrade
19,Accrued Expenses,2501,2593,2619,2674,2887,3014,3410,2852,2718,2320,Upgrade
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,395.67,606.5,Upgrade
21,Current Portion of Leases,45.37,39.77,33.25,36.07,38.48,34.83,31.52,37.55,33.78,31.15,Upgrade
22,Current Income Taxes Payable,161.28,109.92,82.3,74.99,78.75,66.65,86.04,58.01,98.21,73.71,Upgrade
23,Current Unearned Revenue,232.14,1284,144.45,987.01,253.16,1581,449.47,1768,333.03,1587,Upgrade
24,Other Current Liabilities,1560,936.1,1572,962.45,1332,1082,977.02,905.8,1036,775.49,Upgrade
25,Total Current Liabilities,6246,5960,6107,5863,6067,6468,6248,6552,6299,6733,Upgrade
26,Long-Term Debt,-,-,-,-,-,-,-,20,145,-,Upgrade
27,Long-Term Leases,64.73,39.61,32.76,21.64,31.52,42.41,59.57,52.91,67.12,64.47,Upgrade
28,Long-Term Unearned Revenue,363.84,412.39,462.3,232.69,237.18,229.04,239.02,215.56,218.04,207.05,Upgrade
29,Long-Term Deferred Tax Liabilities,134.22,127.07,81.55,83.1,55.84,38.98,223.37,190.88,166.91,131.95,Upgrade
30,Total Liabilities,6809,6539,6684,6201,6392,6779,6770,7031,6896,7136,Upgrade
31,Common Stock,293.2,293.2,293.2,293.2,293.2,293.2,293.2,293.2,293.2,293.2,Upgrade
32,Additional Paid-In Capital,30.82,30.82,30.82,30.82,30.82,30.82,30.82,30.82,30.82,30.82,Upgrade
33,Retained Earnings,5103,4951,4719,4456,4278,4093,3921,3767,3597,3390,Upgrade
34,Comprehensive Income & Other,740.08,740.08,740.08,740.08,740.08,740.08,863.25,863.25,826.3,826.3,Upgrade
