,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,7748,7972,8224,7748,7832,7776,8532,7888,7105,8224,8420,Upgrade
1,Market Cap Growth,2.89%,2.89%,5.00%,-0.36%,-8.20%,-1.42%,20.08%,-4.08%,-15.61%,-9.26%,5.24%,Upgrade
2,Enterprise Value,8259,9297,9738,10341,9371,9773,10326,9480,9682,11154,12241,Upgrade
3,Last Close Price,2.77,2.85,2.79,2.63,2.52,2.50,2.62,2.42,2.11,2.44,2.45,Upgrade
4,PE Ratio,9.05,9.31,8.97,9.21,10.50,10.22,12.14,11.45,12.00,16.37,18.02,Upgrade
5,Forward PE,8.29,8.58,9.35,9.31,9.88,10.01,11.48,12.01,11.07,16.32,15.69,Upgrade
6,PS Ratio,0.35,0.37,0.35,0.33,0.33,0.32,0.35,0.34,0.35,0.44,0.44,Upgrade
7,PB Ratio,1.17,0.73,0.77,0.76,0.78,0.77,0.83,0.77,0.74,0.97,1.03,Upgrade
8,P/TBV Ratio,2.83,2.83,3.02,3.19,3.48,3.66,4.27,4.14,4.14,6.05,7.29,Upgrade
9,P/FCF Ratio,3.75,3.86,4.14,11.23,-,8.64,-,3.95,3.63,5.98,6.28,Upgrade
10,P/OCF Ratio,2.86,2.86,3.07,5.30,-,4.05,6.47,2.90,2.70,3.98,3.96,Upgrade
11,PEG Ratio,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,Upgrade
12,EV/Sales Ratio,0.38,0.43,0.41,0.44,0.40,0.41,0.43,0.41,0.47,0.60,0.64,Upgrade
13,EV/EBITDA Ratio,2.95,3.42,3.51,3.99,3.79,3.83,4.45,3.78,4.50,8.46,8.87,Upgrade
14,EV/EBIT Ratio,4.33,4.88,5.06,5.66,5.26,5.30,6.21,5.18,6.44,12.53,13.12,Upgrade
15,EV/FCF Ratio,4.00,4.50,4.90,14.98,-,10.86,-,4.74,4.94,8.11,9.13,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.10,Upgrade
17,Debt / FCF Ratio,0.06,0.06,0.04,0.10,-,0.09,-,0.05,0.07,0.51,0.59,Upgrade
18,Return on Capital Employed (ROCE),16.46%,16.46%,17.03%,16.95%,17.13%,17.66%,15.57%,16.88%,14.78%,9.78%,10.81%,Upgrade
19,Earnings Yield,11.06%,10.74%,11.15%,10.86%,9.52%,9.78%,8.24%,8.74%,8.34%,6.11%,5.55%,Upgrade
20,FCF Yield,26.68%,25.93%,24.14%,8.91%,3.74%,11.57%,5.19%,25.35%,27.57%,16.73%,15.92%,Upgrade
21,Dividend Yield,5.74%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,5.74%,-,-,-,-,-,-,-,-,-,-,Upgrade
