,Fiscal Quarter,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,H2 2018,+2 Quarters
,Period Ending,"Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019","Dec '18 Dec 31, 2018",+2 Quarters
0,Operating Revenue,59.72,98.57,48.75,67.94,10.09,40.57,3.72,-0.55,8.93,6.83,Upgrade
1,Other Revenue,0.11,-0.47,0.89,1.24,6.72,0.32,6.65,3.54,6.14,6.69,Upgrade
2,Revenue,59.82,98.09,49.64,69.17,16.81,40.89,10.38,2.99,15.07,13.52,Upgrade
3,Revenue Growth (YoY),20.51%,41.81%,195.35%,69.15%,62.00%,1265.83%,-31.17%,-77.86%,50.25%,49.12%,Upgrade
4,Cost of Revenue,50.2,91.82,45.13,55.05,7.42,34.38,2.33,-0.68,-26.19,7.1,Upgrade
5,Gross Profit,9.63,6.27,4.51,14.12,9.39,6.51,8.05,3.67,41.27,6.42,Upgrade
6,"Selling, General & Admin",27.97,32.63,21.24,21.55,16.29,20.45,17.87,26.68,23.96,25.34,Upgrade
7,Other Operating Expenses,-0.02,3.56,0.27,0.01,0.08,1.09,0.11,1.27,0.3,31.72,Upgrade
8,Operating Expenses,28.27,91.22,21.51,38.97,-24.74,192.85,17.98,72.87,24.26,131.01,Upgrade
9,Operating Income,-18.65,-84.96,-17,-24.85,34.13,-186.35,-9.93,-69.2,17,-124.6,Upgrade
10,Interest Expense,-2.62,-2.62,-2.8,-3.52,-4,-3.86,-3.5,-3.51,-3.52,-3.8,Upgrade
11,Interest & Investment Income,0.03,0.04,0.09,0.08,0.02,0.02,0.02,0.07,2.72,0.02,Upgrade
12,Earnings From Equity Investments,-1.34,-,-,-,-0.32,-15.05,-0,-12.74,-1.02,0.03,Upgrade
13,Currency Exchange Gain (Loss),-4.04,-5.89,-7.42,2.04,5.13,16.39,-5.21,-9.1,-2.76,-17.33,Upgrade
14,Other Non Operating Income (Expenses),-1.49,-22.55,-20.85,-20.05,-18.5,-19.97,-19.65,-22.26,-21.88,-20.92,Upgrade
15,EBT Excluding Unusual Items,-28.1,-115.98,-47.98,-46.29,16.45,-208.82,-38.27,-116.74,-9.45,-166.6,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-,-,-0.36,-,-2.14,Upgrade
17,Gain (Loss) on Sale of Investments,-0.28,-,-,4.7,-3.28,-,-,-10.85,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,-,0.19,-,-5.28,6.62,0.01,0.2,2.27,-0.07,-0.46,Upgrade
19,Asset Writedown,-,-,-,-1.19,-,-2.93,-,-11.08,-,-12.23,Upgrade
20,Legal Settlements,-,-,-,-,-,0.19,10.15,-,-,-,Upgrade
21,Other Unusual Items,-0.66,347.55,25.61,-47.58,0.3,-59.73,-,-,-,-0,Upgrade
22,Pretax Income,-29.05,231.76,-22.36,-95.64,20.1,-271.28,-27.92,-136.77,-9.51,-181.43,Upgrade
23,Income Tax Expense,0.49,2.34,-0.44,0.94,0.05,-0.13,1.03,-1.67,0.28,-18.53,Upgrade
24,Earnings From Continuing Operations,-29.54,229.43,-21.92,-96.58,20.04,-271.15,-28.95,-135.1,-9.79,-162.9,Upgrade
25,Net Income to Company,-29.54,229.43,-21.92,-96.58,20.04,-271.15,-28.95,-135.1,-9.79,-162.9,Upgrade
26,Minority Interest in Earnings,2.52,-111.62,12.56,21.44,12.23,24.36,6.8,41.96,14.52,51.28,Upgrade
27,Net Income,-27.01,117.8,-9.36,-75.14,32.28,-246.79,-22.14,-93.13,4.73,-111.62,Upgrade
28,Net Income to Common,-27.01,117.8,-9.36,-75.14,32.28,-246.79,-22.14,-93.13,4.73,-111.62,Upgrade
29,Shares Outstanding (Basic),1187,1188,1092,901,875,729,725,701,701,701,Upgrade
30,Shares Outstanding (Diluted),1187,1188,1092,901,875,729,725,701,701,701,Upgrade
31,Shares Change (YoY),8.69%,31.82%,24.81%,23.62%,20.79%,4.00%,3.36%,-,-,-,Upgrade
32,EPS (Basic),-0.02,0.10,-0.01,-0.08,0.04,-0.34,-0.03,-0.13,0.01,-0.16,Upgrade
33,EPS (Diluted),-0.02,0.10,-0.01,-0.08,0.04,-0.34,-0.03,-0.13,0.01,-0.16,Upgrade
34,Free Cash Flow,-25.76,15.12,-91.45,-25.97,2.4,-75.59,-31.68,-66.64,29.42,-19.21,Upgrade
35,Free Cash Flow Per Share,-0.02,0.01,-0.08,-0.03,0.00,-0.10,-0.04,-0.10,0.04,-0.03,Upgrade
36,Operating Margin,-31.17%,-86.61%,-34.24%,-35.92%,203.06%,-455.69%,-95.68%,-2311.19%,112.80%,-921.50%,Upgrade
37,Profit Margin,-45.15%,120.09%,-18.85%,-108.62%,192.02%,-603.51%,-213.42%,-3110.69%,31.38%,-825.56%,Upgrade
38,Free Cash Flow Margin,-43.06%,15.41%,-184.22%,-37.55%,14.26%,-184.86%,-305.31%,-2225.89%,195.18%,-142.09%,Upgrade
39,EBITDA,-16.69,-82.49,-16.09,-2.39,35.16,-161.78,-8.75,-23.82,18.96,-48.92,Upgrade
40,D&A For EBITDA,1.95,2.47,0.91,22.46,1.03,24.56,1.18,45.38,1.96,75.67,Upgrade
41,EBIT,-18.65,-84.96,-17,-24.85,34.13,-186.35,-9.93,-69.2,17,-124.6,Upgrade
