,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q3 2019,+5 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+5 Quarters
0,Market Capitalization,237600,204600,267300,303600,280500,267300,290400,277200,168300,174900,204600,214500,386100,537900,379500,293700,204600,72600,69300,62700,62700,Upgrade
1,Market Cap Growth,-23.46%,-23.46%,-7.95%,9.52%,66.67%,52.83%,41.94%,29.23%,-56.41%,-67.48%,-46.09%,-26.97%,88.71%,640.91%,447.62%,368.42%,226.32%,-15.38%,-55.32%,-68.33%,-72.46%,Upgrade
2,Last Close Price,7200.00,6200.00,8100.00,7762.50,7171.88,6834.38,7425.00,7087.50,4303.13,4471.88,5231.25,5484.38,9871.88,13753.13,9703.13,7509.38,5231.25,1856.25,1771.88,1603.13,1603.13,Upgrade
3,PE Ratio,42.31,28.23,-,18.04,15.69,14.48,17.84,21.17,-41.03,28.96,22.75,-,17.51,65.10,144.13,140.50,157.99,27.03,22.46,20.00,21.60,Upgrade
4,PS Ratio,16.70,11.02,10.99,8.45,9.10,10.61,11.11,14.93,18.07,7.07,8.43,8.53,10.61,24.05,24.25,19.17,15.74,6.47,6.10,4.98,3.53,Upgrade
5,PB Ratio,0.65,0.56,0.73,0.84,0.67,0.64,0.70,0.67,0.41,0.43,0.51,0.54,0.97,1.35,0.97,0.75,-,-,-,-,0.16,Upgrade
6,P/FCF Ratio,-,-,-,-31.34,-19.96,-,-29.07,12.81,-,-,15.55,-,-,-12.69,-4.51,-,-,-,1.00,1.81,-,Upgrade
7,P/OCF Ratio,-,-,-,-31.34,-19.96,-,-58.44,10.36,-,-,15.02,-,-,-12.79,-4.51,-,-,-,1.00,1.81,-,Upgrade
8,Asset Turnover,0.03,-,-,-,0.08,0.10,0.03,0.03,0.10,0.02,-,-,0.09,0.03,-,-,-,-,-,-,Upgrade,
9,Quick Ratio,4.71,5.48,4.71,0.57,-,9.53,18.11,18.73,157.75,108.61,85.13,183.73,-,60.29,95.73,88.32,-,-,-,-,205.89,Upgrade
10,Current Ratio,5.09,5.86,5.09,0.58,-,10.04,18.46,19.63,159.37,109.39,85.61,184.09,-,60.42,95.81,88.44,-,-,-,-,206.33,Upgrade
11,Return on Equity (ROE),1.14%,-1.33%,3.48%,3.82%,4.66%,4.39%,4.35%,4.53%,2.68%,1.35%,-,14.82%,5.73%,0.57%,-,-,-,-,-,-,Upgrade,
12,Return on Assets (ROA),1.13%,-1.21%,-,-,4.62%,4.36%,4.32%,4.50%,2.66%,1.34%,-,-,5.68%,0.57%,-,-,-,-,-,-,Upgrade,
13,Earnings Yield,2.36%,3.54%,4.15%,5.54%,6.37%,6.91%,5.61%,4.72%,-2.44%,3.45%,4.40%,3.82%,5.71%,1.54%,0.69%,0.71%,0.63%,3.70%,4.45%,5.00%,4.63%,Upgrade
14,FCF Yield,-1.34%,-1.34%,-6.75%,-3.19%,-5.01%,-9.75%,-3.44%,7.80%,11.90%,-16.66%,6.43%,-,-13.83%,-7.88%,-22.16%,-20.35%,9.27%,86.96%,99.71%,55.10%,-,Upgrade
15,Dividend Yield,27.78%,-,-,-,-,29.26%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Buyback Yield / Dilution,-0.08%,-0.17%,12.43%,-35.79%,0.42%,-0.46%,0.26%,0.20%,-13.00%,3.82%,-0.35%,0.95%,-0.84%,-42.77%,2.87%,1.56%,0.66%,26.70%,-,-,-,Upgrade
17,Total Shareholder Return,27.70%,-0.17%,12.43%,-35.79%,0.42%,28.81%,0.26%,0.20%,-13.00%,3.82%,-0.35%,0.95%,-0.84%,-42.77%,2.87%,1.56%,0.66%,26.70%,-,-,-,Upgrade
