,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q3 2019,+5 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+5 Quarters
0,Interest and Dividend Income,3029,931.77,3089,3697,5164,6181,0.05,0.04,6298,0.09,0.03,0.07,0.04,0.01,1077,538.61,0.09,541.9,704.65,0.04,Upgrade
1,Net Interest Income,3029,931.77,3089,3697,5164,6181,0.05,0.04,6298,0.09,0.03,0.07,0.04,0.01,1077,538.61,0.09,541.9,704.65,0.04,Upgrade
2,Brokerage Commission,35.14,84,31.73,49.32,49.74,124.17,93.6,53.17,126.24,427.02,1139,2295,3286,890.67,1006,1069,806.81,536.85,417.56,363.46,Upgrade
3,Gain on Sale of Investments (Rev),0.64,-124.01,2591,2475,994.03,2001,641.14,546.9,-0.74,-0.11,-9352,13546,3235,38.72,101.08,60.15,4.88,2.74,1.38,8.41,Upgrade
4,Other Revenue,-,-2552,2668,2552,2616,1658,2521,2560,3337,1959,2220,2726,2796,2329,3059,2882,1787,1846,1797,2394,Upgrade
5,Revenue,3065,-1660,8380,8774,8824,9964,3256,3160,9760,2386,-5993,18567,9317,3258,5243,4550,2599,2927,2921,2766,Upgrade
6,Revenue Growth (YoY),-65.27%,-,157.39%,177.65%,-9.60%,317.59%,-,-82.98%,4.76%,-26.76%,-,308.09%,258.45%,11.30%,79.51%,64.48%,-5.12%,-29.65%,-64.00%,-58.46%,Upgrade
7,Cost of Services Provided,4340,3938,4495,3901,4188,4565,4267,3704,4058,2488,4025,4198,4746,3472,4718,4248,2953,3223,3151,2823,Upgrade
8,Other Operating Expenses,-2889,-4921,-820.91,-419.86,-1653,-,-6506,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
