,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,61,281,972,4627,57,24,28,45,42,43,17,Upgrade
1,Market Cap Growth,-93.92%,-93.92%,1608.82%,19570.10%,105.40%,-47.57%,-33.63%,5.19%,146.65%,-8.27%,-83.15%,Upgrade
2,Enterprise Value,272,501,1209,5830,1258,1213,1195,1170,1066,1111,992,Upgrade
3,Last Close Price,0.02,0.07,0.27,1.38,0.63,0.38,0.53,1.03,1.15,1.41,0.87,Upgrade
4,PS Ratio,0.48,2.37,6.29,29.59,0.56,0.50,0.15,0.23,0.17,0.08,0.03,Upgrade
5,PB Ratio,-1.78,-1.78,-6.04,-16.83,-0.04,-0.02,-0.02,-0.04,-0.04,-0.05,-0.02,Upgrade
6,P/FCF Ratio,-,-,-,204.77,-,-,-,4.12,-2.01,-,-,Upgrade
7,P/OCF Ratio,-,-,-,198.47,-,-,-,4.12,-2.22,-,-,Upgrade
8,EV/Sales Ratio,2.29,4.22,7.82,37.28,12.29,25.68,6.26,5.90,4.34,2.01,1.71,Upgrade
9,EV/EBITDA Ratio,-,-18.05,-,-,-,-,-,-10.90,-,-,-,Upgrade
10,EV/FCF Ratio,-1.52,-,-,258.00,-,-,-,107.55,-51.35,-,-,Upgrade
11,Debt / Equity Ratio,-1.37,-1.37,-1.41,-0.89,-0.92,-0.94,-0.93,-0.98,-0.99,-1.15,-1.26,Upgrade
12,Debt / FCF Ratio,-,-,-,10.77,-,-,-,107.42,-54.41,-,-,Upgrade
13,Earnings Yield,-1443.75%,-312.16%,-91.92%,-2.31%,-279.10%,-550.47%,-445.38%,-495.74%,-623.12%,-808.94%,-1900.83%,Upgrade
14,FCF Yield,-295.15%,-63.82%,-13.77%,0.49%,-26.05%,-24.75%,-1.46%,24.24%,-49.72%,-112.73%,-121.16%,Upgrade
15,Buyback Yield / Dilution,-112.21%,-9.31%,-4632.71%,-5871.46%,-48.14%,-41.77%,-51.88%,-59.82%,-79.35%,-31.03%,0.14%,Upgrade
16,Total Shareholder Return,-112.21%,-9.31%,-4632.71%,-5871.46%,-48.14%,-41.77%,-51.88%,-59.82%,-79.35%,-31.03%,0.14%,Upgrade
