,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,617,642,731,2069,4139,4560,7980,13469,13511,14052,18987,Upgrade
1,Market Cap Growth,-68.98%,-68.98%,-82.35%,-54.62%,-48.14%,-66.14%,-40.94%,-4.15%,-28.84%,-9.43%,62.98%,Upgrade
2,Enterprise Value,46432,51752,47370,62450,68720,81082,74432,78373,62746,68887,56707,Upgrade
3,Last Close Price,0.15,0.15,0.17,0.49,0.98,1.02,1.78,2.86,2.72,2.78,3.61,Upgrade
4,PE Ratio,-,-,-,-,-,1.98,2.12,2.75,2.99,3.45,4.84,Upgrade
5,Forward PE,-,-,1.91,2.17,1.56,1.23,1.45,2.65,2.88,3.48,4.43,Upgrade
6,PS Ratio,0.02,0.02,0.03,0.09,0.14,0.12,0.17,0.30,0.35,0.49,0.79,Upgrade
7,PB Ratio,0.10,0.04,0.03,0.06,0.10,0.10,0.15,0.28,0.29,0.43,0.56,Upgrade
8,P/TBV Ratio,0.11,0.11,0.07,0.11,0.19,0.18,0.30,0.51,0.54,0.69,0.97,Upgrade
9,P/FCF Ratio,-,-,-,0.13,0.22,0.31,-1.72,-,-52.96,-,-,Upgrade
10,P/OCF Ratio,-,-,-,0.13,0.22,0.31,-1.76,-,-81.15,-,-,Upgrade
11,PEG Ratio,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,Upgrade
12,EV/Sales Ratio,1.19,1.33,2.05,2.78,2.28,2.11,1.61,1.72,1.62,2.41,2.37,Upgrade
13,EV/EBITDA Ratio,11.66,13.83,109.00,121.48,24.70,18.75,11.81,10.92,10.43,13.84,13.31,Upgrade
14,EV/EBIT Ratio,11.97,14.14,-,143.86,25.44,19.02,11.94,11.05,10.54,13.97,13.48,Upgrade
15,EV/FCF Ratio,-13.10,-,-,4.01,3.73,5.60,-16.04,-,-245.96,-,-,Upgrade
16,Debt / Equity Ratio,2.42,2.42,2.00,1.19,1.33,1.32,1.31,1.37,1.42,1.82,1.85,Upgrade
17,Debt / FCF Ratio,-,-,-,2.63,2.98,4.26,-14.76,-,-259.43,-,-,Upgrade
18,Return on Capital Employed (ROCE),11.25%,11.94%,-,0.66%,3.40%,4.50%,6.18%,7.17%,6.54%,7.59%,5.84%,Upgrade
19,Earnings Yield,-1838.30%,-1765.74%,-1205.01%,-124.00%,0.67%,50.53%,47.22%,36.31%,33.43%,28.98%,20.89%,Upgrade
20,FCF Yield,-574.90%,-552.21%,757.22%,753.42%,445.19%,317.64%,-58.14%,-40.85%,-1.89%,-76.80%,-42.34%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,10.12%,10.24%,10.65%,8.96%,6.65%,Upgrade
22,Buyback Yield / Dilution,-0.00%,-,-0.01%,-0.02%,0.17%,1.11%,1.07%,-0.10%,-1.44%,-1.54%,-7.09%,Upgrade
23,Total Shareholder Return,-0.00%,-,-0.01%,-0.02%,0.17%,1.11%,11.19%,10.14%,9.21%,7.43%,-0.44%,Upgrade
