,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3288,4885,8730,9119,14546,15678,15306,18415,20738,19151,Upgrade
1,Trading Asset Securities,201.52,344.14,429.39,431.97,1145,1294,933.96,816.69,752.47,665.07,Upgrade
2,Cash & Short-Term Investments,3489,5229,9160,9551,15691,16972,16240,19232,21491,19816,Upgrade
3,Cash Growth,-61.91%,-45.25%,-41.62%,-43.72%,-3.38%,-11.75%,-24.43%,-2.95%,7.52%,22.64%,Upgrade
4,Accounts Receivable,321.83,198.33,372.51,466.35,307.94,537.96,362.26,241.49,591.65,782.14,Upgrade
5,Other Receivables,3216,9884,3102,10943,4587,9850,2669,8587,3727,9103,Upgrade
6,Receivables,3538,10082,3474,11409,4895,10928,3032,8864,4318,9886,Upgrade
7,Inventory,78447,90001,96254,97516,93825,98147,77014,72447,64195,57158,Upgrade
8,Restricted Cash,1360,1564,3714,3866,3589,4274,4255,4305,4036,4298,Upgrade
9,Other Current Assets,14792,11786,18228,10841,13910,8019,11754,6679,13114,5587,Upgrade
10,Total Current Assets,101627,118662,130830,133183,131910,138339,112295,111527,107154,96744,Upgrade
11,"Property, Plant & Equipment",858.96,878.88,870.87,904.87,1190,1189,1149,1173,1153,1171,Upgrade
12,Long-Term Investments,3538,3983,8204,8499,12581,10020,16822,14641,13415,9900,Upgrade
13,Other Intangible Assets,2.4,2.49,2.57,2.65,2.74,2.82,2.9,2.99,3.07,3.15,Upgrade
14,Long-Term Deferred Tax Assets,884.05,1151,1273,1174,1039,1069,1070,981.24,704.88,714.81,Upgrade
15,Other Long-Term Assets,36597,43212,49173,50200,47009,44393,46870,42290,39152,40850,Upgrade
16,Total Assets,143508,167890,190353,193964,193733,195013,178209,170614,161582,149382,Upgrade
17,Accounts Payable,14194,11651,13820,10822,13573,14782,13909,11806,17767,14960,Upgrade
18,Accrued Expenses,2632,894.57,-,401.27,-,680.12,-,661.84,-,553.8,Upgrade
19,Short-Term Debt,-,4941,-,4447,2390,5238,3219,8815,9205,13804,Upgrade
20,Current Portion of Long-Term Debt,26039,23432,12496,14703,13622,15308,12462,13840,20684,12295,Upgrade
21,Current Portion of Leases,-,8.35,-,9.02,-,62.15,-,72.79,-,60.37,Upgrade
22,Current Income Taxes Payable,4445,4216,3599,3913,4019,4482,4283,3555,3424,2953,Upgrade
23,Current Unearned Revenue,59064,80839,85851,82443,67849,64442,48340,45696,34402,34902,Upgrade
24,Other Current Liabilities,8606,5552,13424,6913,11349,7865,13702,9608,16880,5521,Upgrade
25,Total Current Liabilities,114979,131533,129190,123651,112802,112860,95917,94054,102363,85049,Upgrade
26,Long-Term Debt,10480,12476,25439,29454,36420,34890,38092,32723,24788,29782,Upgrade
27,Long-Term Leases,2.92,6.38,14.6,17.73,229.24,281.03,258.2,279.7,177.18,186.42,Upgrade
28,Long-Term Deferred Tax Liabilities,2847,3304,3836,4137,4245,4206,4312,4345,4122,4026,Upgrade
29,Other Long-Term Liabilities,94.05,88.65,83.85,78.61,73.99,69.26,65,60.62,60.53,52.68,Upgrade
30,Total Liabilities,128403,147407,158563,157339,153771,152306,138643,131462,131511,119096,Upgrade
31,Common Stock,365.14,365.14,365.14,365.14,365.06,365.06,365.06,365.06,361.5,361.5,Upgrade
32,Additional Paid-In Capital,-,-,-,-,-,-,287.3,287.3,573.25,1097,Upgrade
33,Retained Earnings,11719,15402,22268,23393,24642,23574,23015,21278,19589,17475,Upgrade
34,Comprehensive Income & Other,-6586,-6043,-5216,-4047,-3207,-2153,-1563,-932.25,-1965,-1354,Upgrade
35,Total Common Equity,5499,9724,17417,19711,21800,21786,22104,20998,18559,17579,Upgrade
36,Minority Interest,9606,10759,14373,16915,18162,20921,17462,18154,11513,12707,Upgrade
37,Shareholders' Equity,15104,20482,31790,36625,39962,42707,39566,39153,30072,30286,Upgrade
38,Total Liabilities & Equity,143508,167890,190353,193964,193733,195013,178209,170614,161582,149382,Upgrade
39,Total Debt,36523,40863,37949,48630,52661,55779,54031,55730,54854,56128,Upgrade
40,Net Cash (Debt),-33034,-35635,-28790,-39080,-36970,-38808,-37791,-36498,-33364,-36312,Upgrade
41,Net Cash Per Share,-7.82,-8.44,-6.82,-9.25,-8.76,-9.17,-8.85,-8.54,-7.82,-8.62,Upgrade
42,Filing Date Shares Outstanding,4223,4223,4223,4223,4222,4222,4222,4222,4182,4182,Upgrade
43,Total Common Shares Outstanding,4223,4223,4223,4223,4222,4222,4222,4222,4182,4182,Upgrade
44,Working Capital,-13352,-12870,1640,9533,19108,25480,16378,17473,4791,11695,Upgrade
45,Book Value Per Share,1.30,2.30,4.12,4.67,5.16,5.16,5.24,4.97,4.44,4.20,Upgrade
46,Tangible Book Value,5496,9721,17414,19708,21797,21784,22101,20995,18556,17576,Upgrade
47,Tangible Book Value Per Share,1.30,2.30,4.12,4.67,5.16,5.16,5.23,4.97,4.44,4.20,Upgrade
48,Land,-,347.7,-,352.83,-,352.18,-,360.91,-,359.36,Upgrade
49,Machinery,-,371.39,-,380.85,-,366.57,-,312.51,-,279.72,Upgrade
50,Construction In Progress,-,153.63,-,129.13,-,349.18,-,345.52,-,343.24,Upgrade
51,Leasehold Improvements,-,99.56,-,103.06,-,95.62,-,82.26,-,55.11,Upgrade
