,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1516,1719,5169,10338,22197,29447,42615,44580,48606,51378,Upgrade
1,Short-Term Investments,-,9063,-,11143,-,8922,-,5154,-,3992,Upgrade
2,Cash & Short-Term Investments,1516,10783,5169,21481,22197,38369,42615,49735,48606,55370,Upgrade
3,Cash Growth,-70.68%,-49.80%,-76.72%,-44.02%,-47.91%,-22.85%,-12.33%,-10.18%,-12.40%,-1.97%,Upgrade
4,Accounts Receivable,547.16,331.65,632.35,491.38,729.56,1369,2569,1915,2435,2167,Upgrade
5,Other Receivables,1195,21.53,1345,22.53,1192,22.53,1066,30,791.46,30.06,Upgrade
6,Receivables,1742,353.18,1977,513.91,1922,1391,3636,1945,3227,2197,Upgrade
7,Inventory,63049,68530,74572,78305,80524,76181,80634,80614,62063,62690,Upgrade
8,Prepaid Expenses,-,3354,-,3846,-,3908,-,2893,-,2177,Upgrade
9,Restricted Cash,-,-,-,-,-,-,4685,-,5834,5356,Upgrade
10,Other Current Assets,14370,4208,16731,4609,17036,3861,14275,2616,7595,1956,Upgrade
11,Total Current Assets,80677,87228,98449,108754,121679,123711,145845,137802,127325,129745,Upgrade
12,"Property, Plant & Equipment",8808,9804,9720,10355,9377,10079,8468,8789,6779,7857,Upgrade
13,Long-Term Investments,38867,40523,44059,45490,57294,62263,55242,52211,51311,47667,Upgrade
14,Other Intangible Assets,3330,3598,3721,3763,3870,4054,2651,2652,1117,1152,Upgrade
15,Long-Term Deferred Tax Assets,2101,2033,3682,3538,3572,3094,2796,2433,2078,1872,Upgrade
16,Other Long-Term Assets,23773,24279,27014,27985,30004,29049,28119,28312,29288,26029,Upgrade
17,Total Assets,157554,167465,186646,199884,225796,232249,243122,232198,217897,214323,Upgrade
18,Accounts Payable,19830,19403,16542,15541,13581,13348,12751,13166,9142,9072,Upgrade
19,Accrued Expenses,-,7404,-,7632,-,7835,-,7254,-,6138,Upgrade
20,Short-Term Debt,13419,8733,4405,7204,5841,4085,5619,5313,6100,4587,Upgrade
