,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,143,150,115,120,200,159,119,142,130,170,443
1,Market Cap Growth,24.72%,24.72%,-42.57%,-24.58%,68.18%,12.38%,-8.33%,-16.67%,-70.73%,-50.97%,-19.01%
2,Enterprise Value,-336,-251,-110,-90,271,289,227,163,240,267,549
3,Last Close Price,1.06,1.11,0.85,0.84,1.39,1.11,0.83,0.99,0.90,1.18,3.08
4,PE Ratio,2.63,2.76,2.44,2.16,3.30,4.84,4.70,33.06,24.31,20.21,11.54
5,Forward PE,-,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88
6,PS Ratio,0.19,0.20,0.17,0.25,0.37,0.15,0.13,0.22,0.18,0.25,0.54
7,PB Ratio,0.15,0.16,0.12,0.13,0.21,0.17,0.12,0.15,0.14,0.20,0.52
8,P/TBV Ratio,0.16,0.16,0.12,0.13,0.21,0.17,0.12,0.15,0.14,0.20,0.52
9,P/FCF Ratio,0.49,0.52,0.49,4.96,2.87,1.40,-2.96,-,0.85,-,38.17
10,P/OCF Ratio,0.45,0.45,0.41,4.77,-,1.14,-7.42,-,0.84,-,34.51
11,PEG Ratio,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
12,EV/Sales Ratio,-,-,-,-,0.51,0.27,0.24,0.25,0.33,0.39,0.68
13,EV/EBITDA Ratio,-,-,-,-,-,4.29,5.84,24.87,-,12.21,8.73
14,EV/EBIT Ratio,-,-,-,-,-,4.67,7.11,-119.52,-,16.20,9.62
15,EV/FCF Ratio,-1.16,-,-,-,3.89,2.53,-5.67,-,1.57,-,47.31
16,Debt / Equity Ratio,0.10,0.10,0.10,0.10,0.07,0.09,0.15,0.14,0.16,0.14,0.17
17,Debt / FCF Ratio,0.33,0.33,0.42,3.79,0.89,0.70,-3.52,-,0.95,-,12.17
18,Return on Capital Employed (ROCE),10.13%,10.13%,8.15%,-2.30%,-,6.69%,3.34%,-0.15%,-,1.98%,6.75%
19,Earnings Yield,38.01%,36.29%,41.00%,46.27%,30.33%,20.67%,21.30%,3.02%,4.11%,4.95%,8.66%
20,FCF Yield,202.27%,193.16%,203.84%,20.17%,34.90%,71.61%,-33.79%,63.91%,118.05%,-3.62%,2.62%
