,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,212.3,186.37,229.03,270.28,310.38,302.07,315.73,257.52,240.35,267.39,Upgrade
1,Cash & Short-Term Investments,212.3,186.37,229.03,270.28,310.38,302.07,315.73,257.52,240.35,267.39,Upgrade
2,Cash Growth,-7.30%,-31.05%,-26.21%,-10.53%,-1.69%,17.30%,31.36%,-3.69%,-7.86%,-7.30%,Upgrade
3,Accounts Receivable,67.8,92.62,138,139.15,195.4,172.61,189.05,130.97,136.58,89.92,Upgrade
4,Other Receivables,14.18,11.07,4.75,4.95,6.62,3.94,12.08,6.08,6.38,7.12,Upgrade
5,Receivables,98.8,103.69,142.75,144.1,202.01,176.56,201.13,137.05,142.96,97.04,Upgrade
6,Inventory,4.29,4.94,5.54,7.04,7.24,6.72,6.48,6.06,4.67,4.28,Upgrade
7,Prepaid Expenses,7.93,7.99,9.19,16.14,11.32,25.95,33.1,19.1,17.42,10.11,Upgrade
8,Restricted Cash,-,-,-,-,-,-,-,-,11.77,-,Upgrade
9,Other Current Assets,16.22,28.53,15.83,19.98,31.01,54.34,22.86,27.92,20.72,8.78,Upgrade
10,Total Current Assets,339.54,331.51,402.32,457.53,561.96,565.63,579.3,447.66,437.89,387.6,Upgrade
11,"Property, Plant & Equipment",638.12,676.98,702.15,754.32,801.55,866.6,903.22,919.27,857.34,908.41,Upgrade
12,Long-Term Investments,263.3,254.08,250.7,258.96,273.2,308.63,357.54,345.68,317.18,289.56,Upgrade
13,Goodwill,33,33,33,33,33,33,33,33,33,33,Upgrade
14,Long-Term Deferred Tax Assets,5.23,5.85,9.78,10.23,9.74,10.15,-,-,-,-,Upgrade
15,Total Assets,1279,1301,1398,1514,1679,1784,1873,1746,1645,1619,Upgrade
16,Accounts Payable,39.41,59.39,52.16,69.74,82.86,78.61,71.64,66.32,62.42,32.73,Upgrade
17,Accrued Expenses,4.83,6.63,4.68,13.04,7.4,14.61,7.68,17.18,11.82,18.01,Upgrade
18,Short-Term Debt,-,-,-,-,3.75,9,44.6,57.7,76.78,75.33,Upgrade
19,Current Portion of Long-Term Debt,53.7,44,96.54,97.96,178.57,189.97,171.88,146.21,140.98,99.46,Upgrade
20,Current Portion of Leases,0.16,0.33,0.32,0.33,0.53,0.75,0.49,0.12,0.28,0.45,Upgrade
21,Current Income Taxes Payable,2.34,2.73,2.02,5.58,4.48,6.09,7.51,6.25,5.73,4.11,Upgrade
