,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,137,200,182,273,419,607,926,789,880,631,759,Upgrade
1,Market Cap Growth,-27.47%,-26.67%,-56.52%,-55.00%,-54.75%,-23.08%,5.17%,25.00%,16.00%,-30.67%,-39.02%,Upgrade
2,Enterprise Value,77,163,155,215,415,636,969,875,1021,747,904,Upgrade
3,Last Close Price,0.04,0.07,0.06,0.09,0.13,0.19,0.28,0.23,0.26,0.18,0.21,Upgrade
4,PE Ratio,-,-,-,-,-,22.97,22.91,12.15,11.80,8.14,18.68,Upgrade
5,Forward PE,-,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,19.00,Upgrade
6,PS Ratio,0.37,1.21,-,1.36,-,0.89,1.27,1.08,1.12,0.90,1.27,Upgrade
7,PB Ratio,0.15,0.20,0.18,0.28,0.39,0.54,0.78,0.65,0.76,0.59,0.74,Upgrade
8,P/TBV Ratio,0.23,0.23,0.21,0.32,0.45,0.63,0.91,0.76,0.88,0.70,0.86,Upgrade
9,P/FCF Ratio,3.18,9.94,-,-,-,-,11.97,4.83,6.13,6.04,12.89,Upgrade
10,P/OCF Ratio,3.55,6.28,-,-,-,-,7.41,3.86,4.42,3.62,4.84,Upgrade
11,EV/Sales Ratio,0.21,0.98,-,1.07,-,0.93,1.33,1.19,1.29,1.07,1.52,Upgrade
12,EV/EBITDA Ratio,1.26,7.41,-,12.12,-,6.11,6.41,4.52,4.87,3.43,4.76,Upgrade
13,EV/EBIT Ratio,17.77,-,-,-,-,25.37,13.67,7.47,7.32,4.92,7.32,Upgrade
14,EV/FCF Ratio,1.80,8.11,-,-,-,-,12.52,5.35,7.11,7.15,15.37,Upgrade
15,Debt / Equity Ratio,0.05,0.05,0.04,0.10,0.09,0.16,0.17,0.18,0.18,0.23,0.26,Upgrade
16,Debt / FCF Ratio,1.25,2.67,-,-,-,-,2.59,1.33,1.49,2.40,4.52,Upgrade
17,Return on Capital Employed (ROCE),0.90%,-,-,-,-,2.15%,5.76%,9.36%,11.47%,13.29%,10.66%,Upgrade
18,Earnings Yield,-14.79%,-10.11%,-,-12.14%,-,4.35%,4.37%,8.23%,8.47%,12.28%,5.35%,Upgrade
19,FCF Yield,31.43%,10.06%,-,-8.36%,-,1.95%,8.36%,20.70%,16.30%,16.55%,7.76%,Upgrade
20,Buyback Yield / Dilution,-,-,0.02%,-,-0.02%,-0.13%,-,-,-,-,Upgrade,
21,Total Shareholder Return,3.56%,-,-,0.02%,-,-0.02%,-0.13%,-,-,-,-,Upgrade
