,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,19,15,18,24,23,29,33,18,57,37,140,146,91,134,230,232,230,232,244,164,281,Upgrade
1,Market Cap Growth,-48.89%,-48.89%,-44.28%,38.89%,-59.43%,-20.00%,-76.63%,-88.00%,-37.78%,-72.82%,-39.23%,-37.19%,-60.25%,-42.22%,-5.88%,42.11%,-18.37%,12.50%,28.79%,-73.61%,-16.95%,Upgrade
2,Enterprise Value,39,37,41,54,53,56,59,37,76,54,157,171,117,155,250,236,233,212,223,141,259,Upgrade
3,Last Close Price,0.12,0.09,0.11,0.15,0.14,0.18,0.20,0.11,0.35,0.23,0.86,0.90,0.64,0.94,1.60,1.62,1.60,1.62,1.70,1.14,1.96,Upgrade
4,PE Ratio,-,-0.46,-0.55,-,-,-2.74,-,-,-,-,-,-,-,5.55,8.94,10.30,14.91,16.05,-,7.68,18.95,Upgrade
5,PS Ratio,0.16,0.12,0.15,0.21,0.16,0.19,0.19,0.10,0.31,0.21,0.79,0.84,0.44,0.58,1.00,1.05,1.23,1.36,1.40,0.86,1.41,Upgrade
6,PB Ratio,0.28,0.22,0.27,0.37,0.23,0.29,0.32,0.17,-,0.33,1.23,1.29,-,1.05,1.84,1.86,-,2.24,2.39,1.60,-,Upgrade
7,P/TBV Ratio,0.22,0.22,0.27,0.37,0.23,0.29,0.32,0.17,-,0.33,1.23,1.29,-,1.05,1.84,1.86,-,2.24,2.39,1.60,-,Upgrade
8,P/FCF Ratio,1.38,22.08,53.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.38,22.08,53.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
