,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2739,2551,2468,2114,1868,2022,2197,2456,2138,3489,2780,Upgrade
1,Market Cap Growth,20.66%,20.66%,32.13%,4.59%,-14.96%,-17.68%,2.74%,-29.61%,-23.08%,13.14%,13.56%,Upgrade
2,Enterprise Value,-2543,-3290,-2270,-2624,-2282,-1649,-336,87,2683,3112,1715,Upgrade
3,Last Close Price,5.26,4.90,4.74,4.06,3.86,4.02,3.92,4.38,3.80,6.20,4.94,Upgrade
4,PE Ratio,4.59,4.25,2.52,1.68,2.34,2.48,2.27,2.46,2.27,3.86,2.90,Upgrade
5,PS Ratio,0.10,0.10,0.08,0.08,0.07,0.06,0.07,0.08,0.07,0.13,0.10,Upgrade
6,PB Ratio,0.20,0.18,0.17,0.15,0.14,0.15,0.16,0.19,0.17,0.32,0.26,Upgrade
7,P/TBV Ratio,0.19,0.19,0.18,0.16,0.15,0.16,0.17,0.20,0.18,0.34,0.27,Upgrade
8,P/FCF Ratio,5.13,-,2.98,2.69,1.90,1.45,2.03,-,1.25,-,-,Upgrade
9,P/OCF Ratio,2.12,-,1.57,2.24,1.27,0.89,1.33,0.80,0.96,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,0.00,0.09,0.12,0.06,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,0.05,1.57,1.88,1.09,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,0.06,1.84,2.13,1.23,Upgrade
13,EV/FCF Ratio,-4.77,-,-,-,-,-,-,-,1.57,-,-,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.31,0.30,0.30,0.37,0.45,0.53,0.57,0.64,0.59,Upgrade
15,Debt / FCF Ratio,7.89,-,5.37,5.34,4.07,3.62,5.84,-,4.11,-,-,Upgrade
16,Return on Capital Employed (ROCE),8.23%,5.93%,7.18%,9.32%,6.75%,6.98%,8.99%,8.51%,9.63%,10.75%,10.64%,Upgrade
17,Earnings Yield,21.91%,23.52%,39.69%,59.68%,42.65%,40.26%,44.06%,40.72%,44.11%,25.90%,34.48%,Upgrade
18,FCF Yield,19.49%,20.92%,33.61%,37.22%,52.64%,69.00%,49.22%,103.81%,80.15%,-46.17%,-28.60%,Upgrade
19,Buyback Yield / Dilution,0.87%,1.02%,0.73%,5.16%,5.47%,1.39%,0.37%,0.02%,-,-,-0.03%,Upgrade
20,Total Shareholder Return,0.87%,1.02%,0.73%,5.16%,5.47%,1.39%,0.37%,0.02%,-,-,-0.03%,Upgrade
