,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,8900,9432,8224,7749,7636,7814,7567,7262,5628,5505,Upgrade
1,Short-Term Investments,416.76,329.3,427.99,377.94,404.61,318.45,233.14,282.16,109.34,303.39,Upgrade
2,Trading Asset Securities,-,6,57,54,308.6,481.6,504.6,753.6,500,558,Upgrade
3,Cash & Short-Term Investments,9317,9768,8709,8181,8349,8614,8305,8297,6238,6366,Upgrade
4,Cash Growth,6.97%,19.40%,4.31%,-5.03%,0.54%,3.82%,33.14%,30.33%,13.33%,47.99%,Upgrade
5,Accounts Receivable,11705,11544,11007,11685,12252,12204,10610,9511,9357,8728,Upgrade
6,Other Receivables,643.64,636.36,298.43,250.31,332.4,271.84,411.64,450.43,468.28,400.95,Upgrade
7,Receivables,12777,12384,11683,12314,12862,12829,11533,10365,10325,9579,Upgrade
8,Inventory,14768,16329,16392,18613,18718,17451,15988,14164,12559,8535,Upgrade
9,Other Current Assets,2400,2533,3861,3167,2648,3496,3941,3309,2466,4412,Upgrade
10,Total Current Assets,39262,41013,40645,42275,42577,42390,39767,36136,31588,28893,Upgrade
11,"Property, Plant & Equipment",3727,3776,3891,3905,3975,3685,3573,3485,3408,3304,Upgrade
12,Long-Term Investments,1091,1223,1089,748.48,689.55,752.35,774.61,906.09,910.18,738.87,Upgrade
13,Goodwill,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,16.53,Upgrade
14,Other Intangible Assets,397.66,371.61,371.61,371.61,371.61,371.61,-,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,485.92,444.81,361.68,346.82,345.26,303.79,241.86,253.42,258.72,273.1,Upgrade
16,Other Long-Term Assets,1134,1132,757.46,758.55,763.17,763.93,764.97,764.97,766.44,766.44,Upgrade
17,Total Assets,46649,48514,47535,48820,49142,48916,45721,42175,37802,34818,Upgrade
18,Accounts Payable,11170,10762,10352,9733,9008,8931,7424,8109,7596,7464,Upgrade
19,Accrued Expenses,278.39,559.7,262.53,632.54,987.32,797.77,480.1,549.61,422.07,385.81,Upgrade
20,Short-Term Debt,2350,2454,2495,2433,2622,2978,3002,3277,3928,3053,Upgrade
21,Current Portion of Long-Term Debt,593.76,575.06,531.89,501.85,832.02,1183,387.93,428.05,61.2,611.76,Upgrade
22,Current Portion of Leases,2.63,2.76,2.68,2.75,3.13,1.6,1.68,0.4,4.04,7.8,Upgrade
23,Current Income Taxes Payable,246.83,732.46,410.05,318.34,332.67,265.83,64.82,348.33,489.89,521.73,Upgrade
24,Current Unearned Revenue,11714,13142,13826,16613,17033,16768,15698,11243,7711,6941,Upgrade
25,Other Current Liabilities,5694,5955,5763,5916,5757,5457,5267,5490,5225,4106,Upgrade
26,Total Current Liabilities,32050,34182,33644,36150,36575,36381,32326,29447,25437,23091,Upgrade
27,Long-Term Debt,964.07,1001,845.23,586.54,836.76,963.23,2353,2220,2328,1961,Upgrade
28,Long-Term Leases,10.25,11.21,12.15,13.98,16.31,15.55,19.28,1.76,1.86,1.95,Upgrade
29,Long-Term Deferred Tax Liabilities,291.58,315.35,284.93,215.63,209.87,206.66,184.6,151.54,136.16,179.93,Upgrade
30,Total Liabilities,33316,35510,34787,36966,37638,37566,34883,31820,27903,25234,Upgrade
31,Common Stock,520.76,520.76,520.76,539.65,539.65,560.63,560.63,562.66,562.66,562.66,Upgrade
32,Additional Paid-In Capital,369.09,369.47,369.47,419.69,422.33,475.47,475.97,481.43,481.43,481.43,Upgrade
33,Retained Earnings,11709,11335,11150,10446,9983,9741,9288,8952,8456,8158,Upgrade
34,Treasury Stock,-0.13,-,-,-69.1,-,-0.23,-,-,-,-,Upgrade
35,Comprehensive Income & Other,255.04,357.99,271.02,67.11,62.75,89.57,79.18,-16.7,-12.26,-12.26,Upgrade
36,Total Common Equity,12853,12583,12311,11403,11007,10866,10404,9980,9488,9190,Upgrade
37,Minority Interest,480.12,420.9,436.77,451.71,496.46,482.96,434.17,375.65,410.7,393.86,Upgrade
38,Shareholders' Equity,13334,13004,12748,11855,11504,11349,10838,10355,9899,9584,Upgrade
39,Total Liabilities & Equity,46649,48514,47535,48820,49142,48916,45721,42175,37802,34818,Upgrade
40,Total Debt,3921,4045,3887,3538,4310,5141,5765,5927,6323,5636,Upgrade
41,Net Cash (Debt),5396,5723,4822,4643,4039,3473,2540,2370,-85.74,730.73,Upgrade
42,Net Cash Growth,11.90%,23.27%,19.37%,33.67%,59.03%,46.55%,-,224.33%,-,-33.75%,Upgrade
43,Net Cash Per Share,10.36,10.88,9.16,8.76,7.28,6.20,4.51,4.21,-0.15,1.30,Upgrade
44,Filing Date Shares Outstanding,520.63,520.76,520.76,520.76,539.65,560.63,560.63,562.66,562.66,562.66,Upgrade
45,Total Common Shares Outstanding,520.63,520.76,520.76,520.76,539.65,560.63,560.63,562.66,562.66,562.66,Upgrade
46,Working Capital,7212,6831,7001,6125,6002,6009,7441,6689,6151,5802,Upgrade
47,Book Value Per Share,24.69,24.16,23.64,21.90,20.40,19.38,18.56,17.74,16.86,16.33,Upgrade
48,Tangible Book Value,12439,12195,11923,11015,10619,10478,10387,9963,9472,9174,Upgrade
49,Tangible Book Value Per Share,23.89,23.42,22.90,21.15,19.68,18.69,18.53,17.71,16.83,16.30,Upgrade
50,Buildings,-,3213,-,3174,-,2713,-,2473,-,2328,Upgrade
51,Machinery,-,1387,-,1378,-,1265,-,1120,-,1028,Upgrade
52,Construction In Progress,-,463.32,-,417.31,-,565.57,-,555.33,-,512.48,Upgrade
