,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,14905,16940,13579,18267,30149,27869,29519,32514,44105,38939,59038,Upgrade
1,Market Cap Growth,-7.26%,-7.26%,-54.96%,-34.45%,2.14%,-14.29%,-33.07%,-16.50%,-25.29%,-6.66%,61.52%,Upgrade
2,Enterprise Value,18830,18162,15672,21033,33271,31687,31875,34177,44214,38754,58847,Upgrade
3,Last Close Price,3.37,3.83,3.07,4.13,6.82,6.30,6.67,7.35,9.79,8.62,12.54,Upgrade
4,PE Ratio,20.36,-,9.78,16.95,36.05,-207.76,-,-,55.60,16.93,14.54,Upgrade
5,Forward PE,9.28,8.12,6.42,7.78,13.83,18.29,19.59,12.54,17.64,12.19,13.57,Upgrade
6,PS Ratio,3.60,4.10,3.46,5.09,8.88,11.52,17.72,6.63,6.47,4.05,4.32,Upgrade
7,PB Ratio,0.94,1.07,0.86,1.21,2.09,2.05,2.29,2.52,3.43,3.17,4.24,Upgrade
8,P/TBV Ratio,1.10,1.10,0.88,1.25,2.16,2.13,2.39,2.62,3.58,3.31,4.41,Upgrade
9,P/FCF Ratio,7.05,8.02,7.42,13.60,21.68,62.53,-,-,-,13.42,29.41,Upgrade
10,P/OCF Ratio,6.65,6.65,6.01,8.77,12.61,18.41,105.29,514.54,-,8.57,10.98,Upgrade
11,EV/Sales Ratio,4.55,4.39,4.00,5.86,9.80,13.09,19.14,6.97,6.49,4.03,4.30,Upgrade
12,EV/EBITDA Ratio,9.49,9.37,6.99,10.82,18.16,29.95,443.01,25.20,22.04,11.85,11.43,Upgrade
13,EV/EBIT Ratio,15.03,14.50,10.22,18.04,33.61,219.76,-,-,34.65,15.24,13.34,Upgrade
14,EV/FCF Ratio,8.91,8.59,8.56,15.66,23.93,71.10,-,-,-,13.35,29.31,Upgrade
15,Debt / Equity Ratio,0.29,0.29,0.26,0.27,0.29,0.35,0.37,0.36,0.42,0.22,0.19,Upgrade
16,Debt / FCF Ratio,2.20,2.20,2.24,3.09,2.99,10.80,-,-,-,0.93,1.34,Upgrade
17,Return on Capital Employed (ROCE),7.44%,7.44%,9.35%,6.03%,5.31%,0.78%,-,-,7.90%,19.65%,26.08%,Upgrade
18,Earnings Yield,4.91%,4.32%,10.23%,5.90%,2.77%,-0.48%,-3.88%,0.11%,1.80%,5.91%,6.88%,Upgrade
19,FCF Yield,14.18%,12.48%,13.48%,7.35%,4.61%,1.60%,-3.02%,-4.79%,0.90%,7.45%,3.40%,Upgrade
20,Dividend Yield,0.00%,-,-,-,-,-,-,-,1.69%,4.74%,5.17%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-0.00%,-0.00%,-0.00%,-,-,-,-,Upgrade,
22,Total Shareholder Return,-,-,-,-0.00%,-0.00%,-0.00%,-,1.69%,4.74%,5.17%,Upgrade,
