,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,4047,4088,4737,6693,6827,5512,4855,6569,7004,6257,Upgrade
1,Short-Term Investments,-,-,-,22.3,27.75,416.51,134.37,461.58,1071,866.04,Upgrade
2,Trading Asset Securities,7270,8905,7149,4685,3250,4139,2821,2334,885.09,491.4,Upgrade
3,Cash & Short-Term Investments,11317,12993,11886,11401,10104,10068,7810,9364,8960,7614,Upgrade
4,Cash Growth,-4.79%,13.97%,17.63%,13.24%,29.38%,7.51%,-12.84%,22.98%,25.28%,0.83%,Upgrade
5,Accounts Receivable,10983,9791,9268,9941,12125,14683,15318,11130,9502,10850,Upgrade
6,Other Receivables,1004,926.36,1017,845.49,690.88,758.29,694.67,594.54,979.08,901.08,Upgrade
7,Receivables,12721,11457,12513,12689,12838,15469,16042,12358,10661,11791,Upgrade
8,Inventory,19538,19195,20720,20408,22297,23589,24487,22854,22146,24078,Upgrade
9,Prepaid Expenses,295.62,318.15,371.09,327.62,512.77,575.71,634.32,581.78,798.51,745.9,Upgrade
10,Other Current Assets,200.28,212.51,469.47,419.33,414.96,563.15,429.07,400.16,377.81,338.99,Upgrade
11,Total Current Assets,44071,44176,45959,45245,46167,50265,49403,45557,42943,44568,Upgrade
12,"Property, Plant & Equipment",22039,21356,19771,18966,18257,17439,16279,16313,15930,16493,Upgrade
13,Long-Term Investments,6106,6000,5750,5365,6253,8183,7649,8048,6891,12480,Upgrade
14,Goodwill,2671,2671,2671,2671,2671,2671,2671,2671,2671,2671,Upgrade
15,Other Intangible Assets,31.68,34.92,38.16,41.4,44.64,47.88,51.12,54.36,57.6,60.84,Upgrade
16,Long-Term Deferred Tax Assets,3.27,3.07,2.64,2.58,1.72,2.29,2.67,2.67,3.34,2.54,Upgrade
17,Other Long-Term Assets,24710,24546,24498,24763,25378,22997,21128,20205,19507,19694,Upgrade
18,Total Assets,99808,98969,98913,97293,100955,103816,97533,93249,89035,97035,Upgrade
19,Accounts Payable,3542,3452,3525,3585,3504,4160,3451,3532,3074,3495,Upgrade
20,Accrued Expenses,2221,2127,2082,2449,2510,2661,2705,2291,1703,1875,Upgrade
21,Short-Term Debt,-,8146,-,5269,-,378.95,-,381.35,-,745.7,Upgrade
22,Current Portion of Long-Term Debt,9112,-,8767,-,7834,10359,14265,8231,7935,7117,Upgrade
23,Current Portion of Leases,2.62,3.04,3.87,4.48,3.18,3.97,4,4.21,2.62,2.91,Upgrade
24,Current Income Taxes Payable,1392,1352,1514,1682,1900,2161,2246,1880,1377,1369,Upgrade
25,Current Unearned Revenue,1650,1668,2533,2602,2122,5302,5890,3789,3666,6374,Upgrade
26,Other Current Liabilities,1904,2175,2282,1545,4387,1820,1231,3023,719.61,831.52,Upgrade
27,Total Current Liabilities,19824,18923,20708,17136,22259,26846,29792,23131,18477,21810,Upgrade
28,Long-Term Debt,14076,14777,13767,14478,11652,7668,3339,8619,13228,16547,Upgrade
29,Long-Term Leases,8.52,1.97,2.74,4.71,4.77,6.43,9.31,9.79,8.11,10.31,Upgrade
30,Long-Term Deferred Tax Liabilities,949.31,831.83,946.44,978.13,602.4,612.02,687.85,690.62,693.46,697.95,Upgrade
31,Total Liabilities,34857,34534,35424,32597,34518,35132,33828,32450,32407,39065,Upgrade
32,Common Stock,110.83,110.83,110.83,110.88,110.88,110.88,110.88,110.58,110.38,110.58,Upgrade
33,Additional Paid-In Capital,6620,6620,6620,6631,6631,6631,6631,6566,6524,6567,Upgrade
34,Retained Earnings,55065,53957,54015,53457,52544,52840,47744,44897,41563,41719,Upgrade
35,Comprehensive Income & Other,-1638,-946.23,-1641,-141.17,2165,3435,4224,4291,1168,1793,Upgrade
36,Total Common Equity,60158,59741,59105,60058,61451,63017,58711,55865,49366,50189,Upgrade
37,Minority Interest,4793,4693,4384,4638,4985,5666,4995,4934,7262,7781,Upgrade
38,Shareholders' Equity,64951,64435,63490,64696,66436,68683,63705,60799,56628,57970,Upgrade
39,Total Liabilities & Equity,99808,98969,98913,97293,100955,103816,97533,93249,89035,97035,Upgrade
40,Total Debt,23199,22928,22541,19756,19494,18416,17617,17245,21174,24423,Upgrade
41,Net Cash (Debt),-11882,-9934,-10655,-8355,-9390,-8348,-9807,-7881,-12214,-16809,Upgrade
42,Net Cash Per Share,-10.72,-8.96,-9.61,-7.54,-8.47,-7.53,-8.85,-7.08,-11.11,-15.43,Upgrade
43,Filing Date Shares Outstanding,1108,1108,1109,1109,1109,1109,1107,1106,1099,1105,Upgrade
44,Total Common Shares Outstanding,1108,1108,1109,1109,1109,1109,1107,1106,1099,1105,Upgrade
45,Working Capital,24248,25253,25251,28109,23908,23419,19611,22426,24466,22757,Upgrade
46,Book Value Per Share,54.28,53.90,53.31,54.16,55.42,56.83,53.05,50.52,44.91,45.41,Upgrade
47,Tangible Book Value,57456,57036,56396,57346,58736,60299,55989,53140,46638,47457,Upgrade
48,Tangible Book Value Per Share,51.84,51.46,50.87,51.72,52.97,54.38,50.59,48.06,42.43,42.94,Upgrade
49,Land,-,55.49,-,50.28,-,54.94,-,53.37,-,50.14,Upgrade
50,Buildings,-,4721,-,4741,-,4899,-,4568,-,4403,Upgrade
51,Machinery,-,30714,-,29629,-,30000,-,28478,-,28321,Upgrade
52,Construction In Progress,-,5343,-,3436,-,2444,-,1686,-,2041,Upgrade
53,Leasehold Improvements,-,1318,-,1190,-,1612,-,1166,-,1090,Upgrade
