,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,25602,20371,20703,23662,27553,32931,42079,47789,36159,22185,27297,Upgrade
1,Market Cap Growth,-13.91%,-13.91%,-24.86%,-28.15%,-34.52%,-31.09%,16.37%,115.41%,32.46%,-5.83%,20.58%,Upgrade
2,Enterprise Value,42277,34998,35743,36656,41929,46946,56881,60603,55635,46775,55514,Upgrade
3,Last Close Price,23.10,18.00,17.94,19.74,22.18,26.20,31.34,35.07,25.41,15.47,17.96,Upgrade
4,PE Ratio,11.74,9.34,10.04,8.98,7.54,4.05,3.90,5.49,7.69,8.18,8.82,Upgrade
5,Forward PE,9.19,5.58,5.22,3.50,3.56,3.40,4.47,5.46,8.34,6.99,7.31,Upgrade
6,PS Ratio,0.62,0.49,0.52,0.59,0.56,0.57,0.74,0.95,0.83,0.52,0.66,Upgrade
7,PB Ratio,0.43,0.31,0.32,0.37,0.43,0.50,0.61,0.75,0.59,0.39,0.47,Upgrade
8,P/TBV Ratio,0.35,0.35,0.36,0.42,0.48,0.56,0.70,0.85,0.68,0.48,0.58,Upgrade
9,P/FCF Ratio,-,-,16.03,7.57,4.97,5.76,7.35,5.91,4.59,6.57,5.95,Upgrade
10,P/OCF Ratio,5.21,-,3.90,2.90,2.60,3.47,4.43,4.92,3.81,3.65,3.74,Upgrade
11,PEG Ratio,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,Upgrade
12,EV/Sales Ratio,1.02,0.85,0.90,0.91,0.85,0.81,1.00,1.21,1.28,1.09,1.35,Upgrade
13,EV/EBITDA Ratio,6.04,5.18,5.93,5.52,4.00,2.90,3.35,4.29,5.19,5.48,7.38,Upgrade
14,EV/EBIT Ratio,8.36,7.20,8.75,7.74,4.86,3.30,3.77,4.88,6.13,6.89,9.85,Upgrade
15,EV/FCF Ratio,-385.16,-,27.68,11.72,7.57,8.21,9.93,7.49,7.06,13.86,12.11,Upgrade
16,Debt / Equity Ratio,0.36,0.36,0.36,0.36,0.31,0.29,0.27,0.28,0.28,0.37,0.42,Upgrade
17,Debt / FCF Ratio,-,-,17.76,7.21,3.57,3.41,3.22,2.18,2.19,6.27,5.33,Upgrade
18,Return on Capital Employed (ROCE),6.07%,6.07%,5.10%,6.06%,10.77%,18.10%,19.61%,18.34%,12.93%,9.62%,7.49%,Upgrade
19,Earnings Yield,8.52%,10.70%,9.96%,11.14%,13.27%,24.68%,25.61%,18.22%,13.01%,12.22%,11.34%,Upgrade
20,FCF Yield,-0.43%,-0.54%,6.24%,13.22%,20.11%,17.35%,13.61%,16.93%,21.80%,15.22%,16.80%,Upgrade
21,Dividend Yield,2.25%,4.22%,2.90%,4.61%,4.73%,10.46%,9.57%,4.45%,5.04%,5.69%,4.90%,Upgrade
22,Buyback Yield / Dilution,0.04%,0.03%,0.04%,0.02%,0.00%,-0.08%,0.31%,-0.74%,-2.14%,-1.53%,-1.64%,Upgrade
23,Total Shareholder Return,2.29%,4.25%,2.94%,4.63%,4.74%,10.38%,9.89%,3.71%,2.90%,4.16%,3.26%,Upgrade
