,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,738.54,1068,859.89,799.68,796.1,971.8,1022,924.51,1184,1193,913.81,1142,764.09,1101,735.17,676.33,716.65,982.49,605.78,797.34,Upgrade
1,Other Revenue,-13.71,13.71,-,25.17,-10.21,10.21,-,28.27,-22.63,22.63,-,22.23,-8.13,8.13,-,27.02,-13.74,13.74,-,23.91,Upgrade
2,Revenue,724.82,1082,859.89,824.85,785.89,982.01,1022,952.78,1161,1216,913.81,1164,755.97,1109,735.17,703.34,702.91,996.23,605.78,821.25,Upgrade
3,Revenue Growth (YoY),-7.77%,10.16%,-15.84%,-13.43%,-32.34%,-19.21%,11.81%,-18.18%,53.64%,9.60%,24.30%,65.57%,7.55%,11.33%,21.36%,-14.36%,-12.38%,-1.45%,-18.45%,15.14%,Upgrade
4,Cost of Revenue,633.76,976.1,731.94,887.95,635.24,787.88,778.3,872.92,949.56,972.41,717.34,1028,590.67,908.78,578.36,676.42,526.26,782.62,473.14,609.93,Upgrade
5,Gross Profit,91.06,105.68,127.94,-63.1,150.66,194.13,243.42,79.86,211.92,243.11,196.47,136.74,165.3,200.3,156.81,26.92,176.65,213.61,132.64,211.33,Upgrade
6,"Selling, General & Admin",42.83,37.49,51.97,55.16,44.05,33.58,56.29,65.61,52.39,45.84,52.47,65.31,42.59,51.67,49.7,43.55,52.06,53.88,43.57,73.02,Upgrade
7,Research & Development,38.67,41.53,40.9,35.56,32.44,55.36,51.03,57.62,54.22,56.37,34.36,43.39,33.02,47.23,26.68,31.3,41.59,34.91,20.58,45.71,Upgrade
8,Other Operating Expenses,5.44,4.96,5.59,5.49,4.53,4.23,3.83,9.93,3.32,2.79,2.73,8.74,2.8,3.45,0.54,12.54,-0.08,1.54,0.83,12.88,Upgrade
9,Operating Expenses,87.24,86.39,103.91,92.76,82.44,93.69,112.69,126.37,109.69,108.31,93.29,115.9,75.57,80.22,84.78,75.2,90.8,98.53,71.49,128.85,Upgrade
10,Operating Income,3.82,19.29,24.04,-155.85,68.22,100.45,130.73,-46.51,102.23,134.8,103.19,20.84,89.73,120.08,72.03,-48.28,85.85,115.08,61.15,82.48,Upgrade
11,Interest Expense,-15.05,-20.48,-20.57,-15.51,-20.81,-18.72,-18.71,-21.93,-13.57,-13.55,-10.43,-17.15,-9.93,-6.93,-6.71,-5.17,-3.13,-4.12,-6.53,-8.58,Upgrade
12,Interest & Investment Income,3.48,2.58,2.68,5.51,-,3.74,6.23,7.71,-,2.67,4.05,4.63,5.94,9.32,2.63,9.89,4.19,7.55,3.32,5.84,Upgrade
13,Currency Exchange Gain (Loss),-5.97,5.97,-,1.26,-2.49,2.49,-,31.45,-14.8,14.8,-,-4.7,1.55,-1.55,-,-7.45,-3.5,3.5,-,0.04,Upgrade
14,Other Non Operating Income (Expenses),2.61,-1.84,0.55,-1.77,-1.06,2.43,-18.33,-23.45,30.67,-7.41,-0.85,1.33,-8.42,-0.27,-5.98,18.01,-7.97,-7.86,-3.01,16.77,Upgrade
15,EBT Excluding Unusual Items,-11.12,5.52,6.7,-166.37,43.87,90.38,99.93,-52.74,104.54,131.3,95.96,4.95,78.87,120.65,61.97,-33,75.45,114.15,54.93,96.55,Upgrade
16,Gain (Loss) on Sale of Investments,1.27,0.58,3.63,-6.92,-1.53,2.41,-0.15,-0.22,3.1,-1.16,0.35,0.47,-0.09,-1.69,1.22,-1.02,1.2,-3.41,3.44,1.75,Upgrade
17,Gain (Loss) on Sale of Assets,29.93,1.19,-0.24,0.85,-,0,0.3,-0.01,0.06,0.58,0.25,0.11,0.08,0.16,-,0,-0.01,0.01,-,0.01,Upgrade
18,Asset Writedown,0.83,-0.83,-,-8.3,2.25,-2.25,-,-7.17,0.88,-0.88,-,-8.58,1.82,-1.82,-,-8.02,-,-,-,-12.72,Upgrade
19,Other Unusual Items,-0,0.21,-6.11,2.13,-,-,-,-1.74,-0,6.56,-6.56,7.41,-,-,-,2.34,-,-,-,3.06,Upgrade
20,Pretax Income,20.91,6.69,3.98,-178.61,44.6,90.55,100.08,-61.87,108.58,136.41,90,4.37,80.68,117.3,63.19,-39.7,76.64,110.74,58.37,88.64,Upgrade
21,Income Tax Expense,-3.52,-4.54,-3.92,-35.43,2.58,7.29,9.27,-22.38,9.63,12.91,9.4,-7.39,7.86,10.43,6.35,-17,7.45,12.49,7.64,5.69,Upgrade
22,Earnings From Continuing Operations,24.43,11.23,7.9,-143.18,42.01,83.26,90.81,-39.5,98.95,123.5,80.6,11.76,72.83,106.87,56.84,-22.7,69.19,98.25,50.72,82.95,Upgrade
23,Minority Interest in Earnings,-,0.28,0,1.18,0.57,-1.14,-0.39,0.7,0.45,-1.8,-0.55,0.96,0.06,-0.52,-0.26,1.48,-0.5,-1.24,-0.25,1.16,Upgrade
24,Net Income,24.43,11.51,7.9,-142,42.58,82.12,90.41,-38.79,99.4,121.69,80.05,12.72,72.89,106.35,56.58,-21.22,68.69,97.01,50.48,84.11,Upgrade
25,Net Income to Common,24.43,11.51,7.9,-142,42.58,82.12,90.41,-38.79,99.4,121.69,80.05,12.72,72.89,106.35,56.58,-21.22,68.69,97.01,50.48,84.11,Upgrade
26,Net Income Growth,-42.63%,-85.98%,-91.26%,-,-57.16%,-32.52%,12.94%,-,36.38%,14.43%,41.49%,-,6.11%,9.62%,12.09%,-,-25.28%,-21.48%,-29.16%,28.04%,Upgrade
27,Shares Outstanding (Basic),687,585,648,649,649,647,652,652,650,652,654,654,654,658,660,661,660,591,616,525,Upgrade
28,Shares Outstanding (Diluted),687,585,648,649,649,647,652,652,650,652,654,654,654,658,660,661,660,660,661,648,Upgrade
29,Shares Change (YoY),5.87%,-9.65%,-0.62%,-0.49%,-0.06%,-0.74%,-0.33%,-0.36%,-0.59%,-0.96%,-0.94%,-0.98%,-1.05%,-0.18%,-0.08%,1.95%,-0.06%,-16.04%,22.49%,20.18%,Upgrade
30,EPS (Basic),0.04,0.02,0.01,-0.22,0.07,0.13,0.14,-0.06,0.15,0.19,0.12,0.02,0.11,0.16,0.09,-0.03,0.10,0.16,0.08,0.16,Upgrade
31,EPS (Diluted),0.04,0.02,0.01,-0.22,0.07,0.13,0.14,-0.06,0.15,0.19,0.12,0.02,0.11,0.16,0.09,-0.03,0.10,0.15,0.08,0.13,Upgrade
32,EPS Growth,-45.81%,-84.49%,-91.20%,-,-57.14%,-32.01%,13.32%,-,37.18%,15.54%,42.82%,-,7.24%,9.82%,12.17%,-,-25.23%,-6.47%,-42.17%,6.54%,Upgrade
33,Free Cash Flow,-188.64,157.95,-451.61,-845.99,57.83,-58.08,-282.24,-157.68,186.36,315.29,-359.51,50.79,-181.67,-51.63,-417.41,-59.84,-84.36,-7.94,-76.71,-81.04,Upgrade
34,Free Cash Flow Per Share,-0.27,0.27,-0.70,-1.30,0.09,-0.09,-0.43,-0.24,0.29,0.48,-0.55,0.08,-0.28,-0.08,-0.63,-0.09,-0.13,-0.01,-0.12,-0.13,Upgrade
35,Dividend Per Share,-,-,-,0.200,-,-,-,0.200,-,-,-,0.200,-,-,-,0.200,-,-,-,0.200,Upgrade
36,Gross Margin,12.56%,9.77%,14.88%,-7.65%,19.17%,19.77%,23.82%,8.38%,18.25%,20.00%,21.50%,11.74%,21.87%,18.06%,21.33%,3.83%,25.13%,21.44%,21.90%,25.73%,Upgrade
37,Operating Margin,0.53%,1.78%,2.80%,-18.89%,8.68%,10.23%,12.80%,-4.88%,8.80%,11.09%,11.29%,1.79%,11.87%,10.83%,9.80%,-6.86%,12.21%,11.55%,10.10%,10.04%,Upgrade
38,Profit Margin,3.37%,1.06%,0.92%,-17.22%,5.42%,8.36%,8.85%,-4.07%,8.56%,10.01%,8.76%,1.09%,9.64%,9.59%,7.70%,-3.02%,9.77%,9.74%,8.33%,10.24%,Upgrade
39,Free Cash Flow Margin,-26.03%,14.60%,-52.52%,-102.56%,7.36%,-5.91%,-27.62%,-16.55%,16.04%,25.94%,-39.34%,4.36%,-24.03%,-4.66%,-56.78%,-8.51%,-12.00%,-0.80%,-12.66%,-9.87%,Upgrade
40,EBITDA,92.65,110.63,112.87,-67.02,145.47,190.3,207.98,30.74,165.6,206.44,166.56,84.21,146.46,183.15,128.76,8.45,138.14,172.47,113.44,134.76,Upgrade
41,EBITDA Margin,12.78%,10.23%,13.13%,-8.13%,18.51%,19.38%,20.36%,3.23%,14.26%,16.98%,18.23%,7.23%,19.37%,16.51%,17.51%,1.20%,19.65%,17.31%,18.73%,16.41%,Upgrade
42,D&A For EBITDA,88.83,91.34,88.83,88.83,77.25,89.85,77.25,77.25,63.37,71.65,63.37,63.37,56.73,63.07,56.73,56.73,52.29,57.4,52.29,52.29,Upgrade
43,EBIT,3.82,19.29,24.04,-155.85,68.22,100.45,130.73,-46.51,102.23,134.8,103.19,20.84,89.73,120.08,72.03,-48.28,85.85,115.08,61.15,82.48,Upgrade
44,EBIT Margin,0.53%,1.78%,2.80%,-18.89%,8.68%,10.23%,12.80%,-4.88%,8.80%,11.09%,11.29%,1.79%,11.87%,10.83%,9.80%,-6.86%,12.21%,11.55%,10.10%,10.04%,Upgrade
45,Effective Tax Rate,-,-,-,-,5.79%,8.05%,9.27%,-,8.87%,9.46%,10.44%,-,9.74%,8.89%,10.05%,-,9.72%,11.28%,13.10%,6.41%,Upgrade
46,Revenue as Reported,724.82,1082,859.89,824.85,785.89,982.01,1022,952.78,1161,1216,913.81,1164,755.97,1109,735.17,703.34,702.91,996.23,605.78,821.25,Upgrade
