,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2597,2493,2330,2039,1646,1856,2071,1696,930.59,1707,Upgrade
1,Revenue Growth (YoY),11.48%,22.30%,41.59%,9.86%,-20.54%,9.41%,122.54%,-0.67%,-61.27%,-24.72%,Upgrade
2,Cost of Revenue,1817,1768,1605,1386,1121,1264,1433,1161,625.4,1201,Upgrade
3,Gross Profit,780.2,724.96,725.32,652.49,524.78,592,637.5,534.88,305.18,506.03,Upgrade
4,"Selling, General & Admin",552.34,577,493.76,460.4,421.28,484.74,469.38,385.23,381.27,486.71,Upgrade
5,Operating Expenses,552.34,577,493.76,460.4,421.28,484.74,469.38,385.23,381.27,486.71,Upgrade
6,Operating Income,227.86,147.97,231.55,192.09,103.49,107.27,168.12,149.65,-76.08,19.32,Upgrade
7,Interest Expense,-12.26,-6.39,-3.84,-3.23,-3.67,-6.37,-10.01,-12.36,-20.78,-27.25,Upgrade
8,Interest & Investment Income,-,14.6,-,7.98,-,8.65,-,5.48,-,4.57,Upgrade
9,Currency Exchange Gain (Loss),-4.81,-6.21,-8.49,-18.27,-0.46,2.16,2.07,7.74,-4.37,-1.66,Upgrade
10,Other Non Operating Income (Expenses),13.45,-5,5.21,-3.4,5.24,-3.07,3.26,-4.6,4.73,-0.94,Upgrade
11,EBT Excluding Unusual Items,224.24,144.96,224.43,175.17,104.62,108.65,163.44,145.92,-96.5,-5.96,Upgrade
12,Gain (Loss) on Sale of Assets,-1.18,-2.28,-0.31,-1.66,-0.42,-0.54,-0.66,-1.34,-0.24,-2.35,Upgrade
13,Asset Writedown,-,-,-,-0.63,-,-14.67,-,-1.7,-14.24,-20.21,Upgrade
14,Other Unusual Items,0.26,0.31,0.62,0.1,0.06,0.05,-,2.59,0.31,0.5,Upgrade
15,Pretax Income,223.31,142.99,224.74,172.98,104.26,93.49,162.78,145.47,-110.67,-28.02,Upgrade
16,Income Tax Expense,38.61,29.69,38.82,36.79,18.33,20.99,30.58,-2.24,3.05,-0.46,Upgrade
17,Net Income,184.71,113.3,185.92,136.19,85.93,72.5,132.2,147.71,-113.72,-27.56,Upgrade
18,Net Income to Common,184.71,113.3,185.92,136.19,85.93,72.5,132.2,147.71,-113.72,-27.56,Upgrade
19,Net Income Growth,-0.65%,-16.81%,116.36%,87.86%,-35.00%,-50.92%,-,-,-,-,Upgrade
20,Shares Outstanding (Basic),6779,6779,6779,6779,6779,6779,6779,6779,6779,6779,Upgrade
21,Shares Outstanding (Diluted),6779,6779,6779,6779,6779,6779,6779,6779,6779,6779,Upgrade
22,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.01%,Upgrade
23,EPS (Basic),0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.02,-0.02,-0.00,Upgrade
24,EPS (Diluted),0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.02,-0.02,-0.00,Upgrade
25,EPS Growth,-0.65%,-16.81%,116.36%,87.87%,-35.00%,-50.92%,-,-,-,-,Upgrade
26,Free Cash Flow,321.79,-67.3,369,212.08,356.27,394.06,545.21,393.91,167,125.43,Upgrade
27,Free Cash Flow Per Share,0.05,-0.01,0.05,0.03,0.05,0.06,0.08,0.06,0.02,0.02,Upgrade
28,Dividend Per Share,0.006,0.006,0.008,0.006,0.004,0.004,0.005,-,-,-,Upgrade
29,Dividend Growth,-14.47%,-9.68%,100.00%,77.14%,-30.91%,-,-,-,-,-,Upgrade
30,Operating Margin,8.77%,5.93%,9.94%,9.42%,6.29%,5.78%,8.12%,8.82%,-8.18%,1.13%,Upgrade
31,Profit Margin,7.11%,4.54%,7.98%,6.68%,5.22%,3.91%,6.38%,8.71%,-12.22%,-1.61%,Upgrade
32,Free Cash Flow Margin,12.39%,-2.70%,15.84%,10.40%,21.65%,21.24%,26.33%,23.23%,17.95%,7.35%,Upgrade
33,EBITDA,296.03,225.78,294.42,256.73,165.95,172.07,232.11,219.69,-4.53,90.61,Upgrade
34,D&A For EBITDA,68.17,77.82,62.87,64.65,62.46,64.8,63.98,70.04,71.55,71.29,Upgrade
35,EBIT,227.86,147.97,231.55,192.09,103.49,107.27,168.12,149.65,-76.08,19.32,Upgrade
