,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,608,418,63,29,45,43,90,50,60,62,126,181,202,295,336,417,281,263,163,226,263,Upgrade
1,Market Cap Growth,880.41%,880.41%,-30.30%,-42.73%,-24.24%,-30.88%,-28.78%,-72.50%,-70.40%,-79.08%,-62.43%,-56.52%,-28.06%,12.07%,105.56%,84.74%,6.90%,14.83%,-18.09%,2.18%,-4.21%,Upgrade
2,Enterprise Value,598,416,61,80,97,92,140,99,108,107,174,208,228,296,337,413,277,269,169,168,204,Upgrade
3,Last Close Price,3.95,3.00,0.69,0.32,0.50,0.47,0.99,0.55,0.66,0.68,1.39,2.00,2.23,3.25,3.70,4.60,3.10,2.90,1.80,2.49,2.90,Upgrade
4,PS Ratio,5.18,5.95,0.82,0.46,0.60,0.51,0.99,0.42,0.56,0.49,1.11,1.35,1.23,2.14,2.52,4.52,2.93,2.69,1.81,2.86,4.23,Upgrade
5,PB Ratio,16.34,12.54,1.80,1.31,2.06,1.02,1.77,0.98,-,0.47,0.89,1.21,-,-,-,2.15,-,1.29,-,1.05,1.43,Upgrade
6,P/TBV Ratio,33.85,33.85,4.87,-,-,2.64,3.45,1.91,-,0.60,1.11,1.51,-,-,-,2.78,-,1.66,-,1.38,1.43,Upgrade
7,P/FCF Ratio,-,-,-,9.99,31.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,8.90,28.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,8.50,5.92,0.79,1.30,1.29,1.10,1.53,0.83,1.02,0.85,1.53,1.54,1.39,2.15,2.53,4.47,2.89,2.75,1.87,2.13,3.28,Upgrade
10,EV/EBITDA Ratio,-,-23.46,-2.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-10.75,-,Upgrade
11,EV/EBIT Ratio,-,-22.30,-2.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-309.70,-,-,27.97,67.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.66,0.66,0.66,1.04,1.04,2.19,1.72,1.72,-,0.66,0.56,0.56,-,-,-,0.16,-,0.36,-,0.38,0.01,Upgrade
