,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,325.54,338.99,341.13,317.79,336.94,419.95,363.73,331,353.99,425.63,Upgrade
1,Other Revenue,38.15,20.74,31.45,20.67,39.83,25.4,26.08,51.47,35.16,29.86,Upgrade
2,Revenue,363.69,359.73,372.58,338.46,376.78,445.35,389.82,382.47,389.15,455.49,Upgrade
3,Revenue Growth (YoY),-2.39%,6.28%,-1.11%,-24.00%,-3.35%,16.44%,0.17%,-16.03%,-52.60%,-66.86%,Upgrade
4,Cost of Revenue,126.83,130.8,145.31,164.35,145.37,207.93,154.34,160.82,163.86,151.26,Upgrade
5,Gross Profit,236.86,228.92,227.28,174.12,231.41,237.42,235.47,221.65,225.29,304.23,Upgrade
6,"Selling, General & Admin",171.64,166.37,166.38,125.7,131.7,121.65,113.84,108.33,109.02,121.58,Upgrade
7,Operating Expenses,171.64,166.37,166.38,125.7,131.7,121.65,113.84,108.33,109.02,121.58,Upgrade
8,Operating Income,65.22,62.55,60.9,48.42,99.71,115.77,121.63,113.32,116.27,182.65,Upgrade
9,Interest Expense,-98.23,-79.72,-58.77,-39.83,-19.41,-11.83,-11.7,-16.81,-26.36,-27.53,Upgrade
10,Earnings From Equity Investments,-47.05,13,9.09,-28.51,4.39,20.97,6.4,33.71,10.51,21.2,Upgrade
11,Currency Exchange Gain (Loss),-24.46,25.22,-27.38,-54,-63.09,14.95,12.18,66.41,-18.85,-11.82,Upgrade
12,Other Non Operating Income (Expenses),3.12,1.71,9.78,1.8,16.89,19.58,6.93,-5.31,12.21,7.83,Upgrade
13,EBT Excluding Unusual Items,-101.39,22.76,-6.39,-72.14,38.49,159.44,135.44,191.31,93.79,172.34,Upgrade
14,Gain (Loss) on Sale of Investments,-3.15,-2.41,-1.73,0.22,1.03,-4.12,1.14,4.44,-1.94,-0.5,Upgrade
15,Gain (Loss) on Sale of Assets,-0.22,-0.43,-3.03,-5.97,-0.5,-3.63,-0.02,79.57,-0.06,0.01,Upgrade
16,Asset Writedown,-334.3,-660.24,-235.93,130.79,89.95,255.48,123.67,-85.06,-51.13,26.33,Upgrade
17,Other Unusual Items,-,2.43,-,6.13,-,1.31,-,15.7,-,-,Upgrade
18,Pretax Income,-439.06,-637.88,-247.07,59.03,128.97,408.48,260.22,205.96,40.66,198.18,Upgrade
19,Income Tax Expense,-20.58,8.04,-19.91,89.57,9.64,225.18,22.88,53.68,19.43,62.09,Upgrade
20,Earnings From Continuing Operations,-418.49,-645.92,-227.17,-30.54,119.34,183.31,237.34,152.28,21.23,136.09,Upgrade
21,Net Income to Company,-418.49,-645.92,-227.17,-30.54,119.34,183.31,237.34,152.28,21.23,136.09,Upgrade
22,Minority Interest in Earnings,1.77,60.43,-2.28,-2.81,0.16,11.32,-4.67,-7.09,-3.86,-4.28,Upgrade
23,Net Income,-416.72,-585.49,-229.44,-33.35,119.5,194.63,232.67,145.19,17.38,131.8,Upgrade
24,Net Income to Common,-416.72,-585.49,-229.44,-33.35,119.5,194.63,232.67,145.19,17.38,131.8,Upgrade
25,Net Income Growth,-,-,-,-,-48.64%,34.06%,1239.13%,10.15%,-94.17%,-78.41%,Upgrade
26,Shares Outstanding (Basic),379,379,379,379,379,379,379,379,379,379,Upgrade
27,Shares Outstanding (Diluted),379,379,379,379,379,379,379,379,379,379,Upgrade
28,EPS (Basic),-1.10,-1.55,-0.61,-0.09,0.32,0.51,0.61,0.38,0.05,0.35,Upgrade
29,EPS (Diluted),-1.10,-1.55,-0.61,-0.09,0.32,0.51,0.61,0.38,0.05,0.35,Upgrade
30,EPS Growth,-,-,-,-,-48.64%,34.06%,1239.15%,10.15%,-94.17%,-78.41%,Upgrade
31,Free Cash Flow,78.09,103.79,23.04,-201.41,-68.76,39.88,112,252.86,22.49,17.68,Upgrade
32,Free Cash Flow Per Share,0.21,0.27,0.06,-0.53,-0.18,0.11,0.30,0.67,0.06,0.05,Upgrade
33,Dividend Per Share,0.110,0.170,0.110,0.200,0.180,0.280,0.180,0.250,0.150,0.380,Upgrade
34,Dividend Growth,0%,-15.00%,-38.89%,-28.57%,0%,12.00%,20.00%,-34.21%,-31.82%,-20.83%,Upgrade
35,Operating Margin,17.93%,17.39%,16.35%,14.30%,26.46%,26.00%,31.20%,29.63%,29.88%,40.10%,Upgrade
36,Profit Margin,-114.58%,-162.76%,-61.58%,-9.85%,31.72%,43.70%,59.69%,37.96%,4.46%,28.94%,Upgrade
37,Free Cash Flow Margin,21.47%,28.85%,6.18%,-59.51%,-18.25%,8.95%,28.73%,66.11%,5.78%,3.88%,Upgrade
38,EBITDA,116.73,115,110.47,97.06,150.37,151.96,157.4,148.33,152.11,189.54,Upgrade
39,D&A For EBITDA,51.51,52.45,49.57,48.64,50.66,36.19,35.77,35.01,35.84,6.88,Upgrade
40,EBIT,65.22,62.55,60.9,48.42,99.71,115.77,121.63,113.32,116.27,182.65,Upgrade
41,Revenue as Reported,363.69,359.73,372.58,338.46,376.78,445.35,389.82,382.47,389.15,455.49,Upgrade
