,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1499,1745,2044,2272,2745,2794,2934,3157,2665,2673,4028,Upgrade
1,Market Cap Growth,-24.81%,-23.17%,-25.52%,-18.70%,-6.45%,-11.51%,10.09%,18.13%,-33.83%,-43.06%,-12.50%,Upgrade
2,Enterprise Value,2657,2971,3178,2890,3110,2721,2760,2765,2329,2198,3295,Upgrade
3,Last Close Price,3.96,4.49,5.07,5.53,6.46,6.41,6.48,6.82,5.59,5.48,7.85,Upgrade
4,PE Ratio,-,-,-,-,-,8.89,6.87,8.36,16.40,17.92,9.37,Upgrade
5,PS Ratio,1.61,2.41,2.79,3.19,3.84,3.40,3.51,4.09,3.45,3.16,3.16,Upgrade
6,PB Ratio,0.14,0.16,0.18,0.19,0.22,0.22,0.22,0.24,0.21,0.22,0.32,Upgrade
7,P/TBV Ratio,0.15,0.16,0.18,0.19,0.22,0.22,0.22,0.24,0.21,0.22,0.33,Upgrade
8,P/FCF Ratio,-,9.60,16.12,-12.73,-,-,19.32,8.65,9.68,66.54,-6.78,Upgrade
9,P/OCF Ratio,-,8.89,12.09,-19.50,-,-,17.30,8.35,9.35,51.20,-6.95,Upgrade
10,EV/Sales Ratio,2.85,4.11,4.34,4.06,4.35,3.31,3.30,3.58,3.02,2.60,2.58,Upgrade
11,EV/EBITDA Ratio,15.67,12.82,14.09,13.93,12.57,9.00,8.92,9.05,7.75,6.43,6.62,Upgrade
12,EV/EBIT Ratio,39.33,23.26,25.74,26.44,21.00,12.63,11.62,11.77,10.14,7.35,6.82,Upgrade
13,EV/FCF Ratio,-,16.34,25.06,-16.20,-,-,18.17,7.58,8.46,54.73,-5.55,Upgrade
14,Debt / Equity Ratio,0.32,0.31,0.21,0.21,0.17,0.16,0.14,0.12,0.12,0.13,0.12,Upgrade
15,Debt / FCF Ratio,-,18.78,18.96,-14.31,-,-,12.28,4.40,5.38,39.12,-2.56,Upgrade
16,Return on Capital Employed (ROCE),0.87%,0.99%,0.98%,0.85%,1.04%,1.47%,1.59%,1.63%,1.64%,2.20%,3.49%,Upgrade
17,Earnings Yield,-55.83%,-57.42%,-39.86%,-11.57%,3.14%,11.24%,14.56%,11.97%,6.10%,5.58%,10.67%,Upgrade
18,FCF Yield,10.42%,6.20%,-7.85%,-9.84%,-1.03%,5.18%,11.56%,10.33%,1.50%,-14.74%,Upgrade,
19,Dividend Yield,7.07%,6.24%,5.52%,5.61%,5.88%,7.17%,7.10%,6.30%,7.16%,9.66%,7.64%,Upgrade
20,Total Shareholder Return,7.02%,6.24%,5.52%,5.61%,5.88%,7.17%,7.10%,6.30%,7.16%,9.66%,7.64%,Upgrade
