,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2022,1157,1427,1597,1727,1876,1796,1877,1864,2040,Upgrade
1,Short-Term Investments,174.05,45.09,31.12,37.26,102.03,132.45,58.31,62.35,105.85,13.28,Upgrade
2,Trading Asset Securities,10.6,14.73,17.14,18.87,18.65,17.62,21.74,20.6,-,18.1,Upgrade
3,Cash & Short-Term Investments,2207,1217,1475,1653,1847,2026,1876,1960,1970,2071,Upgrade
4,Cash Growth,49.60%,-26.39%,-20.13%,-18.40%,-1.53%,3.37%,-4.77%,-5.38%,-12.00%,-17.18%,Upgrade
5,Accounts Receivable,37.25,37.93,41.69,44.81,52.21,49.26,29.36,40.25,21.44,23.1,Upgrade
6,Other Receivables,55.47,120.91,51.43,88.34,-,75.87,45.8,32.19,-,52.69,Upgrade
7,Receivables,92.72,158.84,93.13,133.15,52.21,125.13,75.16,72.44,21.44,75.8,Upgrade
8,Inventory,1316,1308,1818,1863,1819,1821,1679,1624,1505,1607,Upgrade
9,Prepaid Expenses,75.45,-,51.49,-,88.22,-,55.59,-,51.74,-,Upgrade
10,Other Current Assets,7.61,9.71,9.9,15.32,10.71,10.4,8.82,8.48,10.2,12.22,Upgrade
11,Total Current Assets,3699,2693,3448,3665,3817,3982,3694,3665,3559,3766,Upgrade
12,"Property, Plant & Equipment",1687,11376,1793,11304,11329,11449,10585,10402,10121,10240,Upgrade
13,Long-Term Investments,814.31,907.54,836.37,847.08,971.14,734.19,1087,803.47,765.77,851.8,Upgrade
14,Long-Term Deferred Tax Assets,20.81,20.81,16.9,16.9,18.41,18.41,20.61,20.61,27.47,27.47,Upgrade
15,Other Long-Term Assets,9252,-,9582,-,-,-,123.5,48.6,-,-,Upgrade
16,Total Assets,15474,14998,15676,15833,16135,16184,15510,14940,14473,14885,Upgrade
17,Accounts Payable,10.21,10.91,9.03,9.6,7.55,8.26,7.83,6.28,7.51,10.56,Upgrade
18,Short-Term Debt,850.7,852.66,1055,906.53,784.96,489.36,582.58,444.79,452.68,469.33,Upgrade
19,Current Portion of Long-Term Debt,1131,921.91,1193,85.7,80.07,74.49,24.06,35.68,21.92,22.02,Upgrade
20,Current Portion of Leases,1.08,1.12,1.05,2.43,3.05,3.25,1.36,2.71,4.21,4.84,Upgrade
21,Current Income Taxes Payable,141.36,138.43,138.32,140.69,179.98,186.57,43.27,33.37,30.05,40.79,Upgrade
22,Current Unearned Revenue,73.74,2.24,1.59,8.4,6.29,9.69,11.43,0.77,0.15,46.97,Upgrade
23,Other Current Liabilities,383.04,428.78,409.49,371.55,394.54,449.89,435.85,394.86,355.12,444.76,Upgrade
24,Total Current Liabilities,2591,2356,2807,1525,1456,1222,1106,918.46,871.64,1039,Upgrade
25,Long-Term Debt,1433,628.78,303.93,1216,1266,1295,994.6,993.38,1088,1018,Upgrade
26,Long-Term Leases,0.18,0.73,-,0.07,1.13,2.66,4.02,3.49,4.28,6.15,Upgrade
27,Long-Term Deferred Tax Liabilities,270.44,297.69,291.47,325.2,315.02,322.76,268.32,260.73,242.89,256.88,Upgrade
28,Other Long-Term Liabilities,106.68,109.89,59.09,106.39,105.77,107.15,108.55,98.12,95.44,94.15,Upgrade
29,Total Liabilities,4401,3393,3461,3173,3144,2949,2482,2274,2303,2415,Upgrade
30,Common Stock,381.54,381.54,381.54,381.54,381.54,381.54,381.54,381.54,381.54,381.54,Upgrade
31,Retained Earnings,7770,8251,8878,9184,9285,9271,9101,8963,8874,9001,Upgrade
32,Comprehensive Income & Other,2886,2934,2898,3034,3247,3494,3451,3233,2853,3012,Upgrade
33,Total Common Equity,11038,11567,12158,12599,12914,13147,12934,12578,12109,12394,Upgrade
34,Minority Interest,34.78,37.79,56.55,60.62,77.28,87.71,94.93,87.72,61.8,76.19,Upgrade
35,Shareholders' Equity,11072,11605,12215,12660,12991,13234,13029,12665,12170,12470,Upgrade
36,Total Liabilities & Equity,15474,14998,15676,15833,16135,16184,15510,14940,14473,14885,Upgrade
37,Total Debt,3416,2405,2552,2211,2135,1865,1607,1480,1571,1521,Upgrade
38,Net Cash (Debt),-1209,-1188,-1077,-557.91,-288.09,160.55,269.31,479.67,398.49,550.52,Upgrade
39,Net Cash Growth,-,-,-,-,-,-66.53%,-32.42%,-12.87%,-50.72%,-66.29%,Upgrade
40,Net Cash Per Share,-3.19,-3.14,-2.84,-1.47,-0.76,0.42,0.71,1.27,1.05,1.45,Upgrade
41,Filing Date Shares Outstanding,378.58,378.58,378.58,378.58,378.58,378.58,378.58,378.58,378.58,378.58,Upgrade
42,Total Common Shares Outstanding,378.58,378.58,378.58,378.58,378.58,378.58,378.58,378.58,378.58,378.58,Upgrade
43,Working Capital,1108,337.36,640.96,2140,2360,2760,2588,2746,2687,2727,Upgrade
44,Book Value Per Share,29.16,30.55,32.11,33.28,34.11,34.73,34.16,33.22,31.98,32.74,Upgrade
45,Tangible Book Value,11038,11567,12158,12599,12914,13147,12934,12578,12109,12394,Upgrade
46,Tangible Book Value Per Share,29.16,30.55,32.11,33.28,34.11,34.73,34.16,33.22,31.98,32.74,Upgrade
47,Land,-,1684,-,1679,-,1694,-,1223,-,1224,Upgrade
48,Machinery,-,541.57,-,508.43,-,499.49,-,377.4,-,374.58,Upgrade
