,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,126.58,126.58,153.71,146.81,253.87,253.87,416.06,408.34,355.5,355.5,542.01,542.01,221.24,221.24,611.43,611.43,110.32,110.32,233.57,233.57,Upgrade
1,Revenue Growth (YoY),-50.14%,-50.14%,-63.06%,-64.05%,-28.59%,-28.59%,-23.24%,-24.66%,60.68%,60.68%,-11.35%,-11.35%,100.54%,100.54%,161.78%,161.78%,-42.68%,-42.68%,13.37%,13.37%,Upgrade
2,Cost of Revenue,117.72,117.72,192.26,186.73,203.52,203.52,364.68,358.29,294.42,294.42,416.44,416.44,187.7,187.7,526.35,526.35,115.89,115.89,164.52,164.52,Upgrade
3,Gross Profit,8.86,8.86,-38.55,-39.92,50.35,50.35,51.38,50.05,61.08,61.08,125.57,125.57,33.54,33.54,85.07,85.07,-5.57,-5.57,69.05,69.05,Upgrade
4,"Selling, General & Admin",65.92,65.92,89.55,87.65,69.97,69.97,45.23,43.34,87.07,87.07,46.42,46.42,64.91,64.91,29.25,29.25,60.61,60.61,28.38,28.38,Upgrade
5,Other Operating Expenses,-,-,17.34,17.34,-,-,7.18,7.18,-,-,2.74,2.74,-,-,1.67,1.67,-,-,2.54,2.54,Upgrade
6,Operating Expenses,65.92,65.92,114.48,112.57,69.97,69.97,52.13,50.24,87.07,87.07,52.95,52.95,64.91,64.91,31.84,31.84,60.61,60.61,30.86,30.86,Upgrade
7,Operating Income,-57.06,-57.06,-153.03,-152.49,-19.62,-19.62,-0.75,-0.19,-25.99,-25.99,72.62,72.62,-31.37,-31.37,53.24,53.24,-66.18,-66.18,38.2,38.2,Upgrade
8,Interest Expense,-38.97,-38.97,-35.34,-34.36,-36.09,-36.09,-27.79,-27.01,-36.29,-36.29,-39.01,-39.01,-22.76,-22.76,-12.01,-12.01,-3.55,-3.55,-3.44,-3.44,Upgrade
9,Interest & Investment Income,12.47,12.47,19.82,19.53,10.85,10.85,3.25,2.9,16.44,16.44,20.43,20.43,5.53,5.53,0.25,0.25,0.52,0.52,0.28,0.28,Upgrade
10,Earnings From Equity Investments,6.63,6.63,-11.73,-11.88,5.57,5.57,-0.61,-0.65,1.85,1.85,-6.21,-6.21,-0.26,-0.26,-2.1,-2.1,-1.04,-1.04,-0.28,-0.28,Upgrade
