,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,650,1169,2079,3976,3898,3820,5197,5171,5925,7198,7588,7588,6133,5171,3846,3638,3508,3768,2910,3066,3222,Upgrade
1,Market Cap Growth,-69.39%,-69.39%,-60.00%,-23.12%,-34.21%,-46.93%,-31.51%,-31.85%,-3.39%,39.20%,97.30%,108.57%,74.81%,37.24%,32.14%,18.64%,8.87%,53.98%,44.27%,55.40%,129.42%,Upgrade
2,Enterprise Value,3880,4214,4998,6894,6817,6500,7944,7863,8617,9808,10212,8586,7131,5929,4638,3968,3839,3728,2899,3557,3713,Upgrade
3,Last Close Price,0.25,0.45,0.80,1.53,1.50,1.46,1.99,1.98,2.26,2.75,2.85,2.85,2.30,1.94,1.37,1.30,1.25,1.34,1.04,1.09,1.15,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-1503.34,127.61,-,-,80.39,12.09,-,-,4.29,9.70,-,-,43.53,51.37,Upgrade
5,Forward PE,-,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,3.47,Upgrade
6,PS Ratio,1.01,1.97,2.82,4.47,3.39,2.65,3.17,2.98,3.23,3.42,3.70,4.05,3.18,2.58,2.09,2.12,2.88,4.99,3.45,3.22,3.56,Upgrade
7,PB Ratio,0.41,0.67,1.17,2.02,2.03,1.73,2.36,2.14,2.51,2.57,2.57,2.26,1.86,1.65,1.25,1.02,1.02,1.75,1.36,1.29,1.39,Upgrade
8,P/TBV Ratio,0.75,0.75,1.33,2.26,2.28,1.87,2.55,2.31,2.71,2.77,2.77,2.43,1.99,1.77,1.33,1.08,1.09,1.93,1.50,1.42,1.52,Upgrade
9,P/FCF Ratio,-,-,-,-62.95,-22.77,-,-,-,-,-,-,-,-,5.69,7.38,25.11,22.59,-,-,20.08,87.48,Upgrade
10,P/OCF Ratio,-,-,-,-109.17,-41.70,-,-,-,-,-,-,-,-,5.13,6.21,14.98,13.69,-,-,11.87,17.02,Upgrade
11,PEG Ratio,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,Upgrade
12,EV/Sales Ratio,6.30,7.08,6.77,7.74,5.93,4.52,4.85,4.53,4.70,4.66,4.98,4.58,3.70,2.96,2.51,2.31,3.16,4.94,3.44,3.73,4.11,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,181.93,75.58,-,-,45.34,46.63,-,-,89.39,95.82,-,-,18.99,20.93,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,84.78,93.51,-,-,-129.13,-82.20,-,-,37.20,38.60,Upgrade
15,EV/FCF Ratio,-22.16,-,-,-109.16,-39.82,-,-,-,-,-,-,-,-,6.52,8.90,27.40,24.72,-,-,23.29,100.81,Upgrade
16,Debt / Equity Ratio,1.77,1.77,1.77,1.55,1.55,1.27,1.27,1.25,1.25,1.12,1.12,0.97,0.97,0.67,0.67,0.31,0.31,0.19,0.19,0.14,0.14,Upgrade
17,Debt / EBITDA Ratio,-,-,-,-,-,-,-,15.82,15.75,-,-,5.94,5.94,-,-,3.03,3.03,-,-,1.08,1.08,Upgrade
18,Debt / FCF Ratio,-,-,-,-48.25,-17.34,-,-,-,-,-,-,-,-,2.32,4.00,7.58,6.79,-,-,2.12,8.61,Upgrade
19,Asset Turnover,0.10,0.10,0.12,0.11,0.20,0.20,0.31,0.30,0.23,0.23,0.34,0.37,0.16,0.17,0.51,0.64,0.16,0.16,0.33,0.35,Upgrade,
20,Inventory Turnover,2.31,1.62,1.59,2.54,2.67,3.26,3.31,5.86,5.86,4.45,4.54,6.55,6.13,2.59,2.70,7.92,7.47,1.55,1.56,2.23,2.14,Upgrade
21,Quick Ratio,0.58,0.58,0.58,0.68,0.68,0.63,0.63,0.88,0.88,0.67,0.67,0.41,0.41,0.69,0.69,1.77,1.77,0.40,0.40,1.08,1.08,Upgrade
22,Current Ratio,0.91,0.91,0.91,0.96,0.96,1.07,1.07,1.15,1.15,1.21,1.21,1.37,1.37,1.67,1.67,2.02,2.02,1.15,1.15,1.88,1.88,Upgrade
23,Return on Equity (ROE),-18.37%,-17.55%,-34.53%,-32.02%,-7.62%,-7.44%,7.56%,7.67%,-6.64%,-6.19%,12.86%,13.17%,-6.71%,-6.23%,55.81%,67.55%,-13.47%,-12.94%,5.11%,5.75%,Upgrade,
24,Return on Assets (ROA),-2.76%,-2.72%,-7.21%,-7.25%,-0.97%,-0.95%,-0.03%,-0.01%,-1.06%,-1.05%,2.88%,3.09%,-1.44%,-1.53%,2.76%,3.50%,-5.94%,-5.86%,3.34%,3.54%,Upgrade,
25,Return on Capital (ROIC),-3.15%,-3.14%,-8.40%,-8.30%,-1.09%,-1.07%,-0.04%,-0.01%,-1.28%,-1.24%,3.37%,3.72%,-1.80%,-1.89%,3.39%,4.25%,-7.08%,-6.98%,3.97%,4.19%,Upgrade,
26,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,1.89%,1.45%,-,-,-0.71%,-1.12%,-,-,3.56%,3.65%,Upgrade
27,Earnings Yield,-75.43%,-41.64%,-21.69%,-10.49%,-5.24%,-0.07%,-0.06%,-0.07%,0.78%,1.41%,1.33%,1.24%,8.27%,17.74%,22.79%,23.33%,10.31%,-2.36%,-0.34%,2.30%,1.95%,Upgrade
28,FCF Yield,-26.94%,-15.02%,-5.75%,-1.59%,-4.39%,-7.41%,-5.68%,-5.58%,-9.11%,-11.79%,-6.57%,-1.34%,6.63%,17.59%,13.55%,3.98%,4.43%,4.37%,5.39%,4.98%,1.14%,Upgrade
29,Payout Ratio,0.00%,-,-,-,-,-,-,159.39%,155.82%,-,-,162.23%,162.23%,-,-,-,-,-,-,-,-,Upgrade
30,Buyback Yield / Dilution,0.22%,0.28%,0.28%,0.17%,0.17%,0.13%,0.13%,1.71%,1.71%,4.26%,4.26%,2.64%,2.64%,-,-,-2.93%,-2.93%,-25.05%,-25.05%,-22.81%,-22.81%,Upgrade
31,Total Shareholder Return,0.22%,0.28%,0.28%,0.17%,0.17%,0.13%,0.13%,1.71%,1.71%,4.26%,4.26%,2.64%,2.64%,-,-,-2.93%,-2.93%,-25.05%,-25.05%,-22.81%,-22.81%,Upgrade
