,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Cash & Equivalents,2810,2973,3679,4080,5056,6178,8285,4877,4165,2840,Upgrade
1,Short-Term Investments,1291,787.25,785.31,906.55,767.25,1838,953.54,1015,905.62,1102,Upgrade
2,Trading Asset Securities,70.95,123.76,95.26,23.99,120.45,256.05,183.29,185.86,153.25,168.19,Upgrade
3,Cash & Short-Term Investments,4172,3884,4560,5010,5944,8272,9422,6078,5223,4110,Upgrade
4,Cash Growth,-8.50%,-22.47%,-23.29%,-39.43%,-36.91%,36.11%,80.37%,47.87%,3.74%,-5.16%,Upgrade
5,Accounts Receivable,415.98,334.97,349.7,374.23,403.29,307.99,340.95,313.74,305.07,306.04,Upgrade
6,Receivables,415.98,334.97,349.7,374.23,403.29,307.99,340.95,313.74,305.07,306.04,Upgrade
7,Inventory,8824,9808,10102,11723,11801,11083,9711,10720,10153,6223,Upgrade
8,Prepaid Expenses,66.73,138.58,162.38,102.36,140.47,36.78,53.1,36,42.23,25.09,Upgrade
9,Restricted Cash,695.59,1326,817.82,1454,2083,2553,1951,2494,1121,1526,Upgrade
10,Other Current Assets,595.68,2.52,418.89,1.85,389.51,5.47,324.78,5.37,786.93,34.88,Upgrade
11,Total Current Assets,14770,15494,16410,18665,20761,22258,21803,19647,17632,12225,Upgrade
12,"Property, Plant & Equipment",9297,10298,10489,11164,11569,12558,12771,13141,12949,13515,Upgrade
13,Long-Term Investments,7464,9353,9717,9513,9679,9834,10072,9589,9761,10395,Upgrade
14,Goodwill,219.79,218.31,221.98,219.67,207.79,260.85,274.42,279.18,271.96,224.16,Upgrade
15,Other Intangible Assets,130.24,130.97,134,154.6,152.05,154.5,165.96,158.15,158.28,135.2,Upgrade
16,Long-Term Accounts Receivable,489.24,482.59,477.97,497.18,493.64,541.61,526.69,322.12,-,-,Upgrade
17,Long-Term Deferred Tax Assets,1.95,1.79,1.86,2.05,2.12,2.19,2.15,4.16,4.26,13.92,Upgrade
18,Other Long-Term Assets,35050,35514,36518,37747,38031,38282,37423,37238,36341,42083,Upgrade
19,Total Assets,67422,71493,73970,77963,80896,83891,83038,80378,77118,78592,Upgrade
20,Accounts Payable,279.47,332.54,393.96,411.38,612.58,514.77,490.58,631.62,413.77,338.8,Upgrade
21,Current Portion of Long-Term Debt,2544,2394,6035,5700,7436,7300,3151,4658,8075,2278,Upgrade
22,Current Portion of Leases,265.48,251.28,245.04,229.82,275.18,271.02,283.73,246.99,280.67,245.35,Upgrade
23,Current Income Taxes Payable,702.42,652.26,496.56,543.41,564.93,655.03,545.3,474.4,439.52,362.84,Upgrade
24,Current Unearned Revenue,237.89,-,941.91,-,677.89,-,1067,-,507.37,-,Upgrade
25,Other Current Liabilities,2510,3118,3008,3636,2932,4064,3315,4293,3569,4200,Upgrade
26,Total Current Liabilities,6539,6749,11121,10521,12499,12805,8852,10304,13285,7425,Upgrade
27,Long-Term Debt,22751,24245,19891,20651,20400,19651,23631,18424,14087,18147,Upgrade
28,Long-Term Leases,643.28,734.99,838.62,851,974.96,1011,1104,1004,1094,1140,Upgrade
29,Long-Term Deferred Tax Liabilities,4060,3955,4153,4669,4866,5210,5256,5407,5013,5280,Upgrade
30,Other Long-Term Liabilities,1121,1120,1105,1171,1169,1234,1210,1203,188.48,312.86,Upgrade
31,Total Liabilities,35114,36803,37108,37862,39908,39911,40053,36342,33667,32305,Upgrade
32,Common Stock,6240,6240,6240,6240,5463,5463,4135,4135,4128,4082,Upgrade
33,Retained Earnings,18374,18774,20626,22231,23540,25019,25498,26359,27586,29409,Upgrade
34,Comprehensive Income & Other,1196,2788,2918,3712,3791,4648,4517,4418,3257,1196,Upgrade
35,Total Common Equity,25810,27801,29784,32183,32794,35130,34149,34912,34970,34687,Upgrade
36,Minority Interest,6497,6888,7078,7917,8193,8850,8835,9124,8481,11600,Upgrade
37,Shareholders' Equity,32308,34690,36862,40100,40988,43980,42985,44036,43451,46287,Upgrade
38,Total Liabilities & Equity,67422,71493,73970,77963,80896,83891,83038,80378,77118,78592,Upgrade
39,Total Debt,26203,27625,27010,27432,29086,28233,28170,24333,23536,21810,Upgrade
40,Net Cash (Debt),-22031,-23741,-22451,-22421,-23142,-19961,-18748,-18255,-18313,-17700,Upgrade
41,Net Cash Per Share,-15.16,-16.34,-15.49,-23.02,-23.90,-22.79,-24.53,-29.83,-30.02,-29.19,Upgrade
42,Filing Date Shares Outstanding,1453,1453,1453,1453,968.89,968.89,968.89,612.09,611.17,610.27,Upgrade
43,Total Common Shares Outstanding,1453,1453,1453,1453,968.89,968.89,612.09,612.09,611.17,606.46,Upgrade
44,Working Capital,8231,8745,5289,8144,8262,9453,12951,9343,4347,4800,Upgrade
45,Book Value Per Share,17.76,19.13,20.49,22.14,33.85,36.26,55.79,57.04,57.22,57.20,Upgrade
46,Tangible Book Value,25460,27452,29428,31809,32434,34715,33709,34474,34540,34328,Upgrade
47,Tangible Book Value Per Share,17.52,18.89,20.25,21.89,33.48,35.83,55.07,56.32,56.51,56.60,Upgrade
48,Buildings,269.62,-,330.32,-,347.39,-,356.71,-,329.82,-,Upgrade
49,Machinery,759.35,-,782.45,-,775,-,752.68,-,632.87,-,Upgrade
50,Construction In Progress,372.17,-,357.79,-,315.25,-,223.42,-,59,-,Upgrade
51,Leasehold Improvements,737.21,-,746.39,-,780.97,-,730.26,-,648.63,-,Upgrade
