,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1848,1163,879,861,978,1082,1262,1416,1298,1028,1569,Upgrade
1,Market Cap Growth,35.08%,35.08%,-10.14%,-20.42%,-22.50%,-23.57%,-2.78%,37.72%,-17.24%,-39.68%,18.37%,Upgrade
2,Enterprise Value,-3899,-4706,-6336,-6483,-6359,-6262,-4790,-6609,-6389,-6672,-6218,Upgrade
3,Last Close Price,4.10,2.46,1.86,1.82,1.94,2.15,2.39,2.68,2.46,1.94,2.97,Upgrade
4,PE Ratio,4.48,2.82,15.83,-,-,-,2.32,1.73,2.29,3.06,4.62,Upgrade
5,Forward PE,-,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,Upgrade
6,PS Ratio,2.22,1.39,1.10,2.27,3.90,5.88,2.52,1.96,2.71,3.08,4.75,Upgrade
7,PB Ratio,0.15,0.09,0.07,0.07,0.08,0.09,0.10,0.11,0.11,0.09,0.13,Upgrade
8,P/TBV Ratio,0.10,0.10,0.07,0.07,0.08,0.09,0.10,0.11,0.11,0.09,0.14,Upgrade
9,P/FCF Ratio,3.62,2.28,1.58,6.31,6.55,0.52,9.13,-,9.69,-,5.10,Upgrade
10,P/OCF Ratio,2.28,2.28,1.58,6.29,6.53,0.52,9.12,-,9.66,-,5.09,Upgrade
11,EV/FCF Ratio,-7.64,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,0.00,0.01,-,0.00,-,0.01,Upgrade
14,Return on Capital Employed (ROCE),7.09%,7.09%,6.91%,2.83%,1.58%,0.71%,3.23%,4.95%,3.22%,2.08%,2.03%,Upgrade
15,Earnings Yield,22.31%,35.45%,6.32%,-27.74%,-71.68%,-40.74%,43.17%,57.73%,43.69%,32.65%,21.63%,Upgrade
16,FCF Yield,27.60%,43.85%,63.19%,15.85%,15.27%,192.37%,10.95%,-101.54%,10.31%,-3.34%,19.61%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,0.00%,-,Upgrade,
18,Total Shareholder Return,2.93%,-,-,-,-,-,-,-,0.00%,0.00%,-,Upgrade
