,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,636,658,519,497,511,555,555,511,555,548,585,Upgrade
1,Market Cap Growth,32.35%,32.35%,1.43%,-10.53%,-7.89%,8.57%,0%,-6.67%,-5.00%,-17.58%,-20.00%,Upgrade
2,Enterprise Value,562,582,438,433,434,492,478,440,477,453,473,Upgrade
3,Last Close Price,0.87,0.90,0.70,0.66,0.68,0.73,0.73,0.67,0.73,0.72,0.77,Upgrade
4,PE Ratio,255.55,264.00,147.24,42.52,38.97,-132.02,-,33.03,-114.59,-,-,Upgrade
5,PS Ratio,13.16,13.61,11.00,8.96,7.09,7.78,9.74,12.18,21.37,22.94,16.33,Upgrade
6,PB Ratio,1.03,1.07,0.84,0.80,0.84,0.91,0.89,1.20,1.35,1.77,1.94,Upgrade
7,P/TBV Ratio,1.07,1.07,0.84,0.80,0.84,0.91,0.89,1.20,1.35,1.77,1.94,Upgrade
8,P/FCF Ratio,155.66,161.03,34.52,42.72,-,-53.61,-,-79.54,-,-,-,Upgrade
9,P/OCF Ratio,142.50,142.50,33.34,42.07,-,-55.50,-,-79.54,-,-,-,Upgrade
10,EV/Sales Ratio,11.64,12.05,9.29,7.81,6.01,6.90,8.38,10.47,18.34,18.98,13.23,Upgrade
11,EV/EBITDA Ratio,68.06,93.92,89.80,-,25.22,70.60,-157.05,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,41.97,755.29,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,137.69,142.58,29.17,37.27,-,-47.49,-,-68.38,-,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,Upgrade
15,Debt / FCF Ratio,1.38,1.38,0.42,0.58,-,-0.76,-,-1.04,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,1.39%,0.09%,-,-,-,-,-,Upgrade
17,Earnings Yield,0.39%,0.38%,0.68%,2.35%,2.57%,-0.76%,-1.34%,3.03%,-0.87%,-21.90%,-29.28%,Upgrade
18,FCF Yield,0.64%,0.62%,2.90%,2.34%,2.03%,-1.87%,-3.15%,-1.26%,-4.82%,-6.79%,-10.54%,Upgrade
19,Dividend Yield,2.30%,-,2.85%,1.52%,1.47%,1.37%,-,-,-,-,-,Upgrade
20,Total Shareholder Return,2.30%,-,2.85%,1.52%,1.47%,1.37%,-,-,-,-,-,Upgrade
