,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,350,249,370,376,378,273,319,367,331,257,229
1,Market Cap Growth,-33.58%,-33.58%,-2.28%,37.63%,18.55%,-25.54%,-3.46%,42.64%,44.35%,-47.98%,-
2,Enterprise Value,0,23,129,107,138,8,104,122,73,-37,-154
3,Last Close Price,0.18,0.12,0.17,0.16,0.16,0.11,0.13,0.14,0.13,0.10,0.08
4,PE Ratio,6.36,4.52,7.55,7.30,7.96,5.92,7.52,8.80,8.57,6.82,6.37
5,PS Ratio,0.66,0.47,0.76,0.74,0.80,0.64,0.80,0.99,0.99,0.86,0.73
6,PB Ratio,0.56,0.40,0.63,0.63,0.67,0.48,0.59,0.68,0.65,0.51,0.47
7,P/TBV Ratio,0.42,0.42,0.67,0.68,0.72,0.52,0.64,0.76,0.71,0.55,0.52
8,P/FCF Ratio,2.61,1.86,-25.96,-,26.43,-,4.84,31.37,-20.25,-,-
9,P/OCF Ratio,1.85,1.85,-27.70,-,25.65,-,4.65,26.40,-21.11,-,-
10,EV/Sales Ratio,0.00,0.04,0.26,0.21,0.29,0.02,0.26,0.33,0.22,-,-
11,EV/EBITDA Ratio,0.00,0.31,1.40,0.97,1.30,0.08,1.19,1.84,1.26,-,-
12,EV/EBIT Ratio,0.00,0.31,1.43,1.01,1.32,0.08,1.21,1.86,1.29,-,-
13,EV/FCF Ratio,0.00,0.17,-9.05,-,9.64,-,1.58,10.41,-4.45,-,-
14,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.00,0.01,0.01
15,Debt / FCF Ratio,0.05,0.05,-0.67,-,0.94,-,0.28,1.61,-0.07,-,-
16,Return on Capital Employed (ROCE),12.02%,12.02%,15.18%,17.70%,18.14%,16.54%,15.49%,11.82%,10.97%,10.65%,10.82%
17,Earnings Yield,15.78%,22.11%,13.24%,13.70%,12.56%,16.88%,13.29%,11.36%,11.66%,14.65%,15.69%
18,FCF Yield,38.30%,53.68%,-3.85%,5.30%,3.78%,10.51%,20.64%,3.19%,-4.94%,-24.98%,-6.46%
19,Dividend Yield,7.70%,11.53%,7.09%,7.98%,6.91%,9.40%,6.64%,4.92%,3.78%,5.08%,5.33%
20,Buyback Yield / Dilution,0.17%,0.05%,0.29%,0.56%,0.09%,-0.00%,0.45%,3.17%,3.02%,-7.32%,-33.33%
21,Total Shareholder Return,7.87%,11.58%,7.37%,8.54%,7.00%,9.40%,7.08%,8.09%,6.79%,-2.24%,-28.00%
