,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,356.85,235.73,251.59,281.74,255.52,283.28,233.67,246.13,260.67,298.05
1,Cash & Short-Term Investments,356.85,235.73,251.59,281.74,255.52,283.28,233.67,246.13,260.67,298.05
2,Cash Growth,41.84%,-16.33%,-1.54%,-0.54%,9.35%,15.09%,-10.36%,-17.42%,-32.48%,81.40%
3,Accounts Receivable,206.64,223.8,219.25,192.92,193.03,164.74,174.42,179.57,164.51,149.59
4,Other Receivables,0.01,0.56,2.54,4.94,1.57,5.98,4.26,8.45,22.1,19.28
5,Receivables,206.65,224.36,221.79,197.85,194.6,170.72,178.68,188.02,186.61,168.87
6,Inventory,8.72,6.51,4.41,2.09,2.02,2.92,3.71,0.39,0.43,-
7,Prepaid Expenses,9.97,15.76,10.41,11.18,9.04,6.84,9.01,9.68,5.73,3.75
8,Other Current Assets,403.09,359.93,378.93,330.07,381.13,310.94,317.03,227.34,192.8,148.43
9,Total Current Assets,985.27,842.29,867.13,822.93,842.31,774.69,742.1,671.56,646.24,619.09
10,"Property, Plant & Equipment",11.77,14.12,15.97,19.22,21.87,25.71,26.9,7.6,8.96,10.47
11,Long-Term Investments,32.34,25.27,29.46,28.13,31.58,39.74,42.22,36.66,35.99,25.08
12,Goodwill,29.71,29.71,29.71,29.71,29.71,29.71,29.71,29.71,29.71,29.71
13,Other Intangible Assets,8.38,8.7,8.22,8.58,11.05,12.86,25.72,15.83,10.24,11.83
14,Long-Term Deferred Tax Assets,0.08,0.08,0.24,-,-,-,-,-,-,-
15,Other Long-Term Assets,1.61,1.41,1.28,1.39,1.39,1.4,1.39,1.06,0.2,0.54
16,Total Assets,1069,921.58,952.01,909.96,937.9,884.11,868.04,762.42,731.33,696.73
17,Accounts Payable,227.65,165.87,208.1,185.35,214.09,194.72,187.53,143.23,142.03,133.94
18,Accrued Expenses,98.58,58.35,69.28,34.13,69.03,30.73,75.78,26.76,54.72,17.92
19,Current Portion of Leases,5.67,5.39,5.13,5.3,5.29,5.55,4.3,0.85,2.2,3
20,Current Income Taxes Payable,10.31,2.24,3.68,1.82,2.61,1.32,2.39,1.68,1.63,0.59
21,Current Unearned Revenue,92.27,81.07,57.04,69.39,64.43,56.36,42.49,37.73,21.42,26.73
22,Other Current Liabilities,6.5,15.5,8.08,39.14,6.97,39.45,3.85,39.47,4.18,29.79
23,Total Current Liabilities,440.97,328.41,351.29,335.12,362.42,328.13,316.34,249.72,226.18,211.97
24,Long-Term Leases,1.63,4.13,5.59,8.09,9.85,12.58,14.47,0.36,0.54,1.11
25,Long-Term Deferred Tax Liabilities,-,-,0.21,-,-,-,0,0,0.02,0.07
26,Other Long-Term Liabilities,1.31,1.31,1.31,1.31,1.31,1.31,1.31,-,-,-
27,Total Liabilities,443.92,333.86,358.4,344.52,373.59,342.02,332.12,250.08,226.75,213.15
28,Common Stock,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92,19.92
29,Additional Paid-In Capital,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05,190.05
30,Retained Earnings,379.58,343.69,347.99,319.87,318.07,292.55,288.37,263.59,255.99,234.61
31,Comprehensive Income & Other,35.67,34.06,35.64,35.59,36.27,39.57,37.59,38.77,38.62,38.99
32,Shareholders' Equity,625.23,587.72,593.61,565.44,564.31,542.09,535.92,512.34,504.58,483.58
33,Total Liabilities & Equity,1069,921.58,952.01,909.96,937.9,884.11,868.04,762.42,731.33,696.73
34,Total Debt,7.3,9.53,10.72,13.39,15.14,18.13,18.77,1.21,2.75,4.11
35,Net Cash (Debt),349.55,226.2,240.88,268.35,240.38,265.15,214.9,244.92,257.92,293.93
36,Net Cash Growth,45.12%,-15.71%,0.21%,1.21%,11.86%,8.26%,-16.68%,-16.67%,-32.66%,78.90%
37,Net Cash Per Share,0.18,0.12,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.15
38,Filing Date Shares Outstanding,1917,1916,1918,1992,1992,1992,1992,1992,1992,1992
39,Total Common Shares Outstanding,1917,1916,1918,1992,1992,1992,1992,1992,1992,1992
40,Working Capital,544.3,513.88,515.84,487.81,479.88,446.56,425.76,421.84,420.06,407.12
41,Book Value Per Share,0.33,0.31,0.31,0.28,0.28,0.27,0.27,0.26,0.25,0.24
42,Tangible Book Value,587.14,549.31,555.68,527.15,523.55,499.52,480.49,466.79,464.63,442.04
43,Tangible Book Value Per Share,0.31,0.29,0.29,0.26,0.26,0.25,0.24,0.23,0.23,0.22
44,Buildings,-,10.32,-,10.83,-,11.12,-,10.89,-,10.16
45,Machinery,-,7.38,-,6.84,-,6.52,-,5.42,-,4.68
46,Leasehold Improvements,-,2.95,-,2.81,-,2.82,-,1.14,-,1.1
