,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,163,170,185,185,194,194,218,260,212,269,238
1,Market Cap Growth,-8.33%,-8.33%,-4.55%,-4.55%,-11.11%,-25.42%,3.13%,-3.28%,-11.11%,-17.57%,-27.03%
2,Enterprise Value,-76,-73,-54,-55,-44,-43,-18,20,10,71,60
3,Last Close Price,0.37,0.38,0.40,0.39,0.39,0.39,0.43,0.50,0.38,0.49,0.41
4,PE Ratio,8.75,9.11,8.74,7.42,7.79,5.84,5.45,5.91,5.25,7.57,5.72
5,PS Ratio,3.13,3.26,3.60,3.62,3.29,3.04,3.38,4.21,3.45,4.16,2.99
6,PB Ratio,0.15,0.16,0.17,0.18,0.18,0.17,0.19,0.23,0.19,0.26,0.23
7,P/FCF Ratio,17.17,-,12.10,17.87,15.17,7.97,9.50,13.73,10.18,10.93,7.82
8,P/OCF Ratio,17.17,-,12.10,17.87,15.17,7.97,9.50,13.73,10.18,10.93,7.82
9,EV/Sales Ratio,-,-,-,-,-,-,-,0.33,0.16,1.09,0.75
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,0.90,0.47,3.62,2.45
11,EV/EBIT Ratio,-,-,-,-,-,-,-,0.91,0.47,3.72,2.49
12,EV/FCF Ratio,-,-,-,-,-,-,-,1.07,0.46,2.86,1.97
13,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03
14,Debt / FCF Ratio,0.09,-,0.10,0.22,0.23,0.15,0.56,0.72,0.89,0.88,0.87
15,Earnings Yield,11.43%,10.98%,11.44%,13.48%,12.84%,17.12%,18.36%,16.92%,19.05%,13.21%,17.50%
16,FCF Yield,5.82%,5.82%,8.27%,5.59%,6.59%,12.55%,10.53%,7.28%,9.82%,9.15%,12.79%
17,Dividend Yield,3.48%,3.94%,4.53%,2.91%,-,-,5.32%,2.07%,-,-,-
18,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.03%,
19,Total Shareholder Return,3.48%,3.94%,4.53%,2.91%,-,-,5.32%,2.07%,-,-,0.03%
