,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Rental Revenue,23.89,24.66,22.12,25.21,27.08,27.52,25.16,26.24,25.49,33.5
1,Total Revenue,23.89,24.66,22.12,25.21,27.08,27.52,25.16,26.24,25.49,33.5
2,Revenue Growth (YoY,8.01%,-2.21%,-18.32%,-8.37%,7.63%,4.86%,-1.30%,-21.67%,-32.51%,9.41%
3,Property Expenses,6.43,6.67,5.49,7.51,6.28,7.17,5.9,6.52,5.89,12.99
4,"Selling, General & Administrative",7.38,11.62,8.06,9.71,7.49,10.48,7.9,11.47,10.66,13.1
5,Other Operating Expenses,-0.23,-0.11,0.62,-1.15,-0.61,-0.36,0.41,0.61,-0.65,-0.28
6,Total Operating Expenses,13.58,18.18,14.18,16.07,13.16,17.29,14.22,18.6,15.9,25.8
7,Operating Income,10.31,6.48,7.94,9.14,13.93,10.23,10.95,7.64,9.6,7.7
8,Interest Expense,-0.01,-0.02,-0.02,-0.03,-0.2,-0.29,-0.38,-0.49,-0.59,-0.69
9,Interest & Investment Income,3.5,3.38,3.06,1.53,0.85,0.84,0.71,1.01,1.8,1.5
10,Currency Exchange Gain (Loss),-0.41,-0.72,0.84,2.33,0.94,2.34,1.67,8.29,-1.5,0.37
11,EBT Excluding Unusual Items,13.39,9.13,11.83,12.97,15.51,13.13,12.94,16.44,9.31,8.88
12,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.03,-,2.27,-,-
13,Asset Writedown,0.96,-0.07,5.38,-0.61,0.74,7.98,9.57,6.74,10.49,14.44
14,Total Legal Settlements,-,-,-,-,-,-,-,-,-,4.81
15,Other Unusual Items,-,0.03,-,0.15,0.05,-,-,0.45,-,-
16,Pretax Income,14.34,9.09,17.21,12.51,16.3,21.13,22.51,25.9,19.8,28.14
17,Income Tax Expense,2.91,3.15,3.88,2.71,4.05,4.99,5.98,5.79,5.93,9.6
18,Net Income,11.43,5.94,13.32,9.8,12.25,16.14,16.53,20.11,13.88,18.54
19,Net Income to Common,11.43,5.94,13.32,9.8,12.25,16.14,16.53,20.11,13.88,18.54
20,Net Income Growth,-14.20%,-39.44%,8.74%,-39.26%,-25.91%,-19.73%,19.16%,8.47%,-25.98%,141.24%
21,Basic Shares Outstanding,441,441,441,441,441,441,441,441,441,441
22,Diluted Shares Outstanding,441,441,441,441,441,441,441,441,441,441
23,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.03%
24,EPS (Basic),0.03,0.01,0.03,0.02,0.03,0.04,0.04,0.05,0.03,0.04
25,EPS (Diluted),0.03,0.01,0.03,0.02,0.03,0.04,0.04,0.05,0.03,0.04
26,EPS Growth,-14.20%,-39.44%,8.74%,-39.26%,-25.91%,-19.73%,19.15%,8.47%,-25.97%,141.31%
27,Dividend Per Share,0.008,0.006,0.011,-,-,0.010,0.009,-,-,-
28,Dividend Growth,-26.42%,-,-,-,-,-,-,-,-,-
29,Operating Margin,43.16%,26.28%,35.91%,36.27%,51.42%,37.18%,43.50%,29.10%,37.64%,22.98%
30,Profit Margin,47.84%,24.08%,60.22%,38.88%,45.23%,58.66%,65.71%,76.62%,54.43%,55.33%
31,Free Cash Flow Margin,-6.89%,44.02%,13.81%,25.96%,17.65%,58.26%,10.79%,49.76%,17.49%,53.68%
32,EBITDA,10.4,6.57,8.02,9.23,14,10.3,11.02,7.73,9.75,7.99
33,D&A For Ebitda,0.09,0.09,0.07,0.08,0.08,0.07,0.08,0.1,0.16,0.29
34,EBIT,10.31,6.48,7.94,9.14,13.93,10.23,10.95,7.64,9.6,7.7
