,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,345,398,464,541,677,588,826,1030,1282,1388,1333,Upgrade
1,Market Cap Growth,-26.37%,-26.37%,-31.58%,-8.08%,-18.00%,-42.87%,-35.57%,-25.81%,-3.81%,-26.78%,-35.43%,Upgrade
2,Enterprise Value,975,669,786,988,1078,521,700,-1217,-1091,-1123,-800,Upgrade
3,Last Close Price,0.29,0.34,0.37,0.43,0.54,0.47,0.66,0.81,0.94,0.99,0.92,Upgrade
4,PE Ratio,-,-,7.61,7.80,-6.90,-,-,-,-,-,5.05,Upgrade
5,Forward PE,-,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,Upgrade
6,PS Ratio,0.42,0.48,0.59,0.98,2.33,1.30,1.99,3.64,4.25,2.49,1.17,Upgrade
7,PB Ratio,0.10,0.09,0.10,0.12,0.15,0.13,0.18,0.20,0.24,0.25,0.23,Upgrade
8,P/TBV Ratio,0.11,0.11,0.12,0.15,0.18,0.16,0.22,0.25,0.30,0.32,0.29,Upgrade
9,P/FCF Ratio,2.07,2.39,3.69,12.80,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,2.11,2.11,3.13,9.52,-14.21,-,-,-,-,-,4.25,Upgrade
11,EV/Sales Ratio,1.18,0.81,1.00,1.78,3.70,1.16,1.68,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,5.66,5.58,6.49,-10.31,-,-3.24,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,24.03,16.49,21.77,-15.39,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,5.86,4.02,6.26,23.38,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,Upgrade
16,Debt / FCF Ratio,0.40,0.40,0.53,0.63,-,-,-,-,-,-,-,Upgrade
17,Return on Capital Employed (ROCE),0.90%,0.90%,0.77%,-1.40%,-,-,-,-,-,-,-,Upgrade
18,Earnings Yield,-37.38%,-32.36%,13.14%,12.81%,-14.49%,-101.99%,-63.95%,-11.63%,-13.85%,-3.97%,19.80%,Upgrade
19,FCF Yield,48.25%,41.77%,27.12%,7.81%,-9.18%,-27.62%,-20.90%,-17.18%,-19.74%,-12.49%,17.87%,Upgrade
20,Dividend Yield,5.17%,-,-,-,-,-,-,3.73%,3.20%,4.53%,6.53%,Upgrade
21,Buyback Yield / Dilution,0.00%,-,0.00%,0.66%,0.73%,0.14%,1.37%,2.62%,1.73%,1.35%,3.19%,Upgrade
22,Total Shareholder Return,5.17%,-,0.00%,0.66%,0.73%,0.14%,1.37%,6.35%,4.93%,5.88%,9.72%,Upgrade
