,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,53082,44762,45888,43234,48458,40083,37973,41369,43565,38704,50476,52449,57890,56637,50275,36938,39968,31046,23887,27147,Upgrade
1,Other Revenue,-2737,2737,-,4794,-2121,2121,-,4301,-2431,2431,-,3784,-1705,1705,-,3714,-1818,1818,-,3190,Upgrade
2,Revenue,50345,47499,45888,48028,46337,42204,37973,45669,41134,41134,50476,56233,56184,58343,50275,40651,38150,32864,23887,30338,Upgrade
3,Revenue Growth (YoY),8.65%,12.54%,20.84%,5.17%,12.65%,2.60%,-24.77%,-18.79%,-26.79%,-29.50%,0.40%,38.33%,47.27%,77.53%,110.47%,34.00%,24.34%,14.97%,-9.70%,9.74%,Upgrade
4,Cost of Revenue,39497,41292,39241,42476,38404,38623,35374,50017,35520,39353,39685,47460,36244,40624,36503,35267,28308,29218,20181,28784,Upgrade
5,Gross Profit,10848,6207,6646,5552,7933,3582,2599,-4348,5614,1781,10791,8773,19941,17719,13772,5384,9842,3646,3706,1553,Upgrade
6,"Selling, General & Admin",2846,2257,2452,2533,2466,2283,2358,3101,2518,1986,2807,3644,2898,3045,2496,561.6,3765,1494,1862,1346,Upgrade
7,Research & Development,3018,3080,2726,3173,2880,2607,2660,2701,3038,2556,2806,2500,3184,2719,2213,2388,2007,1676,1568,2168,Upgrade
8,Other Operating Expenses,215.66,188.95,118.48,2908,8.99,-152.71,-2053,4984,-1388,-1585,-763.69,-232.52,-98.16,-145.83,-192.04,2176,-94.99,-119.78,-893.13,1612,Upgrade
9,Operating Expenses,6084,5532,5318,8644,5348,4740,2954,10810,4173,2964,4862,5896,5994,5651,4519,5126,5675,3052,2535,5126,Upgrade
10,Operating Income,4764,674.09,1329,-3093,2585,-1158,-354.99,-15158,1441,-1182,5929,2877,13946,12068,9253,258.22,4167,593.82,1171,-3572,Upgrade
11,Interest Expense,-1086,-999.44,-952.03,-487.37,-1211,-877.09,-961.73,-1294,-774.74,-636.17,-867.26,-1221,-1207,-1336,-1103,-1081,-918.13,-772.07,-726.02,-925.04,Upgrade
12,Interest & Investment Income,611.54,596.92,548.75,643.2,445.92,1005,748.71,5986,294.41,896.44,400.76,1096,832.42,252.83,216.85,975.46,358.98,189.21,247.61,469.61,Upgrade
13,Currency Exchange Gain (Loss),-521.37,521.37,-,439.33,-461.92,461.92,-,-258.46,-244.1,244.1,-,248.02,-295.82,295.82,-,73.11,92.44,-92.44,-,-226.57,Upgrade
14,Other Non Operating Income (Expenses),156.18,-270.12,261.29,-784.09,544.33,59.99,91.4,-151.21,6.36,-68.74,114.42,-234.45,247.09,-208.7,176.33,85.27,-102.52,-2.28,-13.81,234.65,Upgrade
15,EBT Excluding Unusual Items,3924,522.83,1187,-3281,1902,-508.08,-476.61,-10876,722.83,-746.52,5577,2766,13523,11072,8544,310.58,3598,-83.75,678.71,-4020,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-,-,-147.76,-,-,-,-279.74,-,-,-,-,-,-,-,-196.77,Upgrade
17,Gain (Loss) on Sale of Investments,178.47,-2.14,-259.88,164.91,-40.8,58.94,108.5,25.83,55.43,22.68,46.89,18.34,26.73,13.27,24.62,-256.41,2.98,3.31,16.41,-234.71,Upgrade
18,Gain (Loss) on Sale of Assets,3.2,0.57,7.04,11.06,2.97,1.52,7.75,4.5,4.31,3.62,-0.02,2.38,-1.48,2,150.61,0.98,6.43,8.81,2.85,0.3,Upgrade
19,Asset Writedown,-3825,728.68,-748.25,1100,-1306,592.89,-631.96,5061,-5242,1347,-1356,2556,-2732,658.17,-1259,1253,-1771,605.8,-615.5,991.41,Upgrade
20,Other Unusual Items,217.98,394.06,449.28,4128,-,-,-,5549,-,-,-,-,-,-,-,2332,-,-,-,2740,Upgrade
21,Pretax Income,498.81,1644,634.74,2122,558.42,145.28,-992.33,-383.51,-4460,626.5,4268,5063,10816,11745,7460,3640,1836,534.18,82.47,-719.7,Upgrade
22,Income Tax Expense,332.19,356.16,151.91,355.76,286.84,577.55,242.99,22.19,88.2,638.67,1043,187.46,1740,1336,924.52,622.46,446.3,295.58,200.22,87.75,Upgrade
23,Earnings From Continuing Operations,166.62,1288,482.83,1766,271.59,-432.27,-1235,-405.71,-4548,-12.17,3225,4875,9076,10409,6536,3017,1390,238.6,-117.75,-807.45,Upgrade
24,Minority Interest in Earnings,859.09,12.41,500.98,-240.59,14.76,920.76,1483,2656,3243,2219,1164,926.38,-1834,-2753,-1275,-457.52,-49.73,330.18,684.43,873.86,Upgrade
25,Net Income,1026,1300,983.81,1525,286.35,488.49,247.32,2250,-1305,2207,4389,5801,7242,7657,5261,2560,1340,568.77,566.68,66.4,Upgrade
26,Preferred Dividends & Other Adjustments,-,-,-,135.73,-,-,-,595.22,-,-,-,564.83,-,-,-,485.93,-,-,-,56.11,Upgrade
27,Net Income to Common,1026,1300,983.81,1390,286.35,488.49,247.32,1655,-1305,2207,4389,5237,7242,7657,5261,2074,1340,568.77,566.68,10.29,Upgrade
28,Net Income Growth,258.21%,166.17%,297.80%,-32.22%,-,-77.87%,-94.36%,-61.21%,-,-71.18%,-16.57%,126.64%,440.30%,1246.16%,828.31%,3754.85%,629.30%,-7.77%,-46.12%,18.45%,Upgrade
29,Shares Outstanding (Basic),34190,38296,37839,37430,79743,37674,82438,27908,44506,38758,38838,35589,36062,35863,35306,16974,34420,46865,40477,34350,Upgrade
30,Shares Outstanding (Diluted),34190,38296,37839,37430,79743,37674,82438,27908,44506,38758,38838,35589,36062,35863,35306,16974,34420,46865,40477,34350,Upgrade
31,Shares Change (YoY),-57.12%,1.65%,-54.10%,34.12%,79.17%,-2.80%,112.26%,-21.58%,23.42%,8.07%,10.01%,109.67%,4.77%,-23.48%,-12.78%,-50.59%,-6.36%,36.00%,15.45%,-0.97%,Upgrade
32,EPS (Basic),0.03,0.03,0.03,0.04,0.00,0.01,0.00,0.06,-0.03,0.06,0.11,0.15,0.20,0.21,0.15,0.12,0.04,0.01,0.01,0.00,Upgrade
33,EPS (Diluted),0.03,0.03,0.03,0.04,0.00,0.01,0.00,0.06,-0.03,0.06,0.11,0.15,0.20,0.21,0.15,0.12,0.04,0.01,0.01,-0.00,Upgrade
34,EPS Growth,735.65%,161.85%,766.67%,-37.40%,-,-77.23%,-97.35%,-59.34%,-,-73.33%,-24.16%,21.78%,415.72%,1659.18%,964.29%,-,678.82%,-32.18%,-53.33%,-,Upgrade
