,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1578,2056,1796,2132,3163,3220,3653,3509,3941,4278,4710,Upgrade
1,Market Cap Growth,-3.59%,-3.59%,-43.22%,-33.79%,-13.40%,-8.22%,-7.32%,-17.98%,-16.33%,-40.72%,-22.91%,Upgrade
2,Enterprise Value,21392,20936,20465,21809,21905,16677,27460,23381,25050,23038,24068,Upgrade
3,Last Close Price,0.33,0.43,0.35,0.42,0.58,0.59,0.63,0.61,0.64,0.70,0.73,Upgrade
4,PE Ratio,2.79,-,3.63,-,7.78,4.99,6.38,8.26,7.55,9.71,7.85,Upgrade
5,Forward PE,-,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,Upgrade
6,PS Ratio,0.17,0.22,0.23,0.35,0.29,0.24,0.33,0.45,0.62,0.60,0.55,Upgrade
7,PB Ratio,0.12,0.10,0.09,0.11,0.15,0.15,0.16,0.14,0.15,0.18,0.20,Upgrade
8,P/TBV Ratio,0.16,0.16,0.13,0.16,0.22,0.23,0.24,0.25,0.28,0.33,0.36,Upgrade
9,P/FCF Ratio,1.34,-,0.59,-10.52,-,-,-2.52,-,1.22,-,4.43,Upgrade
10,P/OCF Ratio,1.47,-,0.55,318.57,-,-,-2.73,-,1.21,-,3.87,Upgrade
11,PEG Ratio,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,Upgrade
12,EV/Sales Ratio,2.34,2.29,2.57,3.63,1.99,1.26,2.49,3.01,3.94,3.22,2.80,Upgrade
13,EV/EBITDA Ratio,7.70,7.91,7.23,10.81,8.76,6.53,8.85,11.76,15.02,8.40,7.48,Upgrade
14,EV/EBIT Ratio,8.13,8.24,7.56,11.61,9.30,6.99,9.35,12.49,16.39,8.97,7.81,Upgrade
15,EV/FCF Ratio,18.21,-,6.69,-107.60,-,-,-18.93,-,7.74,-,22.64,Upgrade
16,Debt / Equity Ratio,0.97,0.97,0.90,0.98,0.86,0.95,0.88,0.84,0.71,0.80,0.74,Upgrade
17,Debt / FCF Ratio,16.21,-,6.01,-93.58,-,-,-13.85,-,5.61,-,16.56,Upgrade
18,Return on Capital Employed (ROCE),7.12%,7.12%,7.11%,5.13%,7.49%,7.13%,8.27%,4.18%,3.56%,6.50%,7.85%,Upgrade
19,Earnings Yield,35.88%,27.53%,27.53%,-1.06%,12.86%,20.02%,15.67%,12.11%,13.24%,10.30%,12.74%,Upgrade
20,FCF Yield,74.47%,57.15%,170.31%,-9.51%,-163.59%,-76.22%,-39.72%,32.23%,82.07%,20.45%,22.57%,Upgrade
21,Buyback Yield / Dilution,0.25%,0.24%,0.27%,0.29%,0.05%,-,-,-,0.04%,0.10%,0.06%,Upgrade
22,Total Shareholder Return,9.04%,0.24%,0.27%,0.29%,0.05%,-,-,-,0.04%,0.10%,0.06%,Upgrade
