,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,289.81,567.4,624.51,439.19,565.78,444.6,641.27,489.77,850.81,563.59,Upgrade
1,Short-Term Investments,181.61,-,-,210.22,60.21,0.21,0.21,21.27,25.21,94.76,Upgrade
2,Cash & Short-Term Investments,471.42,567.4,624.51,649.41,626,444.81,641.48,511.04,876.02,658.36,Upgrade
3,Cash Growth,-24.51%,-12.63%,-0.24%,46.00%,-2.41%,-12.96%,-26.77%,-22.38%,77.25%,43.78%,Upgrade
4,Accounts Receivable,32.59,62.78,72.59,49.74,57.01,14.84,71.97,77.99,66.95,74.67,Upgrade
5,Other Receivables,40.51,0.51,38.33,0.59,55.16,1.15,61.53,1.51,42.25,1.47,Upgrade
6,Receivables,73.11,63.29,110.92,50.33,112.17,15.99,133.5,79.5,109.2,76.14,Upgrade
7,Inventory,13.08,6.45,8.61,8.91,7.56,5.87,4.29,2.8,3.05,1.78,Upgrade
8,Prepaid Expenses,-,20.36,-,12.1,-,18.88,-,17.58,-,15.19,Upgrade
9,Other Current Assets,8.22,39.65,7.78,31.54,7.79,22.54,52.62,42.9,49.76,36.39,Upgrade
10,Total Current Assets,565.82,697.15,751.83,752.29,753.51,508.09,831.89,653.82,1038,787.86,Upgrade
11,"Property, Plant & Equipment",363.72,407.73,354.6,409.33,446.64,552.6,569.43,414.17,338.14,388.55,Upgrade
12,Long-Term Investments,91.21,59.72,74.29,88.96,86.43,110.42,265.43,309.08,66.65,37.23,Upgrade
13,Long-Term Deferred Tax Assets,17.58,16.47,8.61,8.53,54.56,56.45,53.86,53.86,52.57,52.21,Upgrade
14,Other Long-Term Assets,38.54,40.75,50.37,37.19,37,53.63,30.43,49.45,24.9,33.4,Upgrade
15,Total Assets,1077,1222,1240,1296,1378,1281,1751,1480,1520,1299,Upgrade
16,Accounts Payable,1.54,1.07,1.05,0.84,1.92,1.59,1.01,0.73,0.5,0.74,Upgrade
17,Accrued Expenses,55.24,45.05,55.86,49.05,68.36,33.61,94.49,63.01,72.17,58.25,Upgrade
18,Current Portion of Leases,96.21,97.06,103.97,114.48,113.15,135.37,127.99,105.6,86.59,93.5,Upgrade
19,Current Income Taxes Payable,81.65,77.24,105.54,85.62,95.95,89.74,72.58,45.54,74.33,58.58,Upgrade
20,Current Unearned Revenue,215.22,260.81,284.91,252.07,275.22,236.68,312.3,316.72,254.88,158.7,Upgrade
21,Other Current Liabilities,4.53,35.59,5.48,18.73,2.97,25.9,3.34,27.89,1.44,13.65,Upgrade
22,Total Current Liabilities,454.38,516.82,556.81,520.79,557.57,522.9,611.71,559.49,489.92,383.42,Upgrade
23,Long-Term Leases,142.49,171.66,108.87,125.88,128.78,175.7,207.61,156,113.5,158.51,Upgrade
24,Long-Term Deferred Tax Liabilities,23.99,23.82,20.92,21.27,71,71.3,70.56,69.32,70.74,69.98,Upgrade
25,Other Long-Term Liabilities,14.04,12.7,13.27,16.09,16.34,17.03,10.79,10.71,8.35,8.34,Upgrade
26,Total Liabilities,634.89,725,699.87,684.02,773.68,786.93,900.66,795.52,682.51,620.25,Upgrade
27,Common Stock,125.62,125.62,125.62,125.65,125.8,124,122.25,122.29,112.04,111.55,Upgrade
28,Additional Paid-In Capital,195.63,263.46,276.03,336.46,342.49,329.16,332.18,333.27,146.71,128.74,Upgrade
29,Retained Earnings,199.37,208.01,225.33,213.45,227.27,104.91,489.89,272.61,594.78,459.15,Upgrade
30,Comprehensive Income & Other,-68.43,-99.58,-87.15,-63.29,-91.11,-63.8,-93.94,-43.32,-15.75,-20.45,Upgrade
31,Total Common Equity,452.19,497.51,539.83,612.27,604.46,494.27,850.38,684.85,837.78,679,Upgrade
32,Minority Interest,-10.21,-0.7,-,-,-,-,-,-,-,-,Upgrade
33,Shareholders' Equity,441.98,496.81,539.83,612.27,604.46,494.27,850.38,684.85,837.78,679,Upgrade
34,Total Liabilities & Equity,1077,1222,1240,1296,1378,1281,1751,1480,1520,1299,Upgrade
35,Total Debt,238.7,268.73,212.84,240.35,241.92,311.07,335.6,261.6,200.1,252,Upgrade
36,Net Cash (Debt),232.72,298.68,411.67,409.06,384.08,133.74,305.89,249.44,675.92,406.35,Upgrade
37,Net Cash Growth,-43.47%,-26.98%,7.19%,205.86%,25.56%,-46.38%,-54.75%,-38.61%,151.52%,-11.25%,Upgrade
38,Net Cash Per Share,0.19,0.24,0.33,0.33,0.31,0.11,0.25,0.20,0.60,0.36,Upgrade
39,Filing Date Shares Outstanding,1256,1256,1256,1257,1258,1240,1222,1223,1120,1116,Upgrade
40,Total Common Shares Outstanding,1256,1256,1256,1257,1258,1240,1222,1223,1120,1116,Upgrade
41,Working Capital,111.44,180.33,195.02,231.5,195.95,-14.8,220.18,94.33,548.11,404.44,Upgrade
42,Book Value Per Share,0.36,0.40,0.43,0.49,0.48,0.40,0.70,0.56,0.75,0.61,Upgrade
43,Tangible Book Value,452.19,497.51,539.83,612.27,604.46,494.27,850.38,684.85,837.78,679,Upgrade
44,Tangible Book Value Per Share,0.36,0.40,0.43,0.49,0.48,0.40,0.70,0.56,0.75,0.61,Upgrade
45,Land,-,16.52,-,16.52,-,16.52,-,16.52,-,16.52,Upgrade
46,Machinery,-,500.72,-,496.56,-,508.92,-,441.3,-,395.84,Upgrade
47,Leasehold Improvements,-,297.54,-,267.65,-,269.84,-,174.89,-,140.73,Upgrade
