,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,620.27,675.19,718.15,720.96,668.3,548.33,801.64,579.96,509.81,532.9,Upgrade
1,Revenue Growth (YoY),-13.63%,-6.35%,7.46%,31.48%,-16.63%,-5.45%,57.24%,8.83%,-28.00%,-12.16%,Upgrade
2,Cost of Revenue,228.1,247.83,251.4,257.57,245.5,185.89,255.11,194.16,170.91,179.04,Upgrade
3,Gross Profit,392.18,427.36,466.75,463.39,422.8,362.44,546.53,385.8,338.89,353.85,Upgrade
4,"Selling, General & Admin",91.73,67.3,100.46,70.66,86.57,82.87,106.35,82.31,73.48,71.12,Upgrade
5,Other Operating Expenses,52.63,85.74,63.05,98.68,37.88,47.76,69.16,76.31,18.46,47.05,Upgrade
6,Operating Expenses,235.9,252.33,266.19,278.81,238.57,247.29,277.89,248.16,173.66,201.62,Upgrade
7,Operating Income,156.27,175.04,200.56,184.58,184.23,115.15,268.65,137.64,165.24,152.23,Upgrade
8,Interest Expense,-5.64,-5.52,-5.71,-5.77,-6.75,-7.94,-8.15,-9.2,-3.95,-6.34,Upgrade
9,Interest & Investment Income,8.24,5.75,8.79,9.22,1.68,2.78,2.1,4.35,3.64,5.61,Upgrade
10,Currency Exchange Gain (Loss),0.67,-0.19,-0.29,-0.91,0.54,2.12,-0.12,3.34,1.79,0.74,Upgrade
11,Other Non Operating Income (Expenses),0.83,-0.71,0.71,-1.24,1.24,-0.73,0.91,-0.97,1.09,-0.18,Upgrade
12,EBT Excluding Unusual Items,160.37,174.38,204.07,185.89,180.93,111.37,263.39,135.16,167.8,152.07,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-7.32,4.28,-1.32,2.74,-2.7,Upgrade
14,Gain (Loss) on Sale of Assets,-0.45,-0.17,-0.3,-1.09,-0.01,0.05,0.08,-0.02,-0.45,-0.02,Upgrade
15,Other Unusual Items,-,5.75,-,25.74,-,6.31,-,54.26,-,-,Upgrade
16,Pretax Income,159.92,179.96,203.77,210.53,180.92,110.41,267.75,188.07,170.09,149.36,Upgrade
17,Income Tax Expense,28.58,35.95,37.37,45.55,30.27,21.58,51.33,39.07,34.45,32.08,Upgrade
18,Earnings From Continuing Operations,131.34,144.01,166.39,164.98,150.66,88.83,216.41,149,135.64,117.28,Upgrade
19,Minority Interest in Earnings,9.5,5.4,-,-,-,-,-,-,-,-,Upgrade
20,Net Income,140.84,149.41,166.39,164.98,150.66,88.83,216.41,149,135.64,117.28,Upgrade
21,Net Income to Common,140.84,149.41,166.39,164.98,150.66,88.83,216.41,149,135.64,117.28,Upgrade
22,Net Income Growth,-15.35%,-9.44%,10.44%,85.72%,-30.38%,-40.38%,59.56%,27.05%,-44.16%,-26.27%,Upgrade
23,Shares Outstanding (Basic),1256,1256,1256,1257,1241,1238,1223,1221,1117,1121,Upgrade
24,Shares Outstanding (Diluted),1256,1256,1256,1257,1241,1238,1223,1221,1117,1121,Upgrade
25,Shares Change (YoY),-0.02%,-0.09%,1.25%,1.54%,1.47%,1.44%,9.46%,8.87%,-0.32%,0.70%,Upgrade
26,EPS (Basic),0.11,0.12,0.13,0.13,0.12,0.07,0.18,0.12,0.12,0.10,Upgrade
27,EPS (Diluted),0.11,0.12,0.13,0.13,0.12,0.07,0.18,0.12,0.12,0.10,Upgrade
28,EPS Growth,-15.15%,-9.35%,9.09%,83.11%,-31.62%,-41.24%,46.25%,17.25%,-44.24%,-27.26%,Upgrade
29,Free Cash Flow,203.38,154.92,288.02,235,298.83,9.99,359.35,178.09,341.55,160.65,Upgrade
30,Free Cash Flow Per Share,0.16,0.12,0.23,0.19,0.24,0.01,0.29,0.15,0.31,0.14,Upgrade
31,Dividend Per Share,0.112,0.119,0.132,0.123,0.130,0.071,0.177,0.120,0.130,-,Upgrade
32,Dividend Growth,-15.15%,-3.25%,1.54%,73.24%,-26.55%,-40.83%,36.15%,-,-,-,Upgrade
33,Operating Margin,25.19%,25.92%,27.93%,25.60%,27.57%,21.00%,33.51%,23.73%,32.41%,28.57%,Upgrade
34,Profit Margin,22.71%,22.13%,23.17%,22.88%,22.54%,16.20%,27.00%,25.69%,26.61%,22.01%,Upgrade
35,Free Cash Flow Margin,32.79%,22.94%,40.11%,32.59%,44.72%,1.82%,44.83%,30.71%,67.00%,30.15%,Upgrade
36,EBITDA,191.73,213.77,240.73,228.19,226.89,125.45,335.33,163.73,194.24,176.77,Upgrade
37,D&A For EBITDA,35.45,38.73,40.17,43.6,42.66,10.3,66.68,26.1,29,24.54,Upgrade
38,EBIT,156.27,175.04,200.56,184.58,184.23,115.15,268.65,137.64,165.24,152.23,Upgrade
