,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Sep '24 Sep 26, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,271,350,187,383,613,699,621,704,757,871,764
1,Market Cap Growth,-8.80%,-8.80%,-69.50%,-45.18%,-1.23%,-0.65%,-18.02%,-19.19%,-0.80%,16.63%,-0.80%
2,Enterprise Value,136,207,9,158,478,536,617,605,728,846,692
3,Last Close Price,1.77,2.28,1.22,2.50,4.00,4.56,4.05,4.59,4.94,5.68,4.98
4,PE Ratio,-,-,-,-,-,-,-,-124.62,-,-86.35,-
5,PS Ratio,11.41,14.69,9.50,11.53,14.76,14.38,9.33,12.24,9.23,6.68,5.45
6,PB Ratio,0.94,1.21,0.62,1.18,1.64,1.68,1.38,1.44,1.57,1.95,1.71
7,P/TBV Ratio,1.22,1.22,0.62,1.18,1.65,1.69,1.39,1.45,1.59,1.95,1.72
8,P/FCF Ratio,11.97,15.41,23.75,-,-98.75,-,-62.52,-,-27.19,-,-
9,P/OCF Ratio,15.11,15.11,22.02,-,-100.14,-,-66.83,-,-27.25,-,-
10,EV/Sales Ratio,5.69,8.72,0.45,4.75,11.50,11.02,9.27,10.52,8.88,6.48,4.94
11,EV/EBITDA Ratio,-,-34.41,-,-,-1956.80,-,-,-155.13,-,32.17,23.84
12,EV/EBIT Ratio,-,-32.60,-,-,-728.74,-,-,-189.48,-,34.72,26.14
13,EV/FCF Ratio,5.97,9.15,1.13,-,-76.93,-,-62.09,-,-26.15,-,-
14,Debt / Equity Ratio,0.04,0.04,0.08,0.00,0.01,0.01,0.01,0.02,0.00,0.02,0.01
15,Debt / FCF Ratio,0.53,0.53,2.97,-,-0.46,-,-0.60,-,-0.04,-,-
16,Return on Capital Employed (ROCE),-,-2.17%,-,-,-0.18%,-,-,-0.65%,-,5.44%,5.90%
17,Earnings Yield,-12.01%,-9.32%,-33.41%,-15.13%,-6.36%,-8.32%,-7.75%,-0.80%,0.69%,-1.16%,1.38%
18,FCF Yield,8.36%,6.49%,4.21%,3.83%,-1.01%,-3.26%,-1.60%,1.16%,-3.68%,-6.53%,-1.29%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-22.37%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-22.37%,
