,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,101.88,96.08,100.55,123.56,129.63,121.55,107.55,59.1,95.88,68.15,83.62,88.5,121.55,171.49,169.82,191.38,161.33,179.82,97.42,147.91,Upgrade
1,Other Revenue,-3.66,3.66,-,5.43,-1.31,1.31,-,23.85,-9.13,9.13,-,17.17,-10,10,-,12.13,-4.36,4.36,-,17.85,Upgrade
2,Revenue,98.22,99.74,100.55,128.98,128.32,122.86,107.55,82.95,86.76,77.28,83.62,105.67,111.55,181.5,169.82,203.51,156.97,184.18,97.42,165.76,Upgrade
3,Revenue Growth (YoY),-23.46%,-18.82%,-6.50%,55.50%,47.91%,58.98%,28.62%,-21.51%,-22.22%,-57.42%,-50.76%,-48.08%,-28.94%,-1.46%,74.31%,22.77%,88.72%,60.24%,-30.13%,94.63%,Upgrade
4,Cost of Revenue,87.17,89.81,87.46,117.67,113.96,110.28,95.21,90.18,76.8,63.56,73.18,89.56,97.1,152.62,138.25,180.35,133.36,149.38,83.73,122.74,Upgrade
5,Gross Profit,11.05,9.93,13.09,11.31,14.37,12.58,12.33,-7.23,9.96,13.72,10.44,16.11,14.45,28.87,31.57,23.16,23.61,34.79,13.69,43.02,Upgrade
6,"Selling, General & Admin",10.52,13.08,11.21,18.12,14.01,12.02,9.53,22.84,9.35,11.94,8.45,9.46,16.53,22.15,19.75,-0.21,19.87,24.48,14.7,26.96,Upgrade
7,Research & Development,2.38,2.38,2.99,-0.68,3.94,3.25,2.74,3.47,2.08,3.21,2.64,4.42,4.58,5.65,8.51,11.62,7.51,8.22,5.4,9.25,Upgrade
8,Other Operating Expenses,-8.46,2.52,0.07,-2.17,-5.1,-1.49,0.68,6.29,-0.36,0.44,0.05,6.48,-3.13,2.09,1.14,2.19,0.45,0.59,-7.94,3.14,Upgrade
9,Operating Expenses,4.38,17.9,14.23,12.95,12.71,13.54,12.93,31.74,10.75,15.54,11.02,18.39,18,29.87,29.4,18.5,27.84,33.29,12.16,43.05,Upgrade
10,Operating Income,6.67,-7.97,-1.14,-1.64,1.66,-0.96,-0.6,-38.98,-0.79,-1.83,-0.58,-2.28,-3.55,-0.99,2.17,4.66,-4.23,1.5,1.53,-0.03,Upgrade
11,Interest Expense,-,-0,-,-0.09,-,-,-,-0.11,-,-,-,-,-0.01,-0.27,-0.28,-0.31,-0.32,-0.3,-0.25,-0.05,Upgrade
12,Interest & Investment Income,0.49,0.59,0.65,0.66,0.93,1.07,1.11,1.02,0.95,0.9,0.87,0.88,0.86,0.97,1.02,1.09,1.65,1.02,0.82,0.19,Upgrade
13,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Non Operating Income (Expenses),-0,0.09,0.01,-0.01,0.67,0.29,0.16,-0.31,0.7,0.21,0.11,3.22,0.31,0.27,0.89,2.74,0,-0.14,0.12,0.05,Upgrade
15,EBT Excluding Unusual Items,7.16,-7.28,-0.49,-1.08,3.25,0.39,0.67,-38.38,0.86,-0.72,0.4,1.81,-2.39,-0.03,3.81,8.17,-2.9,2.07,2.23,0.16,Upgrade
16,Gain (Loss) on Sale of Assets,-0.1,0.1,0.03,0.36,-0,0,-,-,-0.12,-0.17,-,0,-,-,-,-,0.05,-,-,1.08,Upgrade
17,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-0.06,0.06,-,-,-2.03,2.03,-,-,-0.96,Upgrade
18,Other Unusual Items,-6.95,7.68,1.08,1.05,-,-,-,8,-0.6,0.6,-,8.19,-2.88,1.6,-,1.29,-,-,-,10.61,Upgrade
19,Pretax Income,0.1,0.5,0.63,0.32,3.25,0.39,0.67,-30.38,0.14,-0.28,0.4,9.95,-5.21,1.57,3.81,7.43,-0.82,2.07,2.23,10.89,Upgrade
20,Income Tax Expense,-,-,-,1.78,-,-,-,-2.32,-,-,-,1.34,-,0.02,-0.01,0.64,0.04,0.01,0.01,0.31,Upgrade
21,Net Income,0.1,0.5,0.63,-1.45,3.25,0.39,0.67,-28.06,0.14,-0.28,0.4,8.61,-5.21,1.56,3.82,6.79,-0.86,2.05,2.22,10.59,Upgrade
22,Net Income to Common,0.1,0.5,0.63,-1.45,3.25,0.39,0.67,-28.06,0.14,-0.28,0.4,8.61,-5.21,1.56,3.82,6.79,-0.86,2.05,2.22,10.59,Upgrade
23,Net Income Growth,-96.82%,27.28%,-5.58%,-,2235.64%,-,66.24%,-,-,-,-89.51%,26.75%,-,-24.23%,72.13%,-35.87%,-,163.95%,-26.69%,-,Upgrade
