,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,6583,4459,3024,4265,5007,3941,4216,4268,4237,4190,4474,4687,4725,2995,3054,2320,2304,2152,1934,2312,2731,Upgrade
1,Market Cap Growth,13.14%,13.14%,-28.27%,-0.07%,18.18%,-5.94%,-5.76%,-8.94%,-10.33%,39.90%,46.46%,102.07%,105.13%,39.15%,57.93%,0.33%,-15.66%,-12.66%,-18.33%,-17.63%,-23.13%,Upgrade
2,Enterprise Value,6373,4212,2765,3941,4683,3569,3884,3897,3866,3798,4115,4353,4391,2680,2734,1946,1930,1787,1551,2280,2699,Upgrade
3,Last Close Price,7.39,4.99,3.39,4.73,5.62,4.35,4.66,4.71,4.65,4.61,4.92,5.17,5.22,3.22,3.31,2.50,2.48,2.28,2.09,2.48,2.92,Upgrade
4,PE Ratio,-,-20313.50,1034.86,1515.31,-,-165.94,-156.97,-155.02,-,472.78,-,876.18,539.10,-,270.22,196.55,225.79,-,158.27,211.26,232.41,Upgrade
5,PS Ratio,20.29,10.43,6.61,8.87,10.27,8.92,10.54,12.04,12.82,11.86,11.83,9.72,8.31,4.49,4.29,3.25,3.59,3.56,3.65,5.01,5.43,Upgrade
6,PB Ratio,10.34,5.82,3.95,5.58,6.56,5.16,5.54,5.61,5.57,5.31,-,5.94,5.99,3.83,3.89,2.96,2.96,2.79,2.52,3.02,3.58,Upgrade
7,P/TBV Ratio,6.12,6.12,4.16,5.89,6.94,5.34,5.60,5.68,5.64,5.37,-,6.02,6.08,3.88,3.94,3.00,3.00,2.83,2.56,3.08,3.65,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-89.56,-,-,-,65.41,-,220.29,-71.43,-77.42,-,-,128.38,59.69,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-114.62,-,-,23098.17,147.38,-,-,50.86,55.74,107.14,-159.46,-207.12,-,-,66.57,41.65,67.00,-,Upgrade
10,EV/Sales Ratio,14.91,9.85,6.04,8.20,9.60,8.08,9.71,10.99,11.69,10.75,10.88,9.02,7.72,4.02,3.84,2.72,3.01,2.96,2.92,4.94,5.36,Upgrade
11,EV/EBITDA Ratio,247.05,157.50,130.36,146.78,174.25,-324.86,-308.28,-291.15,-,151.97,178.90,176.35,155.64,74.59,78.38,50.96,51.92,55.65,48.53,70.06,74.92,Upgrade
12,EV/EBIT Ratio,-,-1032.07,-,-,-,-91.79,-,-,-,-,-,-,-,-,-,474.46,557.45,-,-933.14,-4152.05,-,Upgrade
13,EV/FCF Ratio,-66.00,-,-,-,-,-,-82.50,-,-,-,60.17,-,204.70,-63.91,-69.29,-,-,106.61,47.86,-,-,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,0.00,-,-,0.04,0.04,0.04,0.04,0.04,0.06,Upgrade
15,Debt / EBITDA Ratio,0.11,0.03,1.14,0.08,0.08,0.06,0.09,0.09,-,0.09,-,0.08,0.11,-,-,0.64,0.52,1.74,0.73,0.81,1.50,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-0.05,-,-,-,-,-,0.12,-,-,-,-,1.64,0.92,-,-,Upgrade
17,Asset Turnover,0.37,0.36,0.34,0.42,0.43,0.43,0.40,0.31,-,-,0.30,0.38,0.39,0.60,0.54,0.65,0.50,0.58,0.32,0.63,Upgrade,
18,Inventory Turnover,3.54,3.25,3.16,3.02,4.11,3.91,3.88,3.53,3.13,-,-,2.31,2.81,3.00,4.45,3.81,4.67,3.28,3.73,2.25,3.43,Upgrade
19,Quick Ratio,1.87,1.87,1.95,1.77,1.63,1.76,1.81,2.08,2.26,2.40,-,2.32,2.38,2.43,2.19,1.94,1.86,1.93,1.82,1.87,1.92,Upgrade
20,Current Ratio,2.24,2.24,2.37,2.10,1.92,2.05,2.14,2.44,2.68,2.84,-,2.73,2.79,2.91,2.59,2.31,2.17,2.32,2.20,2.28,2.27,Upgrade
21,Return on Equity (ROE),0.05%,0.26%,0.33%,-0.76%,1.70%,0.21%,0.35%,-14.48%,-,-,0.20%,4.39%,-2.66%,0.79%,1.95%,3.50%,-0.45%,1.07%,1.16%,6.76%,Upgrade,
22,Return on Assets (ROA),1.56%,-1.80%,-0.24%,-0.33%,0.35%,-0.21%,-0.14%,-9.04%,-,-,-0.13%,-0.52%,-0.78%,-0.21%,0.43%,0.93%,-0.84%,0.30%,0.31%,-0.01%,Upgrade,
23,Return on Capital (ROIC),2.17%,-2.60%,-0.37%,-0.53%,0.54%,-0.32%,-0.20%,-12.53%,-,-,-0.18%,-0.73%,-1.13%,-0.31%,0.67%,1.45%,-1.32%,0.47%,0.48%,-0.01%,Upgrade,
24,Return on Capital Employed (ROCE),-,-0.53%,-,-,-,-5.06%,-,-,-,-,-,-,-,-,-,0.52%,0.44%,-,-0.20%,-0.07%,-,Upgrade
25,Earnings Yield,-0.00%,-0.00%,0.10%,0.07%,0.06%,-0.60%,-0.64%,-0.65%,-0.66%,0.21%,0.08%,0.11%,0.19%,0.23%,0.37%,0.51%,0.44%,0.65%,0.63%,0.47%,0.43%,Upgrade
26,FCF Yield,-1.47%,-2.17%,-3.41%,-2.18%,-1.81%,-2.01%,-1.12%,-0.36%,-0.00%,1.25%,1.53%,1.26%,0.45%,-1.40%,-1.29%,-1.61%,0.01%,0.78%,1.68%,0.99%,-0.07%,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,19.56%,7.72%,4.39%,-,27.35%,111.10%,3.04%,Upgrade
28,Buyback Yield / Dilution,-52.35%,-48.27%,2.04%,3.98%,6.36%,25.77%,25.61%,-10.83%,0.42%,42.96%,-24.66%,5.57%,-1.62%,-146.28%,-0.85%,-0.41%,-4.40%,-8.88%,-10.81%,-8.22%,-0.74%,Upgrade
