,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9.1,10.34,9.67,18.48,16.73,28.55,46.78,67.58,11.09,8.42,Upgrade
1,Short-Term Investments,-,4.53,-,6.95,-,8.04,-,2.5,-,4.04,Upgrade
2,Trading Asset Securities,11.42,22.76,14.86,20.06,19.59,36.16,18.57,12.19,7.42,9.25,Upgrade
3,Cash & Short-Term Investments,20.52,37.63,24.53,45.49,36.32,72.76,65.34,82.26,18.51,21.7,Upgrade
4,Cash Growth,-16.34%,-17.28%,-32.47%,-37.48%,-44.41%,-11.56%,253.07%,279.02%,-28.87%,-51.53%,Upgrade
5,Accounts Receivable,3.15,1.84,7.25,5.73,9.02,4.78,2.18,2.77,2.63,3.88,Upgrade
6,Other Receivables,0.09,3.53,0.11,7.77,-,1.08,-,0.99,-,0.89,Upgrade
7,Receivables,9.56,11.13,20.78,26.25,27.26,18.94,15.58,16.69,15.19,17.29,Upgrade
8,Inventory,37.71,47.5,50.81,44.5,51.49,49.76,49.27,37.82,42.85,41.03,Upgrade
9,Prepaid Expenses,11.55,4.87,18.48,1.06,7.35,1.37,5.81,0.7,3.05,0.33,Upgrade
10,Total Current Assets,79.34,101.13,114.6,117.29,122.42,142.82,136,137.47,79.6,80.35,Upgrade
11,"Property, Plant & Equipment",18.05,15.01,15.38,20.22,30.33,27.56,27.07,25.52,13.47,20.18,Upgrade
12,Other Long-Term Assets,1.64,1.69,1.97,3.08,2.51,2.56,2.4,2.98,2.28,1.44,Upgrade
13,Total Assets,99.02,117.83,131.95,140.58,155.27,172.94,165.46,165.97,95.34,101.97,Upgrade
14,Accounts Payable,2.44,1.45,0.04,0.47,0.07,1.42,1.13,9.32,8.13,6.89,Upgrade
15,Accrued Expenses,6.45,6.49,6.72,7.15,6.17,8.7,-,10.62,-,8.1,Upgrade
16,Short-Term Debt,-,-,8.13,-,-,-,-,-,-,-,Upgrade
17,Current Portion of Leases,10.06,7.48,6.18,8.67,13.68,12.27,14.69,11.21,7.89,14.3,Upgrade
18,Current Income Taxes Payable,0.28,0.28,0.48,0.48,0.45,0.54,0.45,0.44,0.59,0.58,Upgrade
19,Current Unearned Revenue,0.05,0.06,0.34,0.3,0.29,2.3,0.65,0.55,-,-,Upgrade
20,Other Current Liabilities,1.32,4,3.45,3.27,6.77,6.56,16.56,10.87,16.83,7.83,Upgrade
21,Total Current Liabilities,20.61,19.76,25.34,20.34,27.42,31.78,33.48,43,33.43,37.71,Upgrade
22,Long-Term Debt,7.3,6.98,-,-,-,-,-,-,-,-,Upgrade
23,Long-Term Leases,7.23,5.99,5.69,7.27,8.6,6.21,9.18,10.22,2.03,3.47,Upgrade
24,Other Long-Term Liabilities,0.27,0.27,0.25,0.25,0.25,0.25,0.15,0.19,0.01,0.06,Upgrade
25,Total Liabilities,35.41,33.01,31.28,27.86,36.27,38.24,42.81,53.42,35.47,41.23,Upgrade
26,Common Stock,35.23,35.23,35.23,35.23,29.36,28.48,28.48,28.48,8.14,8.14,Upgrade
27,Additional Paid-In Capital,265.05,265.05,265.05,265.05,-,251.86,251.86,251.86,218.51,218.51,Upgrade
28,Retained Earnings,-213.7,-198.23,-182.38,-170.35,-,-128.89,-139.83,-149.42,-147.93,-152.7,Upgrade
29,Comprehensive Income & Other,-22.97,-17.23,-17.22,-17.21,88.2,-17.62,-17.61,-17.61,-17.63,-12.5,Upgrade
30,Total Common Equity,63.61,84.82,100.68,112.72,117.56,133.83,122.9,113.3,61.09,61.44,Upgrade
31,Minority Interest,-,-,-,-,1.43,0.88,-0.24,-0.75,-1.22,-0.7,Upgrade
32,Shareholders' Equity,63.61,84.82,100.68,112.72,118.99,134.7,122.65,112.55,59.87,60.74,Upgrade
33,Total Liabilities & Equity,99.02,117.83,131.95,140.58,155.27,172.94,165.46,165.97,95.34,101.97,Upgrade
34,Total Debt,24.59,20.45,20,15.95,22.28,18.48,23.87,21.43,9.92,17.77,Upgrade
35,Net Cash (Debt),-4.07,17.17,4.53,29.54,14.05,54.28,41.48,60.83,8.59,3.94,Upgrade
36,Net Cash Growth,-,-41.87%,-67.73%,-45.58%,-66.13%,-10.77%,383.00%,1444.33%,469.81%,-83.60%,Upgrade
37,Net Cash Per Share,-0.00,0.02,0.01,0.04,0.02,0.08,0.06,0.20,0.04,0.02,Upgrade
38,Filing Date Shares Outstanding,880.79,880.79,880.79,880.79,733.99,711.93,711.93,711.93,203.41,203.41,Upgrade
39,Total Common Shares Outstanding,880.79,880.79,880.79,880.79,733.99,711.93,711.93,711.93,203.41,203.41,Upgrade
40,Working Capital,58.73,81.37,89.26,96.95,95,111.04,102.52,94.47,46.16,42.64,Upgrade
41,Book Value Per Share,0.07,0.10,0.11,0.13,0.16,0.19,0.17,0.16,0.30,0.30,Upgrade
42,Tangible Book Value,63.61,84.82,100.68,112.72,117.56,133.83,122.9,113.3,61.09,61.44,Upgrade
43,Tangible Book Value Per Share,0.07,0.10,0.11,0.13,0.16,0.19,0.17,0.16,0.30,0.30,Upgrade
44,Machinery,-,17.7,-,17.59,-,20.02,-,18.79,-,12.58,Upgrade
45,Leasehold Improvements,-,7.07,-,17.58,-,24.46,-,23.52,-,20.85,Upgrade
