,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Cash & Equivalents,3779,4468,4464,4732,5115,5025,5333,5160,5956,6363,6079,6590,7040,6305,7081,5430,4042,3112,1466,735.33,Upgrade
1,Short-Term Investments,-,-,-,-,-,10.73,-,11.2,-,-,-,6.57,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,933.15,475.85,796.53,753.58,431.68,788.32,929.27,1232,1065,1001,1372,2049,1180,1045,260.7,-,390.51,798.37,542.46,482.22,Upgrade
3,Cash & Short-Term Investments,4713,4943,5261,5486,5547,5824,6262,6403,7021,7364,7451,8646,8220,7350,7342,5430,4432,3910,2009,1218,Upgrade
4,Cash Growth,-15.04%,-15.12%,-15.99%,-14.32%,-21.00%,-20.92%,-15.95%,-25.94%,-14.59%,0.19%,1.48%,59.22%,85.47%,87.96%,265.51%,345.98%,426.90%,289.18%,75.83%,13.78%,Upgrade
5,Accounts Receivable,1858,1753,1575,1464,1544,1602,1567,2223,1458,1346,1318,1244,1543,2027,1607,1576,2122,1467,1280,1232,Upgrade
6,Other Receivables,49.05,54.84,56.62,54.22,87.83,94.09,63.67,174.47,75.48,79.16,66.13,49.74,133.88,155.94,122.62,117.01,119.71,118.03,112.53,103.23,Upgrade
7,Receivables,1907,1808,1631,1518,1632,1696,1631,2397,1534,1425,1384,1294,1677,2183,1730,1693,2241,1585,1393,1336,Upgrade
8,Inventory,715.34,604.19,593.45,602.18,615.4,601.05,715.6,717.83,1246,1016,1043,877.72,1053,984.91,1208,1010,1110,1277,616.78,342.97,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,15.88,-,-,-,-,-,-,-,8.13,-,-,Upgrade
10,Other Current Assets,237.56,325.07,362.23,326.77,256.4,261.56,338.81,257.24,294.6,245.22,332.73,217.2,286.4,272.8,321.24,284.31,306.47,594.43,357.38,307.33,Upgrade
11,Total Current Assets,7572,7681,7848,7933,8051,8383,8948,9775,10095,10066,10210,11035,11236,10790,10601,8417,8090,7375,4376,3204,Upgrade
12,"Property, Plant & Equipment",3194,3200,3138,3190,2911,2769,2232,2191,1633,1514,1389,1400,1358,1380,1302,1287,1350,1280,1270,1311,Upgrade
13,Long-Term Investments,1191,1216,1238,1252,1370,1329,1361,1328,1105,964.24,444.99,898.21,835.57,801.83,737.87,449.29,690.8,618.18,642.46,613.09,Upgrade
14,Goodwill,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,47.11,Upgrade
