,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,608,587,535,650,682,839,944,944,1447,851,1134,Upgrade
1,Market Cap Growth,-9.68%,-9.68%,-21.54%,-22.50%,-27.78%,-11.11%,-34.78%,10.95%,27.60%,-37.69%,1.89%,Upgrade
2,Enterprise Value,480,431,359,342,458,464,465,434,1204,490,811,Upgrade
3,Last Close Price,0.29,0.28,0.23,0.28,0.27,0.34,0.35,0.35,0.51,0.30,0.38,Upgrade
4,PE Ratio,3.40,3.28,3.07,4.28,3.80,5.99,5.03,4.38,8.59,12.13,11.71,Upgrade
5,Forward PE,-,25.38,25.38,25.38,25.38,25.38,25.38,25.38,25.38,25.38,25.38,Upgrade
6,PS Ratio,0.37,0.36,0.33,0.42,0.42,0.46,0.54,0.61,0.93,0.69,0.95,Upgrade
7,PB Ratio,0.23,0.21,0.19,0.26,0.26,0.32,0.34,0.36,0.57,0.38,0.50,Upgrade
8,P/TBV Ratio,0.31,0.31,0.27,0.38,0.38,0.49,0.52,0.59,0.93,0.65,0.85,Upgrade
9,P/FCF Ratio,47.57,-,-14.85,-,-3.50,-,18.86,-,5.22,-,358.54,Upgrade
10,P/OCF Ratio,10.75,-,61.57,-,-4.39,-,11.83,-,4.50,-,28.99,Upgrade
11,PEG Ratio,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,Upgrade
12,EV/Sales Ratio,0.29,0.26,0.22,0.22,0.28,0.26,0.27,0.28,0.78,0.40,0.68,Upgrade
13,EV/EBITDA Ratio,1.77,1.88,1.57,1.67,2.20,2.11,1.68,1.74,4.42,3.53,6.06,Upgrade
14,EV/EBIT Ratio,2.40,2.33,2.03,2.26,2.87,2.55,1.99,2.24,5.35,5.16,9.13,Upgrade
15,EV/FCF Ratio,37.56,-,-9.97,-,-2.35,-,9.29,-,4.34,-,256.32,Upgrade
16,Debt / Equity Ratio,0.14,0.14,0.13,0.18,0.16,0.15,0.15,0.22,0.23,0.26,0.25,Upgrade
17,Debt / FCF Ratio,30.16,-,-10.28,-,-2.18,-,8.14,-,2.14,-,182.44,Upgrade
18,Return on Capital Employed (ROCE),6.44%,6.44%,6.01%,5.23%,5.26%,6.06%,7.35%,7.27%,8.51%,3.26%,2.91%,Upgrade
19,Earnings Yield,29.41%,30.46%,32.60%,23.35%,26.30%,16.70%,19.87%,22.86%,11.64%,8.25%,8.54%,Upgrade
20,FCF Yield,2.10%,2.18%,-6.73%,-0.53%,-28.57%,-23.18%,5.30%,29.82%,19.15%,15.80%,0.28%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-0.00%,0.00%,0.08%,0.08%,0.06%,0.06%,0.08%,Upgrade,
22,Total Shareholder Return,8.62%,-,-,-,-0.00%,0.00%,0.08%,0.08%,0.06%,0.06%,0.08%,Upgrade
