,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,13495,2883,41912,30297,20718,15372,38635,28472,39071,48638,61534,77096,73650,50505,126497,98993,156685,149149,86872,61713,Upgrade
1,Revenue Growth (YoY),-34.87%,-81.24%,8.48%,6.41%,-46.97%,-68.40%,-37.21%,-63.07%,-46.95%,-3.70%,-51.36%,-22.12%,-53.00%,-66.14%,45.61%,60.41%,66.50%,-12.85%,-57.46%,-17.08%,Upgrade
2,Cost of Revenue,12067,2188,41247,28796,18244,13535,39084,26704,39831,47768,56499,75716,72111,48178,118646,93425,144946,142796,87198,59699,Upgrade
3,Gross Profit,1428,695.42,665.37,1501,2474,1836,-449.37,1768,-760.18,870.32,5035,1379,1538,2326,7850,5568,11739,6354,-326.48,2014,Upgrade
4,"Selling, General & Admin",904.43,1175,1112,1529,1283,1423,1671,1678,2073,2095,1918,2020,2444,1974,2915,2601,3509,2140,2639,2282,Upgrade
5,Operating Expenses,904.43,1175,1112,1529,1283,1423,1671,1678,2073,2095,1918,2020,2444,1974,2915,2601,3509,2140,2639,2282,Upgrade
6,Operating Income,523.3,-479.34,-446.34,-27.35,1190,413.71,-2120,89.48,-2833,-1225,3117,-640.7,-905.64,352.53,4936,2967,8229,4213,-2965,-267.18,Upgrade
7,Interest Expense,-301.72,-365.17,-371.91,-542.31,-489.08,-,-449.89,-561.39,-553.43,-477.49,-2813,-2537,-2539,-77.94,-138.1,-199.71,-759.66,-1120,-1203,-1110,Upgrade
8,Interest & Investment Income,889.44,861.84,830.04,534.32,352.06,0.11,0.22,0.85,1.63,0.63,3269,2366,1196,95.15,132.73,46.23,445.98,1.07,132.51,910.73,Upgrade
9,Other Non Operating Income (Expenses),5609,45.96,-2.8,501.7,1816,-2.72,-29.56,-2.1,28.99,199.13,-26130,-202.94,-1222,-36.61,-92.32,2733,7360,-256.88,3625,-4377,Upgrade
10,Pretax Income,6720,63.29,8.99,466.36,2870,411.11,-2599,-473.16,-3356,-1502,-22556,-1015,-3471,333.13,4838,5546,15275,2837,-411.04,-4843,Upgrade
11,Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-592.41,66.63,967.64,1109,789.99,-,-,-,Upgrade
12,Net Income,6720,63.29,8.99,466.36,2870,411.11,-2599,-473.16,-3356,-1502,-22556,-1015,-2879,266.5,3871,4437,14485,2837,-411.04,-4843,Upgrade
13,Net Income to Common,6720,63.29,8.99,466.36,2870,411.11,-2599,-473.16,-3356,-1502,-22556,-1015,-2879,266.5,3871,4437,14485,2837,-411.04,-4843,Upgrade
14,Net Income Growth,134.19%,-84.61%,-,-,-,-,-,-,-,-,-,-,-,-90.61%,-,-,-,-,-,-,Upgrade
15,Shares Outstanding (Basic),5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Upgrade
16,Shares Outstanding (Diluted),5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Upgrade
17,Shares Change (YoY),0.06%,1.34%,-13.55%,-0.34%,-0.08%,10.83%,10.79%,10.62%,10.78%,0.42%,0.02%,0.22%,0.08%,-0.31%,0.44%,-0.06%,0.02%,-0.03%,-2.15%,-0.68%,Upgrade
18,EPS (Basic),1292.00,12.00,2.00,90.00,552.00,79.00,-500.00,-91.00,-645.00,-320.00,-4807.00,-216.00,-613.00,57.00,825.00,946.00,3087.00,605.00,-88.00,-1032.00,Upgrade
19,EPS (Diluted),1292.00,12.00,2.00,90.00,552.00,79.00,-500.00,-91.00,-645.00,-320.00,-4807.00,-216.00,-613.00,57.00,825.00,946.00,3087.00,605.00,-88.00,-1032.00,Upgrade
20,EPS Growth,134.06%,-84.81%,-,-,-,-,-,-,-,-,-,-,-,-90.58%,-,-,-,-,-,-,Upgrade
21,Free Cash Flow,51059,-6774,-3963,25110,-,807.63,19532,-2662,-112918,471.65,67079,74615,-,69631,-4969,102584,86457,56139,35937,23482,Upgrade
22,Free Cash Flow Per Share,9816.44,-1284.50,-881.80,4845.86,-,155.20,3757.01,-512.02,-21705.03,100.45,14295.20,15874.04,-,14892.78,-1059.04,21871.58,18424.95,11969.96,7693.75,5003.51,Upgrade
23,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1700.000,-,-,-,Upgrade
24,Gross Margin,10.58%,24.12%,1.59%,4.96%,11.94%,11.95%,-1.16%,6.21%,-1.95%,1.79%,8.18%,1.79%,2.09%,4.61%,6.21%,5.62%,7.49%,4.26%,-0.38%,3.26%,Upgrade
25,Operating Margin,3.88%,-16.62%,-1.06%,-0.09%,5.75%,2.69%,-5.49%,0.31%,-7.25%,-2.52%,5.07%,-0.83%,-1.23%,0.70%,3.90%,3.00%,5.25%,2.83%,-3.41%,-0.43%,Upgrade
26,Profit Margin,49.80%,2.19%,0.02%,1.54%,13.85%,2.67%,-6.73%,-1.66%,-8.59%,-3.09%,-36.66%,-1.32%,-3.91%,0.53%,3.06%,4.48%,9.24%,1.90%,-0.47%,-7.85%,Upgrade
27,Free Cash Flow Margin,378.36%,-234.95%,-9.46%,82.88%,-,5.25%,50.56%,-9.35%,-289.01%,0.97%,109.01%,96.78%,-,137.87%,-3.93%,103.63%,55.18%,37.64%,41.37%,38.05%,Upgrade
28,EBIT,523.3,-479.34,-446.34,-27.35,1190,413.71,-2120,89.48,-2833,-1225,3117,-640.7,-905.64,352.53,4936,2967,8229,4213,-2965,-267.18,Upgrade
29,EBIT Margin,3.88%,-16.62%,-1.06%,-0.09%,5.75%,2.69%,-5.49%,0.31%,-7.25%,-2.52%,5.07%,-0.83%,-1.23%,0.70%,3.90%,3.00%,5.25%,2.83%,-3.41%,-0.43%,Upgrade
30,Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,20.00%,20.00%,20.00%,5.17%,-,-,-,Upgrade
31,Revenue as Reported,13495,2883,41912,30297,20718,15372,38635,28472,39071,48638,61534,77096,73650,50505,126497,98993,156685,149149,86872,61713,Upgrade
