,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,32239,31199,26519,30159,32239,34839,33799,36399,23399,34839,82157,93597,131035,122469,126223,108861,75546,37069,29561,24400,21115,Upgrade
1,Market Cap Growth,-10.45%,-10.45%,-21.54%,-17.14%,37.78%,0%,-58.86%,-61.11%,-82.14%,-71.55%,-34.91%,-14.02%,73.45%,230.38%,326.98%,346.15%,257.78%,5.33%,-25.00%,-42.22%,-51.61%,Upgrade
2,Enterprise Value,43134,46396,41367,32236,52231,53264,39038,58508,42848,60912,77155,125605,122299,113732,117486,79038,80359,77839,97836,80166,68989,Upgrade
3,Last Close Price,6200.00,6000.00,5100.00,5800.00,6200.00,6700.00,6500.00,7000.00,4500.00,6700.00,15800.00,18000.00,25200.00,26100.00,26900.00,23200.00,14487.40,7108.72,5668.98,4679.16,4049.27,Upgrade
4,PE Ratio,4.44,4.30,7.78,8.03,28.09,167.47,-5.62,-,-,-,-,-,-,-,5.47,4.25,3.54,3.07,-5.82,-,-,Upgrade
5,PS Ratio,0.36,0.35,0.28,0.28,0.31,0.34,0.28,0.24,0.13,0.15,0.31,0.36,0.40,0.35,0.29,0.20,0.15,0.08,0.08,0.06,0.04,Upgrade
6,PB Ratio,0.68,0.66,0.65,0.74,0.77,0.84,-,0.95,0.57,0.85,1.86,1.87,1.81,1.67,-,1.43,0.94,0.49,0.49,0.42,0.36,Upgrade
7,P/TBV Ratio,0.66,0.66,0.65,0.74,0.77,0.84,-,0.99,0.59,0.88,1.91,1.93,1.84,1.70,-,1.46,0.96,0.50,0.50,0.43,0.37,Upgrade
8,P/FCF Ratio,0.48,0.48,-,-,0.71,-,-0.35,-0.38,-,-,0.58,0.44,0.94,-,0.50,-,0.27,0.18,0.14,0.09,0.08,Upgrade
