,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1060,1148,1298,1299,1467,1538,1612,1627,405.48,314.34
1,Cash & Short-Term Investments,1060,1148,1298,1299,1467,1538,1612,1627,405.48,314.34
2,Cash Growth,-18.31%,-11.61%,-11.50%,-15.54%,-9.04%,-5.52%,297.64%,417.73%,-,-
3,Accounts Receivable,-,9.34,19.21,15.03,20.29,64.92,187.72,171.41,-,-
4,Other Receivables,19.07,11.22,16.28,25.03,38.69,32.68,10.63,15.74,8.97,3.75
5,Receivables,19.07,20.56,35.5,40.06,58.98,97.59,198.35,187.16,8.97,3.75
6,Other Current Assets,-,-,-,-,-,4.55,2.64,0.78,-,-
7,Total Current Assets,1079,1168,1333,1339,1526,1640,1813,1815,414.45,318.08
8,"Property, Plant & Equipment",211.42,219.6,230.16,205.23,39.36,41.77,41.07,34.13,29.95,34.03
9,Long-Term Investments,18,18.18,24.78,25.42,24.85,16.23,-,-,-,-
10,Other Intangible Assets,1.2,1.37,0.86,1.02,1.21,1.55,1.09,1.17,-,-
11,Other Long-Term Assets,2.88,52.92,5.79,4.23,10.34,22.56,17.29,16.7,11.32,11.21
12,Total Assets,1313,1460,1595,1575,1601,1722,1873,1867,455.72,363.33
13,Accounts Payable,79.02,81.19,81.9,96.55,57.19,51.05,48.24,28.28,17.32,12.74
14,Accrued Expenses,-,17.96,-,25.4,-,19.15,-,14.59,4.97,7.03
15,Short-Term Debt,63.81,73.62,60,-,-,-,-,-,-,12.48
16,Current Portion of Leases,14.7,14.33,14.68,13.13,3.38,4.92,10.09,8.64,8.53,9.72
17,Current Income Taxes Payable,-,1.94,-,2.35,-,1.97,-,1.73,0.37,0.94
18,Other Current Liabilities,22.22,16.1,46.29,18.42,22.41,3.75,16.42,20.64,3.13,2.81
19,Total Current Liabilities,179.74,205.13,202.87,155.85,82.97,80.83,74.75,73.88,34.32,45.72
20,Long-Term Leases,119.69,121.97,128,134.66,0.54,1.89,2.58,2.01,10.56,10.81
21,Long-Term Unearned Revenue,1.19,1.19,1.4,1.61,1.82,2.02,2.25,5.26,4.66,6.61
22,Other Long-Term Liabilities,105.59,58.82,-,-,-,-,-,-,1689,770.27
23,Total Liabilities,406.22,387.11,332.28,292.12,85.32,84.75,79.59,81.15,1739,833.41
24,Common Stock,0.52,0.52,0.53,0.51,0.51,0.51,0.51,0.5,0.05,0.03
25,Retained Earnings,-3363,-3194,-3001,-2835,-2591,-2463,-2298,-2162,-1447,-636.12
26,Treasury Stock,-3.29,-,-,-,-,-,-,-,-,-
27,Comprehensive Income & Other,4272,4267,4263,4117,4106,4099,4091,3947,163.77,166.28
28,Total Common Equity,906.54,1073,1263,1283,1516,1637,1793,1786,-1283,-469.81
29,Minority Interest,-,-,-,-,-,-,-,-,0.01,-0.27
30,Shareholders' Equity,906.54,1073,1263,1283,1516,1637,1793,1786,-1283,-470.08
31,Total Liabilities & Equity,1313,1460,1595,1575,1601,1722,1873,1867,455.72,363.33
32,Total Debt,198.2,209.91,202.68,147.79,3.91,6.81,12.67,10.65,19.09,33
33,Net Cash (Debt),862,937.93,1095,1151,1463,1531,1600,1617,386.39,281.33
34,Net Cash Growth,-21.29%,-18.50%,-25.12%,-24.82%,-8.57%,-5.32%,314.01%,474.68%,-,-
35,Net Cash Per Share,1.11,1.21,1.42,1.53,1.95,2.05,2.14,3.79,1.15,1.29
36,Filing Date Shares Outstanding,789.42,791.76,793.56,771.46,771.46,771.46,771.46,759.65,267.38,663.18
37,Total Common Shares Outstanding,789.42,791.76,793.56,771.46,771.46,771.46,771.46,759.65,267.38,663.18
38,Working Capital,899.52,963.28,1131,1183,1443,1559,1739,1741,380.14,272.36
39,Book Value Per Share,1.15,1.36,1.59,1.66,1.97,2.12,2.32,2.35,-4.80,-0.71
40,Tangible Book Value,905.34,1072,1262,1282,1515,1636,1792,1785,-1283,-469.81
41,Tangible Book Value Per Share,1.15,1.35,1.59,1.66,1.96,2.12,2.32,2.35,-4.80,-0.71
42,Machinery,-,59.38,54.17,53.3,52.74,50.03,48.75,42.14,34.02,33.24
43,Construction In Progress,-,-,-,27.79,-,-,-,-,-,-
44,Leasehold Improvements,-,61.86,63,10.2,11.15,10.2,9.58,8.02,7.58,7.55
