,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2209,1231,2866,4666,4035,4706,11186,16779,10757,-,-
1,Market Cap Growth,-73.61%,-73.61%,-28.96%,-0.85%,-63.93%,-71.95%,3.99%,-,-,-,-
2,Enterprise Value,1282,198,1683,3365,2321,2827,9262,14859,10333,-,-
3,Last Close Price,2.80,1.56,3.62,5.88,5.23,6.10,14.50,21.75,14.16,-,-
4,PS Ratio,87.25,-,40.96,53.05,37.28,26.82,59.64,25.65,18.63,-,-
5,PB Ratio,2.27,1.26,2.42,3.42,2.78,2.65,5.57,7.78,5.07,-,-
6,P/TBV Ratio,1.27,1.27,2.43,3.42,2.78,2.65,5.57,7.78,5.07,-,-
7,P/FCF Ratio,-,-,-,-,-,-,-,-,131.87,-,-
8,P/OCF Ratio,-,-,-,-,-,-,-,-,114.91,-,-
9,EV/Sales Ratio,51.48,-,24.05,38.26,21.45,16.11,49.38,22.71,17.89,-,-
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,40.30,-,-
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,41.40,-,-
12,EV/FCF Ratio,-3.58,-,-,-,-,-,-,-,126.67,-,-
13,Debt / Equity Ratio,0.22,0.22,0.20,0.16,0.12,0.00,0.00,0.01,0.01,-0.01,-0.07
14,Debt / FCF Ratio,-,-,-,-,-,-,-,-,0.16,-,-
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,11.72%,-,-
16,Earnings Yield,-17.61%,-31.58%,-13.80%,-9.50%,-10.42%,-7.28%,-3.30%,-6.02%,-16.71%,-,-
17,FCF Yield,-16.24%,-29.12%,-15.45%,-10.38%,-8.65%,-3.74%,-1.73%,0.14%,0.76%,-,-
18,Buyback Yield / Dilution,-2.00%,-0.89%,-3.14%,-2.44%,-0.55%,-0.68%,-75.41%,-122.46%,-94.93%,-53.33%,-
19,Total Shareholder Return,-2.00%,-0.89%,-3.14%,-2.44%,-0.55%,-0.68%,-75.41%,-122.46%,-94.93%,-53.33%,-
