,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,29,24,32,20,40,88,47,49,78,36,115,Upgrade
1,Market Cap Growth,23.66%,23.66%,-21.58%,-77.59%,-13.64%,81.22%,-39.73%,34.71%,-32.41%,-72.58%,-32.79%,Upgrade
2,Enterprise Value,22,46,34,44,49,122,30,70,83,43,172,Upgrade
3,Last Close Price,0.14,0.12,0.15,0.09,0.19,0.41,0.22,0.23,0.36,0.17,0.54,Upgrade
4,PS Ratio,1.20,1.01,0.99,0.55,1.70,3.19,1.20,1.32,2.63,2.58,-,Upgrade
5,PB Ratio,0.15,0.12,0.16,0.09,0.17,0.36,0.15,0.15,0.25,0.12,0.38,Upgrade
6,P/TBV Ratio,0.12,0.12,0.16,0.09,0.17,0.36,0.15,0.15,0.25,0.12,0.38,Upgrade
7,P/FCF Ratio,14.53,12.20,-,1.14,3.74,-8.12,-,-,-21.32,-,-,Upgrade
8,P/OCF Ratio,11.75,11.75,-,1.11,3.72,-8.16,-,-,-21.41,-,-,Upgrade
9,EV/Sales Ratio,0.92,1.90,1.06,1.24,2.04,4.42,0.77,1.89,2.81,3.05,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-8.13,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,11.09,23.00,-,2.55,4.49,-11.24,-,-,-22.76,-,-,Upgrade
12,Debt / Equity Ratio,0.14,0.14,0.14,0.13,0.13,0.13,0.17,0.11,0.11,0.11,0.12,Upgrade
13,Debt / FCF Ratio,14.08,14.08,-,1.57,2.80,-3.04,-,-,-9.66,-,-,Upgrade
14,Earnings Yield,-67.50%,-80.41%,-58.62%,-140.21%,-126.63%,-44.06%,-37.60%,-33.73%,-19.86%,-10.04%,-,Upgrade
15,FCF Yield,6.88%,8.20%,36.73%,88.06%,26.74%,-12.31%,-34.63%,22.48%,-4.69%,-40.74%,-,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-0.36%,-,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-,-,-0.36%,-,Upgrade,
