,Fiscal Quarter,Q4 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,80.88,83.21,75.82,70.72,63.01,74.72,66.76,63.98,58.09,56.79,49.38,74.25,53.88,59.43,50.84,70.33,52.38,66.67,32.09,69.03,Upgrade
1,Other Revenue,-,-,-,0.5,-0.22,-,-,0.59,-0.06,0.06,-,1.51,-0.41,0.41,-,0.94,-0.43,0.43,-,1.82,Upgrade
2,Revenue,80.88,83.21,75.82,71.21,62.79,74.72,66.76,64.57,58.02,56.85,49.38,75.76,53.46,59.85,50.84,71.26,51.94,67.11,32.09,70.85,Upgrade
3,Revenue Growth (YoY),28.81%,11.37%,13.56%,10.29%,8.22%,31.43%,35.22%,-14.78%,8.53%,-5.01%,-2.89%,6.31%,2.93%,-10.82%,58.45%,0.58%,4.81%,22.96%,-41.21%,-,Upgrade
4,Cost of Revenue,-85.78,30.87,27.15,27.14,23.32,27.16,25.59,24.48,20.67,21.53,19.49,30.81,20.33,24.57,20.12,30.35,18.54,29.06,13.44,29.57,Upgrade
5,Gross Profit,166.66,52.35,48.67,44.07,39.47,47.56,41.17,40.08,37.35,35.31,29.89,44.95,33.13,35.28,30.72,40.92,33.4,38.05,18.65,41.28,Upgrade
6,"Selling, General & Admin",-46.5,16.13,15.27,11.71,11.19,14.59,12.48,10.04,10.92,11.31,10.39,11.93,12.61,12.01,10.94,9.96,12.03,9.68,10.45,12.23,Upgrade
7,Research & Development,-15.45,5.6,4.7,5.07,5.21,5.1,3.81,4.26,4.67,4.09,3.8,2.9,3.55,4.22,4.12,2.56,3.4,3.83,2.97,3.41,Upgrade
8,Other Operating Expenses,171.83,0.38,-0.26,2.46,-1.64,0.22,0.09,2.54,0.7,-1.43,0.54,3.3,0.22,-1.49,0.38,1.41,0.32,-1,0.04,0.19,Upgrade
