,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2860,2659,3303,4270,5962,4071,4696,11285,10882,12485,7523
1,Market Cap Growth,-37.74%,-37.74%,-44.59%,4.90%,26.98%,-63.93%,-56.85%,-9.61%,44.65%,71.90%,-
2,Enterprise Value,2620,2827,4028,5196,7114,4603,5153,10190,10308,11051,6302
3,Last Close Price,1.42,1.25,1.56,2.01,2.74,1.87,2.03,4.88,4.61,5.33,3.16
4,PE Ratio,3.14,2.92,3.93,5.32,7.05,5.07,4.84,14.50,16.22,21.38,14.74
5,Forward PE,3.09,3.15,3.74,4.11,5.43,4.23,4.43,12.37,12.37,18.99,12.78
6,PS Ratio,1.53,1.43,1.90,2.60,3.45,2.48,2.83,8.67,10.57,14.71,9.42
7,PB Ratio,0.51,0.47,0.62,0.90,1.29,0.95,1.08,2.78,2.89,3.89,2.41
8,P/TBV Ratio,0.60,0.60,0.80,1.19,1.76,1.34,1.56,4.11,2.89,3.89,2.41
9,P/FCF Ratio,3.09,2.87,3.92,5.70,6.70,5.03,-237.62,-,22.60,-,18.45
10,P/OCF Ratio,2.00,2.00,2.63,3.96,4.76,2.82,6.88,-,14.40,-,12.48
11,PEG Ratio,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,-,-
12,EV/Sales Ratio,1.41,1.52,2.31,3.17,4.12,2.81,3.11,7.83,10.01,13.02,7.89
13,EV/EBITDA Ratio,2.42,2.67,3.87,5.23,6.75,4.56,4.68,11.92,15.07,19.56,12.61
14,EV/EBIT Ratio,3.03,3.27,4.85,6.60,8.36,5.55,5.48,13.71,17.27,22.74,14.82
15,EV/FCF Ratio,2.83,3.05,4.78,6.93,8.00,5.68,-260.80,-,21.41,-,15.45
16,Debt / Equity Ratio,0.18,0.18,0.21,0.40,0.52,0.58,0.56,0.43,0.17,0.14,0.04
17,Debt / FCF Ratio,1.09,1.09,1.33,2.54,2.68,3.06,-123.40,-,1.32,-,0.30
18,Return on Capital Employed (ROCE),13.98%,13.98%,13.78%,13.37%,14.29%,14.10%,15.61%,15.42%,14.56%,13.93%,13.10%
19,Earnings Yield,31.84%,34.25%,25.43%,18.81%,14.19%,19.71%,20.67%,6.89%,6.16%,4.68%,6.78%
20,FCF Yield,32.37%,34.82%,25.52%,17.55%,14.92%,19.89%,-0.42%,2.10%,4.42%,3.25%,5.42%
21,Dividend Yield,8.45%,10.37%,4.50%,-,-,6.42%,2.95%,-,-,-,-
22,Buyback Yield / Dilution,0.02%,-0.06%,0.10%,-0.02%,-0.10%,-0.09%,-0.39%,-0.41%,-0.12%,-3.44%,-23.59%
23,Total Shareholder Return,8.47%,10.32%,4.59%,-0.02%,-0.10%,6.32%,2.56%,-0.41%,-0.12%,-3.44%,-23.59%
