,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,820.87,871.97,727.74,789.75,736.39,703.33,634.22,448.33,418.92,354.93
1,Revenue Growth (YoY),12.80%,10.41%,-1.17%,12.29%,16.11%,56.88%,51.39%,26.31%,16.60%,21.83%
2,Cost of Revenue,402.16,342.12,341.8,300.96,290.15,246.54,182.53,151.73,109.46,125.56
3,Gross Profit,418.71,529.85,385.94,488.79,446.24,456.79,451.69,296.6,309.46,229.37
4,"Selling, General & Admin",68.35,93.17,60.65,85.19,98.02,76.88,71.8,58.71,44.72,51.12
5,Operating Expenses,68.35,93.17,60.65,85.19,98.02,76.88,71.8,58.71,44.72,51.12
6,Operating Income,350.37,436.69,325.29,403.6,348.21,379.91,379.89,237.89,264.74,178.25
7,Interest Expense,-25.3,-28.24,-40.88,-45.01,-35.33,-34.23,-21.68,-13.6,-3.37,-0.31
8,Interest & Investment Income,9.87,7.93,9.35,5.46,8.54,4.14,10.65,11,9.95,10.19
9,Earnings From Equity Investments,-,-,-,-,-,-,-3.1,-4.6,-0.97,0.37
10,Currency Exchange Gain (Loss),-2.21,-,-16.65,2.77,-21.78,2.53,-0.37,-33.45,9.23,7.39
11,Other Non Operating Income (Expenses),-29.8,65.97,-30.28,67.09,-23.58,49.46,15.81,8.37,6.37,8.82
12,EBT Excluding Unusual Items,302.93,482.35,246.84,433.9,276.07,401.8,381.2,205.6,285.97,204.71
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-30.95,-,-
14,Gain (Loss) on Sale of Investments,0.61,-1.56,2.84,-0.54,-0.21,-4.43,16.3,3.56,6.53,7.9
15,Gain (Loss) on Sale of Assets,-6.35,-,-0.41,0.06,-0.03,0.03,-,0.03,0.03,-0.04
16,Other Unusual Items,98.35,-,69.05,-,58.6,-,-,59.12,31.96,-
17,Pretax Income,395.54,480.79,318.31,433.43,334.43,397.4,397.5,237.36,324.49,212.57
18,Income Tax Expense,20.24,28.3,-0.77,9.21,11.12,16.49,-5.27,-6.86,3.92,0.88
19,Earnings From Continuing Operations,375.3,452.49,319.08,424.22,323.32,380.91,402.77,244.22,320.57,211.69
20,Minority Interest in Earnings,0.05,-,-,-,-,-,-,-,-,-
21,Net Income,375.36,452.49,319.08,424.22,323.32,380.91,402.77,244.22,320.57,211.69
22,Net Income to Common,375.36,452.49,319.08,424.22,323.32,380.91,402.77,244.22,320.57,211.69
23,Net Income Growth,17.64%,6.66%,-1.31%,11.37%,-19.73%,55.97%,25.64%,15.37%,31.07%,29.24%
24,Shares Outstanding (Basic),2012,2012,2007,2010,2005,2007,2001,2001,2001,2001
25,Shares Outstanding (Diluted),2012,2012,2011,2014,2011,2012,2009,2004,2001,2001
26,Shares Change (YoY),0.06%,-0.10%,0.02%,0.10%,0.09%,0.39%,0.41%,0.12%,3.44%,23.59%
27,EPS (Basic),0.19,0.22,0.16,0.21,0.16,0.19,0.20,0.12,0.16,0.11
28,EPS (Diluted),0.19,0.22,0.16,0.21,0.16,0.19,0.20,0.12,0.16,0.10
29,EPS Growth,17.54%,6.74%,-1.26%,11.25%,-19.85%,55.34%,25.16%,19.11%,26.69%,-0.83%
30,Free Cash Flow,373.39,468.32,305.81,387.9,398.08,312.61,-328.56,525.56,-120.13,489.79
31,Free Cash Flow Per Share,0.19,0.23,0.15,0.19,0.20,0.16,-0.16,0.26,-0.06,0.24
32,Dividend Per Share,0.054,0.064,-,-,0.057,0.048,-,-,-,-
33,Operating Margin,42.68%,50.08%,44.70%,51.11%,47.29%,54.02%,59.90%,53.06%,63.20%,50.22%
34,Profit Margin,45.73%,51.89%,43.85%,53.72%,43.91%,54.16%,63.51%,54.47%,76.52%,59.64%
35,Free Cash Flow Margin,45.49%,53.71%,42.02%,49.12%,54.06%,44.45%,-51.81%,117.23%,-28.68%,138.00%
36,EBITDA,430.23,533.62,422.44,496.88,434.04,452.76,435.84,275.13,300.77,214.15
37,D&A For EBITDA,79.87,96.93,97.15,93.27,85.83,72.85,55.95,37.25,36.02,35.89
38,EBIT,350.37,436.69,325.29,403.6,348.21,379.91,379.89,237.89,264.74,178.25
