,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1110,868.11,899.38,1120,1200,1455,1397,1294,863.16,1112
1,Short-Term Investments,13.21,-,18.77,-,13.79,25.01,-,104.65,-,8.66
2,Trading Asset Securities,11.31,10.7,170.39,167.56,12.96,59.28,63.7,59.83,56.27,271.97
3,Cash & Short-Term Investments,1135,878.81,1089,1288,1227,1540,1461,1459,919.43,1392
4,Cash Growth,4.26%,-31.77%,-11.30%,-16.34%,-15.99%,5.54%,58.89%,4.76%,-22.43%,104.15%
5,Accounts Receivable,195.42,44.49,144.49,67.94,108.96,53.37,42.1,129.13,33.69,29.66
6,Other Receivables,20.34,-,11.21,-,14.52,-,-,6.21,-,16.5
7,Receivables,220.56,44.49,158.98,67.94,124.44,53.37,42.1,293.67,185.26,46.16
8,Inventory,2.6,-,-,-,-,-,0.1,-,-,-
9,Prepaid Expenses,12.33,-,12.85,-,50.35,-,-,6.36,-,4.33
10,Other Current Assets,120.41,279.5,4.37,122.95,-,362.38,90.83,100,152.85,-
11,Total Current Assets,1491,1203,1265,1479,1402,1955,1594,1859,1258,1443
12,"Property, Plant & Equipment",4273,4187,4120,4117,3985,3935,3563,1914,1723,1631
13,Long-Term Investments,36.29,42.51,12.81,14.17,6.14,4.19,19.95,184.17,202.97,256.65
14,Goodwill,692.27,692.27,692.27,692.27,692.12,692.12,692.12,-,-,-
15,Other Intangible Assets,366.62,369.26,372.73,383.41,389.15,396.64,399.75,-,-,-
16,Long-Term Deferred Tax Assets,-,-,-,-,-,-,11.01,4.76,-,-
17,Long-Term Deferred Charges,17.45,5.72,10.07,-,-,-,-,-,-,-
18,Other Long-Term Assets,417.74,722.1,621.91,960.55,580.5,437.6,107.45,454.89,518.49,93.05
19,Total Assets,7614,7222,7417,7646,7374,7421,6387,4416,3702,3423
20,Accrued Expenses,145.51,-,92.4,-,87.05,-,-,58.46,-,50.87
21,Short-Term Debt,-,-,-,-,49.45,-,-,-,-,-
22,Current Portion of Long-Term Debt,468.18,434.61,756.93,987.69,779.8,680.95,839.16,265.02,151.3,-
23,Current Portion of Leases,0.1,0.23,0.22,0.24,-,2.21,1.65,1.61,1.57,1.53
24,Current Income Taxes Payable,25.97,27.27,19.59,13.63,6.74,4.44,3.83,2.85,4.79,0.87
25,Current Unearned Revenue,773.05,766.17,656.08,685.48,739.28,660.88,45.66,525.36,37.16,412.68
26,Other Current Liabilities,570.06,464.17,441.53,696.74,546.07,1205,1489,111.95,327.32,55.06
27,Total Current Liabilities,1983,1692,1967,2384,2208,2553,2380,965.24,522.14,521.01
28,Long-Term Debt,437.68,589.63,993.47,1110,1336,1281,616.27,262.26,234.63,100
29,Long-Term Leases,8.63,8.42,8.34,8.24,7.83,4.95,6.6,7.43,8.25,9.04
30,Long-Term Unearned Revenue,9.94,10.61,11.63,11.03,10.52,9.09,8.74,7.74,12.53,3.16
31,Long-Term Deferred Tax Liabilities,51.64,51.36,44.31,58.64,59.22,50.4,-,-,-,-
32,Total Liabilities,2491,2352,3024,3572,3622,3898,3011,1243,777.54,633.21
33,Common Stock,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
34,Additional Paid-In Capital,130.29,270.26,259.87,259.87,382.49,472.01,571.44,771.15,688.86,872.07
35,Retained Earnings,4990,4614,4164,3845,3420,3097,2847,2444,2200,1879
36,Treasury Stock,-,-1.6,-1.6,-1.65,-,-,-,-,-,-
37,Comprehensive Income & Other,0.71,-13.47,-30.08,-28.1,-51.52,-47.01,-42.57,-41.63,35.85,38.43
38,Total Common Equity,5121,4870,4392,4075,3752,3522,3376,3174,2925,2790
39,Minority Interest,1.95,-,-,-,-,-,-,-,-,-
40,Shareholders' Equity,5123,4870,4392,4075,3752,3522,3376,3174,2925,2790
41,Total Liabilities & Equity,7614,7222,7417,7646,7374,7421,6387,4416,3702,3423
42,Total Debt,914.59,1033,1759,2106,2173,1969,1464,536.32,395.74,110.57
43,Net Cash (Debt),220.31,-154.08,-670.42,-818,-946.27,-429.36,-2.85,922.37,523.69,1282
44,Net Cash Growth,-,-,-,-,-,-,-,-28.04%,-51.24%,435.59%
45,Net Cash Per Share,0.11,-0.08,-0.33,-0.41,-0.47,-0.21,-0.00,0.46,0.26,0.64
46,Filing Date Shares Outstanding,2014,2014,2014,2014,2015,2015,2015,2015,2001,2001
47,Total Common Shares Outstanding,2014,2014,2014,2014,2015,2015,2015,2015,2001,2001
48,Working Capital,-492.07,-489.65,-702,-904.88,-806.43,-597.89,-785.92,893.47,735.4,921.85
49,Book Value Per Share,2.54,2.42,2.18,2.02,1.86,1.75,1.68,1.57,1.46,1.39
50,Tangible Book Value,4062,3808,3327,2999,2670,2434,2284,3174,2925,2790
51,Tangible Book Value Per Share,2.02,1.89,1.65,1.49,1.33,1.21,1.13,1.57,1.46,1.39
52,Machinery,984.04,-,907.55,-,803.04,-,-,404.33,-,348.77
53,Construction In Progress,197.12,-,143.59,-,337.42,-,-,268.2,-,121.36
