,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,46147,28680,24152,29255,34934,34790,38456,46435,50244,44638,69436,Upgrade
1,Market Cap Growth,-1.97%,-1.97%,-30.86%,-15.91%,-9.16%,-25.08%,-23.46%,4.03%,-27.64%,-40.57%,-10.14%,Upgrade
2,Enterprise Value,160900,154505,128224,126579,150309,134800,139476,140861,121035,131850,123560,Upgrade
3,PE Ratio,7.70,4.78,4.49,6.01,-,5.17,5.12,5.29,7.67,8.77,7.86,Upgrade
4,PS Ratio,0.38,0.24,0.21,0.27,0.32,0.18,0.12,0.15,0.19,0.18,0.28,Upgrade
5,PB Ratio,0.59,0.22,0.18,0.24,0.32,0.32,0.34,0.40,0.43,0.46,0.74,Upgrade
6,P/FCF Ratio,0.43,0.27,0.23,0.27,0.39,0.44,0.41,0.42,0.45,0.39,0.69,Upgrade
7,P/OCF Ratio,0.25,0.25,0.22,0.25,0.37,0.42,0.39,0.41,0.44,0.37,0.66,Upgrade
8,EV/Sales Ratio,1.34,1.28,1.14,1.15,1.39,0.71,0.44,0.47,0.45,0.53,0.50,Upgrade
9,EV/EBITDA Ratio,5.44,5.40,6.76,9.38,12.08,9.33,9.45,7.76,6.27,8.24,7.75,Upgrade
10,EV/EBIT Ratio,6.11,5.86,7.71,11.36,14.92,11.22,11.24,8.77,6.94,9.22,8.57,Upgrade
11,EV/FCF Ratio,1.52,1.45,1.23,1.16,1.69,1.72,1.48,1.29,1.09,1.15,1.23,Upgrade
12,Debt / Equity Ratio,0.94,0.94,0.99,1.09,1.07,1.30,1.01,1.07,0.86,0.85,1.03,Upgrade
13,Debt / FCF Ratio,1.17,1.17,1.25,1.24,1.32,1.80,1.21,1.15,0.90,0.72,0.97,Upgrade
14,Return on Capital Employed (ROCE),1.61%,1.61%,1.10%,0.78%,0.76%,0.83%,0.90%,1.24%,1.49%,1.43%,1.57%,Upgrade
15,Earnings Yield,12.99%,24.39%,25.63%,17.72%,12.30%,19.35%,19.54%,18.92%,13.03%,11.52%,12.97%,Upgrade
16,Earnings Yield,12.99%,24.39%,25.63%,17.72%,12.30%,19.35%,19.54%,18.92%,13.03%,11.52%,12.97%,Upgrade
17,FCF Yield,230.12%,370.27%,433.33%,372.11%,254.01%,225.04%,245.87%,235.66%,220.56%,257.38%,144.25%,Upgrade
18,Total Shareholder Return,2.34%,-,-,-,-,-,-,-,-,-,-,Upgrade
